Trial,Eta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f
1,0.1,0,1,5,O=CNC1CCNC1=O,0.3741,0.05672
1,0.1,0,2,5,ClC1=C(Cl)C2(Cl)C3C4CC(N=N4)C3C1(Cl)C2(Cl)Cl,0.3634,0.0002358
1,0.1,0,3,5,NNc1ncnc2[nH]cnc12,0.3922,0.2711
1,0.1,0,4,5,O=[N+]([O-])c1cc2c(cc1[N+](=O)[O-])OCCOCCOCCOCCO2,0.3838,0.5646
1,0.1,0,5,5,CC(=O)OC1C=CC(NS(=O)(=O)NO)OC1C,0.3787,0.3463
1,0.1,1,1,5,N=c1c2ncn3c2ncn1C1OC(COP(=O)(O)OP(=O)(O)OCC2OC3C(OP(=O)(O)O)C2O)C(O)C1O,0.4155,0.4164
1,0.1,1,2,5,NC(=O)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.4832,0.4068
1,0.1,1,3,5,N#Cc1c(N)cc2c(c1N)Cc1cc(O)c(C3COCCO3)cc1O2,0.4556,0.5514
1,0.1,1,4,5,CS(=O)(=O)N1CCOCC12CCN(c1nncs1)CC2,0.4401,0.3271
1,0.1,1,5,5,COC=Cc1cc2c(cc1C(OC)OC)OCO2,0.4425,0.01941
1,0.1,2,1,5,O=C(Nc1ncc(Br)s1)NS(=O)(=O)c1cc2c(s1)CCOC2,0.521,0.4202
1,0.1,2,2,5,O=[N+]([O-])c1cc(-c2n[nH]c(C3OC(CO)C(O)C(O)C3O)n2)cc([N+](=O)[O-])c1,0.5285,0.4915
1,0.1,2,3,5,CS(=O)(=O)C1(c2nc(-c3cc(C(F)(F)F)cc4[nH]ccc34)nc3c2OCC2COCCN32)CCOCC1,0.5546,0.5747
1,0.1,2,4,5,N#Cc1cc(Nc2c(N)ncnc2O)c([N+](=O)[O-])cc1C#N,0.5314,0.4224
1,0.1,2,5,5,Nc1c(F)c(N2CC3CCCC(N)C3C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1F,0.4931,0.5337
1,0.1,3,1,5,Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)nc(N3CC4CC3C4)n2)cc1OC(F)(F)F,0.6029,0.5637
1,0.1,3,2,5,CN1C(=O)Nc2cc(N3CCOCC3)c([N+](=O)[O-])cc2C12NC(=O)NC2=O,0.6036,0.566
1,0.1,3,3,5,Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,0.5766,0.4184
1,0.1,3,4,5,O=[N+]([O-])c1ccc2c(c1)CN(c1ncnc3c1nc1n3C3OC(CO1)C(O)C3O)CC2,0.622,0.5457
1,0.1,3,5,5,CS(=O)(=O)C1CCC(N=C(O)c2cnc(-n3ccc4cc(C#N)cnc43)cc2NC2CCOCC2)CC1,0.6085,0.6186
1,0.1,4,1,5,NC1CCN(S(=O)(=O)N2C3CCC2CC(NC(=O)c2cc4c(cc2F)NC(=O)C4)C3)CC1,0.6563,0.5619
1,0.1,4,2,5,O=C(O)c1cc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc(C(F)(F)F)c1,0.7077,0.5692
1,0.1,4,3,5,N#Cc1ncc2nc1OCCCCOc1cc(P(=O)(O)O)c(Cl)cc1NC(=O)N2,0.6518,0.5298
1,0.1,4,4,5,CC1(C)Oc2cc(N)c([N+](=O)[O-])cc2C(N2CCCC2=O)C1O,0.6685,0.5619
1,0.1,4,5,5,Cc1c(Nc2ccc(C#N)cc2Cl)ncnc1OC1CC2COCC(C1)N2S(=O)(=O)C1CC1,0.6867,0.5551
1,0.1,5,1,5,Nc1ncc(-c2cc(C3CCOC3)n(C3CCC(F)(F)C3)n2)cc1F,0.7045,0.2131
1,0.1,5,2,5,Cc1cc(C(C)(C)C)cc(C)c1S(=O)(=O)N1CCN(C(=O)c2cc([N+](=O)[O-])cnc2O)CC1,0.6926,0.6011
1,0.1,5,3,5,CS(=O)(=O)NC1CC(N2CCc3c(-c4cnc(=N)[nH]c4)nc(N4CCOCC4)nc32)C1,0.7499,0.5276
1,0.1,5,4,5,CC1CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0.6409,0.5036
1,0.1,5,5,5,O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(C3COC(=O)N3)CC2)C1,0.7034,0.5917
1,0.1,6,1,5,CC1CC2OC2CCC=CC(=O)Cc2cc(O)cc(O)c2C(=O)O1,0.6801,0.5963
1,0.1,6,2,5,Cc1c(N2CCC(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.7622,0.6019
1,0.1,6,3,5,O=C(C1CCOCC1)N1CCC(Nc2ncnc3c2CN(c2cncc(C(F)(F)F)c2)CC3)C1,0.7291,0.5609
1,0.1,6,4,5,O=c1cnn(-c2cc(Br)c(S(=O)(=O)N3CCOCC3)c(Br)c2)c(=O)[nH]1,0.7302,0.509
1,0.1,6,5,5,NC1CC(N2Cc3[nH]nc(NS(=O)(=O)CC(F)(F)F)c3C2)COC1c1cc(F)ccc1F,0.6893,0.5289
1,0.1,7,1,5,O=C1OCCc2cc(C3CN4CCN(C(=O)C5CCc6cc(-n7cnnn7)ncc65)CC4CO3)ccc21,0.7135,0.6539
1,0.1,7,2,5,N#CC(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(=O)N1CCOCC1,0.7467,0.5796
1,0.1,7,3,5,CS(=O)(=O)N1CCc2[nH]nc(C(=O)N3CCC(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC3)c2C1,0.7455,0.5263
1,0.1,7,4,5,Cc1cc2c(cc1S(=O)(=O)N1CC(C)CC(C)C1)OCC(=O)N2,0.7215,0.3714
1,0.1,7,5,5,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ncc(Cl)s2)C1,0.7274,0.5537
1,0.1,8,1,5,O=C1CSC(c2ccc(O)c(Cl)c2)c2c(n(C3CCOCC3)[nH]c2=O)N1,0.7308,0.5786
1,0.1,8,2,5,CC1CCC(Cn2c(N3CCOC4CCCC43)nc3cc(C(=O)NS(C)(=O)=O)nc(-c4cncc(Cl)c4)c32)CC1,0.7374,0.5751
1,0.1,8,3,5,O=C(C1CC1)N1CCN(c2nc(=O)c3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)CC1,0.803,0.5724
1,0.1,8,4,5,O=C(O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,0.7453,0.3236
1,0.1,8,5,5,Cc1ncnc(N2CCOCC2)c1C#Cc1c[nH]c(=O)c(NS(=O)(=O)c2ccc(F)cc2F)c1,0.7493,0.533
1,0.1,9,1,5,Cc1cc2[nH]c(=O)c3cnn(C4CCOCC4)c3c2cc1C(=O)N1CCC2(CCCO2)CC1,0.7645,0.6217
1,0.1,9,2,5,CS(=O)(=O)NC1CCC(Nc2cc(NC3CC3)n3ncc(C=C4N=C(O)N=C4O)c3n2)CC1,0.7158,0.5418
1,0.1,9,3,5,CC(C)(CNc1ccc(S(=O)(=O)C(F)(F)F)cc1[N+](=O)[O-])N1CCOCC1,0.7472,0.5639
1,0.1,9,4,5,CC1NCCn2cc(-c3nc4c(cc3F)C(=O)C(C(=O)O)CN4C3CC3)cc21,0.7624,0.5764
1,0.1,9,5,5,CC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(OC(=O)N2CCOCC2)C1OC(=O)N1CCOCC1,0.7286,0.5515
1,0.1,10,1,5,CN(C)c1cnc2[nH]cc(-c3ncc(F)c(NC4CCCC(NC(=O)N5CCOCC5)C4)n3)c2c1,0.7775,0.5888
1,0.1,10,2,5,O=C1c2cc3c(cc2OCN1C1CC1)C(=O)N1CCCC1O3,0.7479,0.1151
1,0.1,10,3,5,CCOC1Cc2cc(C(F)(F)F)ccc2C1N1CCN(C2CC3CN(C(=O)c4c(C)cc(C#N)nc4C)CC3C2)CC1C,0.741,0.3039
1,0.1,10,4,5,CN1CCN(c2noc(-c3cc(O)c(O)c([N+](=O)[O-])c3)n2)CC1,0.7622,0.5446
1,0.1,10,5,5,NC(N)=Nc1ncc(Cl)c2ccc(S(=O)(=O)NC3(C(=O)O)CCOCC3)cc12,0.7257,0.5515
1,0.1,11,1,5,CCOC(=O)c1cnc2oc(C=NN3CC(CN4CCOCC4)OC3=O)cc2c1O,0.7446,0.5997
1,0.1,11,2,5,OC1CCC(Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCOCC4)c3n2)CC1,0.7799,0.5726
1,0.1,11,3,5,O=C(c1cc([N+](=O)[O-])ccc1N1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2)CC1)N1CCOCC1,0.8014,0.5996
1,0.1,11,4,5,Cc1c(N2CC3NCCOC3C2)c(F)cn2c(=O)c(C(=O)O)cc(C3CC3)c12,0.7741,0.5506
1,0.1,11,5,5,Cc1cc2c(-c3cncc(NS(C)(=O)=O)c3)cnc(NC3CCNCC3)c2[nH]c1=O,0.7345,0.5866
1,0.1,12,1,5,CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC2COC2)ncc1Cl,0.8051,0.5647
1,0.1,12,2,5,COc1c(C(=O)c2cnc(NC3CCN(S(C)(=O)=O)CC3)nc2N)cc(F)c(F)c1F,0.7781,0.522
1,0.1,12,3,5,O=[N+]([O-])c1cc2nc(O)c(O)nc2nc1N1CCOCC1,0.7961,0.5222
1,0.1,12,4,5,CC1CC2OC2C=CC=CC(=NOCC(=O)N2CCN(C)CC2)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,0.7499,0.5996
1,0.1,12,5,5,Cc1ncc(NCC2CCOCC2)nc1-c1cc(NC2CCC(N)CC2)ncc1Cl,0.7673,0.588
1,0.1,13,1,5,COc1cc(-c2ccc3ncc(C(=O)C4CC4)c(N4CCC(CN5CCOCC5)CC4)c3c2)cc(Cl)c1O,0.807,0.3389
1,0.1,13,2,5,Cc1c[nH]c2c(NC3CCOCC3)ncc(C(=O)N3CCOCC3)c12,0.8266,0.4745
1,0.1,13,3,5,Cc1cc(F)cnc1-c1cc(N2CCN(S(=O)(=O)CC(C)(C)O)CC2)ncc1Cl,0.7713,0.5738
1,0.1,13,4,5,CN1CCC(O)(C#Cc2ccc3c(c2)-c2nc(C(N)=O)c(C(=O)NC4CC4)n2C2CC3C2)C1=O,0.7494,0.5884
1,0.1,13,5,5,CC1CC(O)CC=CCCC(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,0.7612,0.5931
1,0.1,14,1,5,CC(C)(O)C#Cc1cc2c(cc1F)OCCn1c-2nc(C(N)=O)c1C(=O)NCC1CCOC1,0.7606,0.539
1,0.1,14,2,5,Cc1ccc(NS(=O)(=O)CC2CCCO2)cc1Nc1ncnc2cnc(N3CCN(C)CC3)nc12,0.7822,0.606
1,0.1,14,3,5,Cc1ncc2c(n1)CCN(C(=O)c1cc(Cl)c(O)cc1O)C2,0.7671,0.5234
1,0.1,14,4,5,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C1CCOCC1)C2,0.7895,0.3606
1,0.1,14,5,5,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cc(F)ccc1O,0.8071,0.5519
1,0.1,15,1,5,O=C(C1SC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O)N1CCOCC1,0.7725,0.5643
1,0.1,15,2,5,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(O)CC4)c3)c2C1,0.7706,0.5627
1,0.1,15,3,5,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(CN3CCN(S(C)(=O)=O)CC3)cc2n1,0.7833,0.5386
1,0.1,15,4,5,Cc1[nH]c(C(=O)NC2CCN(c3ncccc3[N+](=O)[O-])CC2)cc1Cl,0.7795,0.5792
1,0.1,15,5,5,COc1cc(O)c2c(c1)C=CCC(=O)OCCOCC#CCOCCOC(=O)CCCC(C)OC2=O,0.7276,0.6086
1,0.1,16,1,5,CC(C)Nc1nc(-c2cnn(CC(=O)N3CCOCC3)c2)cc2ncn(C)c(=O)c12,0.7796,0.5703
1,0.1,16,2,5,Cc1c(Cl)cc(F)cc1S(=O)(=O)N1CCN(c2nc3cc(C#N)ccc3nc2NC2CC2)CC1,0.7936,0.5807
1,0.1,16,3,5,O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1C(F)(F)F,0.7855,0.3488
1,0.1,16,4,5,CC1CCCC(O)CC(=O)c2c(O)cc(O)cc2CC(=O)O1,0.7746,0.5809
1,0.1,16,5,5,CC1COc2c(N3CCN(C(=O)c4ccco4)CC3)c(F)c([N+](=O)[O-])c3c(=O)c(C(=O)O)cn1c23,0.77,0.5809
1,0.1,17,1,5,Cc1ccc(C)c(N2CCN(C(=O)C3CCCN(S(=O)(=O)c4c(C)nc(O)nc4O)C3)CC2)c1,0.8006,0.6029
1,0.1,17,2,5,Cc1cc(C(=O)N2CCOCC2)[nH]c1C=C1C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,0.8077,0.5403
1,0.1,17,3,5,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1NC1CC1,0.795,0.5881
1,0.1,17,4,5,O=c1c(F)cc2ncc(F)c3c2n1CC3(O)CN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0.7566,0.6358
1,0.1,17,5,5,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4c3CC(=O)N4)n2)CC1,0.8112,0.5912
1,0.1,18,1,5,CC(=O)N1CCC2c3c(O)nc(-c4ccc5c(c4)OCCO5)nc3SC2C1,0.7813,0.5478
1,0.1,18,2,5,O=C1c2c(O)c(O)cc(S(=O)(=O)NCCN3CCOCC3)c2CN1Cc1ccc(F)c(Cl)c1,0.7972,0.5926
1,0.1,18,3,5,CS(=O)(=O)N1CCCC(Nc2nc(N3CCS(=O)(=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,0.7808,0.5766
1,0.1,18,4,5,CC1COc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(C)CC4)nc3n21,0.8006,0.5504
1,0.1,18,5,5,Cc1cc(C=C(C#N)C(N)=O)c(C)n1-c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,0.803,0.6185
1,0.1,19,1,5,Cc1cc(S(=O)(=O)N2CCOCC2)cnc1-c1ccc2c(c1)CCC(C)N2C(=O)c1ccc(O)cc1O,0.8195,0.6771
