Trial,Eta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f
2,0.5,0,1,5,NCC(O)CNCCCCCCCNCC(O)CN,0.3426,0.4565
2,0.5,0,2,5,N#CNC(=S)S,0.3375,0.0
2,0.5,0,3,5,CC(Cl)(C=CBr)C(Cl)C=CC(=CCl)C(Cl)Cl,0.3426,2.985e-07
2,0.5,0,4,5,O=C1OC(OCC2CO2)C2C3CCC(O3)C12,0.3676,0.06371
2,0.5,0,5,5,OC1C=CSC1O,0.3484,0.004643
2,0.5,1,1,5,NCC=O,0.3547,0.0
2,0.5,1,2,5,CC(=NN)C(C)=NN=C(C)C(C)=NN,0.3578,0.2649
2,0.5,1,3,5,NCC12CCC(CNC(=O)N3CCN(C(=O)OC4CCCC(OC(=O)N5CCN(C(=O)NCC67CCC(CN)(CC6)CC7)CC5)CCC4)CC3)(CC1)CC2,0.3941,0.427
2,0.5,1,4,5,O=c1sc2c(s1)SSSSS2,0.365,3.006e-05
2,0.5,1,5,5,CCOCCOCCOCCOc1c(Br)c(Br)c(OCCOCCOCCOCC)c(Br)c1Br,0.3939,0.1911
2,0.5,2,1,5,FS(F)(F)(F)(F)F,0.3237,0.0
2,0.5,2,2,5,CNP1(NC)=NP(NC)(NC)=NP(NC)(N2CC2)=N1,0.4014,0.1819
2,0.5,2,3,5,NC(CCCC(=O)NC(CSSCC(NC(=O)CCCC(N)C(=O)O)C(=O)NC(CC(=O)O)C(=O)O)C(=O)NC(CC(=O)O)C(=O)O)C(=O)O,0.4318,0.4658
2,0.5,2,4,5,NNc1nnc(-c2nnc(NN)o2)o1,0.4179,0.2097
2,0.5,2,5,5,CC(N)C12CC3CC(C1)CC(C(C)N)(C3)C2,0.3967,0.03166
2,0.5,3,1,5,[O-][Cl+]O,0.3209,0.0
2,0.5,3,2,5,OCC1OC(OC2C(CO)OC(SCc3cn(C4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)nn3)C(O)C2O)C(O)C(O)C1O,0.3872,0.4162
2,0.5,3,3,5,O=C(NCCCCCc1nn[nH]n1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.4224,0.2662
2,0.5,3,4,5,CCC(=O)OC(C(C)=CC(C)c1oc(CC)c(C)c(=O)c1C)C(C)C(OC(=O)CC(C)C)C(C)c1oc(C(C)C(CC)OC(C)=O)c(C)c(=O)c1C,0.4852,0.01303
