Trial,Eta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f
1,0.5,0,1,5,COC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.3467,0.0
1,0.5,0,2,5,CSC(C#N)=C(C#N)SC,0.3517,0.008533
1,0.5,0,3,5,OCC1OC(OC2C(CO)OC(SCc3cn(C4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)nn3)C(O)C2O)C(O)C(O)C1O,0.3602,0.4162
1,0.5,0,4,5,O=c1sc2c(s1)SSSSS2,0.3614,3.006e-05
1,0.5,0,5,5,[O-][Cl+]O,0.3259,0.0
1,0.5,1,1,5,CCCCCCCCCCCCCCCCCCS(=O)(=O)NCCCNCCCNCCCCCCNCCCNCCCNS(=O)(=O)CCCCCCCCCCCCCCCCCC,0.3478,7.497e-07
1,0.5,1,2,5,c1ncn(C23C4C5C6C4C2C6C53)n1,0.3643,0.0008991
1,0.5,1,3,5,C#CCOc1nc(OCC#C)nc(OCC#C)n1,0.3832,0.1006
1,0.5,1,4,5,CC(C)CC(N)C(C)S,0.361,0.0002367
1,0.5,1,5,5,O=S1(=O)OCCOS(=O)(=O)C1(F)Br,0.3564,0.2077
1,0.5,2,1,5,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.3152,0.0
1,0.5,2,2,5,CN1C=C(Br)N(O)N1,0.3686,0.002487
1,0.5,2,3,5,[N-]=[N+]=NCC1OC(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,0.4047,0.2422
1,0.5,2,4,5,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,0.3621,8.488e-14
1,0.5,2,5,5,NNc1nnc(-c2nnc(NN)o2)o1,0.3795,0.2097
1,0.5,3,1,5,C=C=C,0.3128,0.0
1,0.5,3,2,5,O=CC=O,0.3573,0.0007694
1,0.5,3,3,5,c1c2n[nH]c1CNCCN1CCNCc3cc(n[nH]3)CNCCN(CCNC2)CCNCc2cc([nH]n2)CNCC1,0.4043,0.5255
1,0.5,3,4,5,CC1(C)CC2(CC(C)(C)c3c(Br)c(O)c(O)c(Br)c32)c2c(Br)c(O)c(O)c(Br)c21,0.4268,0.0658
1,0.5,3,5,5,O=[N+]([O-])OCC(CO)(CO)CO[N+](=O)[O-],0.3984,0.3014
1,0.5,4,1,5,S=C(S)[N-]C[N-]C(=S)S,0.3395,0.000235
1,0.5,4,2,5,O=C(CC12CC3CC(CC(C3)C1)C2)N1CCOCCOCCN(C(=O)CC23CC4CC(CC(C4)C2)C3)CCOCCOCC1,0.4247,0.2844
1,0.5,4,3,5,c1cocn1,0.3727,0.0002193
1,0.5,4,4,5,O=c1[nH]c(=O)c2[nH]c(=O)n(CC(O)C(O)C(O)CO)c2[nH]1,0.4576,0.411
1,0.5,4,5,5,Cc1nc(C)c(COC(=O)c2cc(OCc3nc(C)c(C)nc3C)c(OCc3nc(C)c(C)nc3C)c(OCc3nc(C)c(C)nc3C)c2)nc1C,0.4467,0.1307
1,0.5,5,1,5,ClC(Br)Br,0.3192,0.0
1,0.5,5,2,5,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,0.3774,8.467e-06
1,0.5,5,3,5,Fc1cc(F)c(F)c(S)c1F,0.4214,3.716e-07
1,0.5,5,4,5,NS(=O)(=O)c1ccc(NC(=S)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)cc1,0.4905,0.4714
1,0.5,5,5,5,CC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1,0.4397,0.2027
1,0.5,6,1,5,S=C1NCCN1,0.3504,0.0001245
1,0.5,6,2,5,Nc1ncnc2c1ncn2CCOCP(=O)(O)OCCOCCOCCOCCOCCOCCO,0.4326,0.4773
1,0.5,6,3,5,CC=CC1=C(CO)C(O)C2OC2C1O,0.4377,0.2812
1,0.5,6,4,5,C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCNC(=NC)NC)n(C)c4)n(C)c3)n(C)c2)n(C)c1,0.5168,0.4775
1,0.5,6,5,5,O=C(SCC(CN1CCCCC1)SSC(CSC(=O)N1CCCC1)CN1CCCCC1)N1CCCC1,0.4593,0.01143
1,0.5,7,1,5,CNP1(NC)=NP(NC)(NC)=NP(NC)(N2CC2)=N1,0.3816,0.1819
1,0.5,7,2,5,N#CCN(CC#N)C1CC=CCC1N(CC#N)CC#N,0.3784,0.4277
1,0.5,7,3,5,O=P(O)(O)C(O)(C[n+]1cccc(O)c1)P(=O)(O)O,0.489,0.4448
1,0.5,7,4,5,COC(=O)C1=C(C(=O)OC)C2(C(=O)OC)OC1(OC)C(C1(C(=O)OC)C(C(=O)OC)=C1C(=O)OC)=C2C(=O)OC,0.4977,0.2787
1,0.5,7,5,5,Oc1cc(O)cc(C2c3cc(C4Oc5cc(C=Cc6ccc(O)cc6O)cc(O)c5C4c4cc(O)cc(O)c4)c(O)cc3OC2c2ccc(O)cc2O)c1,0.5167,0.07092
1,0.5,8,1,5,C1=CSSC=CSS1,0.3677,3.435e-07
1,0.5,8,2,5,CCCC[n+]1cc([NH-])on1,0.4253,0.03163
1,0.5,8,3,5,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(N)cc(N)[n+]3N)CSC12)c1cnc(N)s1)C(=O)O,0.5576,0.4862
1,0.5,8,4,5,O=C(O)COCC(O)C(O)C=CC=CC#CC=CC(O)COc1ccc(F)cc1,0.5621,0.5857
1,0.5,8,5,5,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)CP(=O)(O)OP(=O)(O)CP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)CC2O)O1,0.5878,0.4969
1,0.5,9,1,5,NC(CCSCCSCCC(N)=NO)=NO,0.4269,0.4221
1,0.5,9,2,5,CC(C)(C)[Si](C)(C)OC12C#CC=CC#CC(O)C(=CCC1)C2=O,0.4713,0.01956
1,0.5,9,3,5,CC#CCn1nnc2cc3c(=O)n(C(C)Cn4ncnn4)nnc3cc2c1=O,0.5483,0.4386
1,0.5,9,4,5,N=C(N)NCCCC1NC(=O)C(CO)NC(=O)C[S+]([O-])CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,0.5694,0.4789
1,0.5,9,5,5,OCCN(CCO)c1nc(NCc2ccc3c(c2)OCO3)c2nc(N(CCO)CCO)nc(NCc3ccc4c(c3)OCO4)c2n1,0.5582,0.5359
1,0.5,10,1,5,NCC#CCN,0.4012,0.01256
1,0.5,10,2,5,N=C(N)Nc1nc(CSCCNC2=NS(=O)(=O)c3cscc32)cs1,0.5624,0.437
1,0.5,10,3,5,CC1CN1CC(O)CC1CC1COC(COC(CO)CO)COC(CO)CO,0.5294,0.471
1,0.5,10,4,5,CCN=C(O)n1cc(Nc2cc(-n3ncc4cc(C#N)cnc43)ncc2C(O)=NCC(F)C(C)(C)O)cn1,0.612,0.5299
1,0.5,10,5,5,O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0.6436,0.3872
1,0.5,11,1,5,O=NN1CC=CC1,0.414,0.001052
