Trial,Eta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f
2,0.25,0,1,5,NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O,0.3566,0.04018
2,0.25,0,2,5,NC(CCl)P(=O)(O)O,0.3671,0.2198
2,0.25,0,3,5,S=C(S)NCNC(=S)S,0.3661,9.735e-05
2,0.25,0,4,5,N=C1C(=O)NC(=O)NC1=O,0.3813,0.2329
2,0.25,0,5,5,C1=CSSC=CSS1,0.355,3.435e-07
2,0.25,1,1,5,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3443,0.02078
2,0.25,1,2,5,CC[N+](=O)[O-],0.3839,0.005697
2,0.25,1,3,5,N#Cc1nc(Cl)c(Cl)c(NN)c1Cl,0.4059,0.1302
2,0.25,1,4,5,O=C(O)C=CC=CC(=O)O,0.4022,0.2899
2,0.25,1,5,5,CN1C=C(Br)N(O)N1,0.385,0.002487
2,0.25,2,1,5,C=CCSSCC=C,0.3394,2.996e-07
2,0.25,2,2,5,CCC(=O)OC(C(C)=CC(C)c1oc(CC)c(C)c(=O)c1C)C(C)C(OC(=O)CC(C)C)C(C)c1oc(C(C)C(CC)OC(C)=O)c(C)c(=O)c1C,0.3906,0.01303
2,0.25,2,3,5,NC(=O)c1nnc(N)nc1N,0.4107,0.2313
2,0.25,2,4,5,CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,0.398,0.3971
2,0.25,2,5,5,O=c1cc(O)c2c3c(O)cc(O)c4c(=O)cc(O)c(c5c(O)cc(O)c1c52)c43,0.4166,0.4622
2,0.25,3,1,5,O=S1(=O)OCCOS(=O)(=O)C1(F)Br,0.3528,0.2077
2,0.25,3,2,5,CC(O)(C(O)CO[PH](O)(O)O)C(O)C(O)C(=O)O,0.4301,0.4018
2,0.25,3,3,5,O=C(NCCCO)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-],0.4836,0.553
2,0.25,3,4,5,Oc1nc2c(F)c(F)c(F)c(F)c2nc1O,0.433,0.1096
2,0.25,3,5,5,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)O)OC2n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,0.4352,0.4525
2,0.25,4,1,5,OCCOCCOCCOCCOCCO,0.39,0.3096
2,0.25,4,2,5,O=C(O)c1cc(OS(=O)(=O)O)c(OS(=O)(=O)O)c(OS(=O)(=O)O)c1,0.5163,0.4016
