Trial,Eta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f
3,0.5,0,1,5,[O-][Cl+]O,0.3309,0.0
3,0.5,0,2,5,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3408,0.02078
3,0.5,0,3,5,S=C(S)NCNC(=S)S,0.3515,9.735e-05
3,0.5,0,4,5,NC(CO)C(O)CC(O)C(N)CO,0.3674,0.3715
3,0.5,0,5,5,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.3215,0.0
3,0.5,1,1,5,C=C=C,0.3194,0.0
3,0.5,1,2,5,NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O,0.3811,0.04018
3,0.5,1,3,5,OCC1OC(OC2C(CO)OC(SCc3cn(C4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)nn3)C(O)C2O)C(O)C(O)C1O,0.3752,0.4162
3,0.5,1,4,5,CN(C)C(=NO)C(=NO)N(C)C,0.3701,0.1536
3,0.5,1,5,5,Nc1nc(-c2nonc2N)no1,0.3769,0.1934
3,0.5,2,1,5,ClC(Br)Br,0.3218,0.0
3,0.5,2,2,5,O=COCCOC=O,0.3665,0.02124
3,0.5,2,3,5,CC12CC(C)(OO1)OO2,0.3448,0.001573
3,0.5,2,4,5,C=C(C=CCC=CCC=CCC=CCC=CCC=CCC)CCC(=O)O,0.3932,0.001269
3,0.5,2,5,5,OC1C=CSC1O,0.3807,0.004643
3,0.5,3,1,5,O=[N+]([O-])N=C1NCCN1,0.334,0.1954
3,0.5,3,2,5,C[N+]1(CCCC[N+]2(C)CCCCCCC2)CCCCCCC1,0.3604,4.838e-07
3,0.5,3,3,5,C#CCOc1nc(OCC#C)nc(OCC#C)n1,0.408,0.1006
3,0.5,3,4,5,N=C(NN=Cc1c(F)c(F)c(F)c(F)c1F)NN=Cc1c(F)c(F)c(F)c(F)c1F,0.3838,0.1967
3,0.5,3,5,5,[N-]=[N+]=NCC1OC(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,0.3897,0.2422
3,0.5,4,1,5,O=c1sc2c(s1)SSSSS2,0.353,3.006e-05
3,0.5,4,2,5,CCSC(=N)N,0.3701,0.009468
3,0.5,4,3,5,c1cocn1,0.3538,0.0002193
3,0.5,4,4,5,O=C1OC2(c3cc(I)c(O)c(I)c3Oc3c2cc(I)c(O)c3I)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0.417,0.007399
3,0.5,4,5,5,COC1C(C)C(C(C)C2OC3(CCC(C)(C4CCC(C)(C5OC(C6OC(C)(O)C(C)CC6C)CC5C)O4)O3)CC(O)C2C)OC(O)(C(C)C(=O)O)C1C,0.4173,0.336
3,0.5,5,1,5,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,0.3396,0.001055
