Trial,Eta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f
3,0.05,0,1,5,NCCCCC(NC(=O)CN(c1nc(Cl)nc2[nH]cnc12)C1CC1)C(=O)O,0.481,0.5337
3,0.05,0,2,5,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)SCC(=O)NC(P(=O)(O)O)P(=O)(O)O)cn(C3CC3)c12,0.4656,0.5487
3,0.05,0,3,5,COc1ccc2[nH]cc(CCCCCCCCCCCCCCCCCCO)c2c1,0.4399,0.001631
3,0.05,0,4,5,NS(=O)(=O)c1ccc(NC(=S)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)cc1,0.4506,0.4714
3,0.05,0,5,5,CNc1nc(SC)nc2ncccc12,0.4478,0.02854
3,0.05,1,1,5,CCN(CC(=O)NC(CC(=O)O)C(=O)NC(CCCC1CCCCC1)C(=O)O)C(=O)CCCC1CCNCC1,0.568,0.5487
3,0.05,1,2,5,COc1nc(NC(Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(N2CCOCC2)n1,0.5903,0.5928
3,0.05,1,3,5,NCC(=O)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.599,0.5793
3,0.05,1,4,5,NC(Cc1c[nH]cn1)C(=O)NC(CO)C(=O)O,0.5566,0.4197
3,0.05,1,5,5,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)CN(CC(=O)O)CC(=O)O)cc1Cl,0.5394,0.4667
3,0.05,2,1,5,Nc1nc(O)c2c(n1)NCC(CCNC1CCC(C(=O)NC(CCC(=O)O)C(=O)O)CC1)=N2,0.6415,0.5556
3,0.05,2,2,5,O=C(COC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl)NC1CCCCC1,0.6286,0.6022
3,0.05,2,3,5,COC(=O)C=CC(=O)NCC(NC(=O)CN)C(=O)O,0.6206,0.4454
3,0.05,2,4,5,O=C(Nc1ccc(CC(NC(=O)C2C3CCC(CC3)N2S(=O)(=O)c2cccs2)C(=O)O)cc1)c1c(Cl)cccc1Cl,0.6669,0.5424
3,0.05,2,5,5,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCCC(C(N)=O)C3)nc21,0.6441,0.5736
3,0.05,3,1,5,O=C(O)CCC(=O)Nc1sc2c(c1C(=O)NC1CCCC1)CCCC2,0.6804,0.5007
3,0.05,3,2,5,O=C(O)CCC(NC(=O)c1ccc(S(=O)(=O)N2CCCC2C(=O)O)cc1)C(=O)O,0.7233,0.5748
3,0.05,3,3,5,CCOC(=O)c1ccc(NC(=O)C2CCC(CNc3c(N4CCOCC4)c(=O)c3=O)CC2)cc1,0.7044,0.6083
3,0.05,3,4,5,Cc1c(CCC(=O)NC(CCCNC(N)=O)C(=O)O)c(=O)oc2cc3oc4c(c3cc12)CCCC4,0.6839,0.5773
3,0.05,3,5,5,NCCCCC(NS(=O)(=O)NC(CC1CCCCC1)C(=O)NC1CCCCC1)C(=O)O,0.7099,0.49
3,0.05,4,1,5,O=C(O)CCCC(=O)Nc1ccc(C(=O)N2CCCCC2)c(Cl)c1,0.7332,0.6051
3,0.05,4,2,5,CS(=O)(=O)NC(CNC(=O)c1cc2cc(CCC3CCNCC3)sc2s1)C(=O)O,0.7127,0.5559
3,0.05,4,3,5,CCCC(NC(=O)C1CC(S(=O)(=O)c2ccc(N3CCOCC3)cc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,0.7227,0.6023
3,0.05,4,4,5,Nc1nc(N)c2c(n1)NC(=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)C2,0.7521,0.5393
3,0.05,4,5,5,CC(=O)OCOC(=O)Cn1cnc2c(N3CCOCC3)nc(NC(=O)C3CCCCC3)nc21,0.7249,0.5072
3,0.05,5,1,5,CN(CC(=O)O)C(=O)CCC(NC(=O)c1cc(Cl)cc(Cl)c1)C(=O)N1CCC2(CCCC2)CC1,0.7386,0.621
3,0.05,5,2,5,CCOCCCNC(=O)C1CCN(S(=O)(=O)c2ccc3nc4c(c(C(=O)O)c3c2)CCCCC4)CC1,0.7537,0.6275
3,0.05,5,3,5,Cc1ccc(NC(=O)c2cc(NC(=O)C3CC=CCC3C(=O)O)ccc2N2CCOCC2)cc1Cl,0.7541,0.6532
3,0.05,5,4,5,NCC(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)O,0.7755,0.5422
3,0.05,5,5,5,CCCCCC(=O)NC(CNC(=O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2)C(=O)O,0.7722,0.634
3,0.05,6,1,5,O=C(Oc1ccc(CC(NC(=O)C2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)C1CCCC1,0.8105,0.6458
3,0.05,6,2,5,CCC(NC(=O)c1ccc(C(=N)N2CCOCC2)cc1F)C(C)(C)C(=O)N1CCC(CC(=O)O)CC1,0.7714,0.6611
3,0.05,6,3,5,NC(CCC(=O)NC(CSCC1=CCCCC1=O)C(=O)NCC(=O)O)C(=O)O,0.7393,0.5339
3,0.05,6,4,5,CCOC(=O)C1CCN(S(=O)(=O)c2cc(C(=O)Nc3sc4c(c3C#N)CCCC4)c(Cl)cc2Cl)CC1,0.7625,0.4488
3,0.05,6,5,5,C#Cc1cncc(C(CC(=O)O)NC(=O)C2CCCN(C(=O)CCC3CCNCC3)C2)c1,0.7668,0.6148
3,0.05,7,1,5,CSCCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)N1CCC(C(=O)NC(C)C(=O)O)CC1,0.7981,0.6184
3,0.05,7,2,5,O=C(O)CC(NC(=O)CCC1CCCCC1)c1cc([N+](=O)[O-])ccc1Cl,0.7969,0.6327
3,0.05,7,3,5,O=C(Cc1cccnc1)NC(CNC(=O)C1CCCn2c(C=CC3CCNCC3)nnc21)C(=O)O,0.7761,0.5859
