Trial,Eta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f
1,0.25,4,3,5,COC(=O)c1c(I)c(OC)c2c(c1-c1c3c(c(OC)c(I)c1C(=O)OC)OCO3)OCO2,0.5004,0.3768
1,0.25,4,4,5,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(N)cc(N)[n+]3N)CSC12)c1cnc(N)s1)C(=O)O,0.5265,0.4862
1,0.25,4,5,5,CC(Cc1ccc(OCc2cn(CCO)nn2)c(OCc2cn(CCO)nn2)c1)C(C)Cc1ccc(OCc2cn(CCO)nn2)c(OCc2cn(CCO)nn2)c1,0.4848,0.6054
1,0.25,5,1,5,CCOCCOCCOCCOc1c(Br)c(Br)c(OCCOCCOCCOCC)c(Br)c1Br,0.4494,0.1911
1,0.25,5,2,5,CC(C)C1NC(=O)c2coc(n2)-c2coc(n2)-c2coc(n2)C(CCCN)NC(=O)c2coc(n2)-c2coc(n2)-c2coc1n2,0.5207,0.4878
1,0.25,5,3,5,O=C(NC(CO)C(=O)O)c1nc(NCC(O)CO)c(C(=O)NC(CO)C(=O)O)nc1NCC(O)CO,0.5829,0.4725
1,0.25,5,4,5,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1ccc(C(C)(C)C)c(OCC2OC(=O)C(O)C2O)c1C(C)(C)C,0.5473,0.02589
1,0.25,5,5,5,Cc1cn(C2CC(N=[N+]=[N-])C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,0.5292,0.3777
1,0.25,6,1,5,NC(C(=O)Nc1nnc(CCSCCc2nnc(NC(=O)C(N)C3CCCC3)s2)s1)C1CCCC1,0.4982,0.4648
1,0.25,6,2,5,OCCN(CCO)c1nc(NCc2ccc3c(c2)OCO3)c2nc(N(CCO)CCO)nc(NCc3ccc4c(c3)OCO4)c2n1,0.5827,0.5359
1,0.25,6,3,5,CC(C)C(O)(C(=O)OCN1C(=O)C2C3C=CC(C2C1=O)C1C2C(=O)N(COC(=O)C(O)(C(C)C)C(C)O)C(=O)C2C31)C(C)O,0.5837,0.4804
1,0.25,6,4,5,CN(CCCC(O)(P(=O)(O)O)P(=O)(O)O)Cc1no[n+]([O-])c1C(N)=O,0.5603,0.4714
1,0.25,6,5,5,COCCOc1cc2ncnc(NC3=CC(=O)C(OC(CF)CF)=C(Cl)C3=O)c2cc1OC,0.5911,0.5257
1,0.25,7,1,5,N=C(N)NCCCC1NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCNC(=N)N)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,0.5729,0.4495
1,0.25,7,2,5,CCCSc1nc(NC2CC2c2scnc2C)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,0.5966,0.4888
1,0.25,7,3,5,CCCc1cc(O)c2c(c1)C(C1c3cc(O)cc(O)c3C(=O)c3c(O)cc(C(O)CC)cc31)c1cc(O)cc(O)c1C2=O,0.6071,0.4156
1,0.25,7,4,5,COC(=O)C(NC(=O)C(C)NC(=O)c1ncn2c(=O)n(CCCl)nnc12)C(C)C,0.6303,0.4233
1,0.25,7,5,5,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(F)c(C(F)(F)P(=O)(O)O)cc3n2)cc1,0.6269,0.4951
1,0.25,8,1,5,O=[N+]([O-])C1=C(O)CCCC1=NCCCCCCN=C1CCCC(O)=C1[N+](=O)[O-],0.518,0.5358
1,0.25,8,2,5,CC(=O)NC1C(O)CC(Oc2ccc(-n3cc(CSc4nnc(C(C)(C)C)[nH]4)nn3)cc2C(F)F)(C(=O)O)OC1C(O)C(O)CO,0.692,0.5358
1,0.25,8,3,5,Cn1cc(NC(=O)c2cc(NC(=O)CC(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cn2C)cc1C(=O)NCCC(=N)N,0.5993,0.5134
1,0.25,8,4,5,CC(C)CCNc1nc(Cl)c2c(c1O)C(=O)C1=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3CC1C2,0.6734,0.5
1,0.25,8,5,5,Nc1nc(N)c2nnn(CC(CO)OCP(=O)(O)O)c2n1,0.628,0.3848
1,0.25,9,1,5,CN1CCN(CCNc2cc3c(=O)n(CCCN4CCOCC4)c(=O)c4c(NCCN5CCN(C)CC5)cc5c(=O)n(CCCN6CCOCC6)c(=O)c2c5c34)CC1,0.5792,0.5231
1,0.25,9,2,5,O=C(C1CSC(c2ncccc2O)=N1)N(O)CCOCCOCCN(O)C(=O)C1CSC(c2ncccc2O)=N1,0.6513,0.6091
1,0.25,9,3,5,NC(=O)CCC(NC(=O)c1nn(C2OC(CO)C(O)C2O)c2nc(N)[nH]c(=O)c12)C(N)=O,0.7073,0.4366
1,0.25,9,4,5,Cc1cc(O)cc(C)c1CC(N)C(=O)NCc1nc(O)c(CNC(=O)C(N)Cc2c(C)cc(O)cc2C)nc1C,0.7085,0.5276
1,0.25,9,5,5,COc1ccc(-c2ccc(CN3C(CC(C)C)C(=O)N(Cc4cn(CC5CCCCC5)nn4)CCS3(=O)=O)cc2)cn1,0.6643,0.6096
1,0.25,10,1,5,O=C1C=CC2(C=C1Br)CC(C(=O)NCCSSCCNC(=O)C1=NOC3(C=CC(=O)C(Br)=C3)C1)=NO2,0.6381,0.5455
1,0.25,10,2,5,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)Cn3cc(CC(C)O)nn3)CC2)nc(N2CCN(C(=O)C(C(C)CC)n3cc(CCCN=C(N)N)nn3)CC2)n1,0.6763,0.5115
1,0.25,10,3,5,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(CO)=NNC(=O)CCCCCN1C(=O)CC(S)C1=O)CC3OC1CC(N)C(O)C(C)O1,0.7333,0.569
1,0.25,10,4,5,COc1ccc2nccc(C(O)CCC3CCN(CCSc4sccc4P(=O)(O)O)CC3C(=O)O)c2c1,0.724,0.7058
1,0.25,10,5,5,CN(C)c1ncnc2c1ncn2CC1OC(COC(=O)NC(CCCNC(=N)N)C(=O)O)CS1,0.6969,0.5133
1,0.25,11,1,5,CCNC1CN(CCCO[N+](=O)[O-])S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.6225,0.4762
1,0.25,11,2,5,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3ccc(NCCCCCNC(=O)C(N)CCC(N)=O)nc3)cc12,0.7678,0.594
1,0.25,11,3,5,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)SCC(=O)NC(P(=O)(O)O)P(=O)(O)O)cn(C3CC3)c12,0.7143,0.5487
1,0.25,11,4,5,CNC(=O)C12CC1C(n1cnc3c(NCc4cccc(Cl)c4)nc(C#CCCCCc4cn(Cc5ccc(-n6sccc6=O)cc5)nn4)nc31)C(O)C2O,0.735,0.6142
1,0.25,11,5,5,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ccccn2)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,0.7122,0.07045
1,0.25,12,1,5,COC12C(COC(N)=O)C3=C(C(=O)C(CSCCO)=C(N)C3=O)N1CC1NC12,0.7015,0.4882
1,0.25,12,2,5,Cc1cnc(NCCc2ccc3c(c2)CCC3)c(=O)n1CC(=O)NCCONC(=N)N,0.7564,0.5428
1,0.25,12,3,5,CCCC1CC(C(=O)NC(C(C)SCCOCCSCC(=O)NC(CO)C(O)c2ccc([N+](=O)[O-])cc2)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.725,0.5666
1,0.25,12,4,5,CC(O)C1C(=O)N2C(C(=O)O)=C(SCCc3cn(CCCCC(=O)O)nn3)C(C)C12,0.771,0.5271
1,0.25,12,5,5,COc1ccc2nc3cc(Cl)ccc3c(NCCCCN=C(N)NCCCNc3nc(N)c4[nH]cnc4n3)c2c1,0.7244,0.5866
1,0.25,13,1,5,COCCCn1c(SCC(=O)Nc2oc(C)c3c(C)nnc(O)c23)nc2sc3c(c2c1=O)CCC3,0.7311,0.4485
1,0.25,13,2,5,COc1ccc2cc(C(=O)NCCC(CCO)CC(O)Cn3ccnc3[N+](=O)[O-])c(=O)oc2c1,0.7914,0.6572
1,0.25,13,3,5,NC(N)=NCCCC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC1CSSCC(C(=O)O)NC(=O)C2CCCN2C(=O)C(CCC(=O)O)NC1=O,0.772,0.5412
1,0.25,13,4,5,O=c1c(F)cn(C2CC(O)C(CO)O2)c(=O)n1CCCn1c(=O)c(F)cn(C2CC(O)C(CO)O2)c1=O,0.725,0.5206
1,0.25,13,5,5,C=CC1CN2CCC1CC2C(OC(=O)CCc1cn(CCC(=O)OC(c2ccnc3ccc(OC)cc23)C2CC3CCN2CC3C=C)nn1)c1ccnc2ccc(OC)cc12,0.7503,0.1305
1,0.25,14,1,5,CCCCN1C(=O)CSC1=NN=C1C(=O)Nc2ccc([N+](=O)[O-])cc21,0.6933,0.5593
1,0.25,14,2,5,CC(C)(N)C(=O)NC(COCc1cc(Cl)cc(Cl)c1)c1nnnn1CCOC(=O)NCCCCO,0.7517,0.5339
1,0.25,14,3,5,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCP(=O)(O)OC(CCC(=O)O)C(=O)O)C(=O)O)cc1,0.8004,0.5968
1,0.25,14,4,5,COc1cc(C2c3cc4c(cc3C(NC(CCSC)C(=O)OCCCn3cc(F)c(=O)[nH]c3=O)C3COC(=O)C23)OCO4)cc(OC)c1O,0.761,0.58
1,0.25,14,5,5,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCC(O)CO)ccc(NCCNCC(O)CO)c21,0.7481,0.6169
1,0.25,15,1,5,CCCN(CCCc1ccc(F)cc1)CC1OC(=O)N(C)CC1NC(=O)Nc1nc(C)cs1,0.7589,0.6019
1,0.25,15,2,5,CCOC(=O)NC(=O)c1cn(CCN2CCN(c3ncnc4[nH]cnc34)CC2)c(=O)[nH]c1=O,0.7403,0.5496
1,0.25,15,3,5,O=C(NCCSSCCNC(=O)C(Cc1ccc(OS(=O)(=O)O)c(Br)c1)=NO)C(Cc1ccc(OS(=O)(=O)O)c(Br)c1)=NO,0.7688,0.5714
1,0.25,15,4,5,CCCCCON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)OCC12)c1nsc(N)n1,0.789,0.48
1,0.25,15,5,5,NCCNCCCn1c(=O)c2cc([N+](=O)[O-])ccc2c2cnc3cc4c(cc3c21)OCO4,0.768,0.6222
1,0.25,16,1,5,O=C(CCCN1C(=O)C2CC=CCC2C1=O)NCc1nc(-c2ccc(Cl)cc2)no1,0.7799,0.6103
1,0.25,16,2,5,CCOC(=O)c1cnc(NCCCNc2ncc(C(=O)OCC)c(O)n2)nc1O,0.7811,0.4886
1,0.25,16,3,5,COc1cc(CN(CC2CCC(C(=O)O)CC2)C(C)c2ccc3c(c2)CCO3)ccc1OCCN1C(=O)CSC1=O,0.8062,0.5372
1,0.25,16,4,5,CC1CC(C(=O)NC(CO)CCCNC(=N)N)N(C(=O)C(CCc2ccc(O)cc2)NC(=O)C(O)Cc2ccc(O)cc2)C1,0.8155,0.6563
1,0.25,16,5,5,CCCCn1c(N)c(N(CCOC)C(=O)c2ccc(NC3CC3)c([N+](=O)[O-])c2)c(=O)[nH]c1=O,0.8262,0.5711
1,0.25,17,1,5,CCC(O)(Cn1nncc1CCCCn1ccc(=O)[nH]c1=O)c1cccc(OCC2CC2)c1,0.7664,0.6573
1,0.25,17,2,5,CC(C)c1cc(C(=O)N2CCc3onc(C(=O)NCCCCCCC(=O)NO)c3C2)c(O)cc1O,0.8025,0.5949
1,0.25,17,3,5,CCC(CO)Nc1nc(NCc2ccc(OCCCO[N+](=O)[O-])cc2)c2ncn(C(C)C)c2n1,0.8253,0.556
1,0.25,17,4,5,COCCn1cc(-c2ccc3nc(C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O)sc3c2)c(C(F)(F)F)n1,0.7763,0.5098
1,0.25,17,5,5,Cc1cc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)CSc4cc(Cl)ccc4Cl)C3SC2)cc(CCC(=O)O)[n+]1CC(O)C(O)C(O)C(O)O,0.7904,0.5746
1,0.25,18,1,5,CCCCCCNC1CC(=O)OC1C(O)C(=O)NC(CC(C)C)C1Cc2cccc(O)c2C(=O)O1,0.8066,0.595
1,0.25,18,2,5,CCc1ccc2c(c1)C(=O)N(C)Cc1c(C(=O)OCCCOC(=O)c3ncn4c3CN(C)C(=O)c3cc(CC)ccc3-4)ncn1-2,0.7922,0.5965
1,0.25,18,3,5,COc1ccc2ncc(Cl)c(CCN3CC(O)C(CNCc4ccc5c(n4)NC(=O)CS5)C3)c2n1,0.7788,0.6376
1,0.25,18,4,5,O=C(O)CC(O)(CC(O)CCCCCn1ccc2cc(Cl)ccc21)C(=O)O,0.7903,0.6809
1,0.25,18,5,5,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)NCCc2cc3c(cc2[N+](=O)[O-])OCO3)CC1,0.7825,0.6045
1,0.25,19,1,5,C[N+]1(CCC(=O)Nc2ccc3c(c2)C(=O)c2ccc(NC(=O)CC[N+]4(C)CCCCC4CO)cc2C3=O)CCCCC1CO,0.7874,0.6361
1,0.25,19,2,5,CCN(Cc1ccc(Cl)nc1)C1=C([N+](=O)[O-])CN(CCCC(=O)OCCCO)CN1C,0.8054,0.5708
1,0.25,19,3,5,COC1C(O)C(n2ccc(=O)[nH]c2=O)OC1C(OC1OC(C(=O)NCCc2ccc(O)cc2)=CC(O)C1O)C(N)=O,0.8263,0.5164
1,0.25,19,4,5,CCn1c(CCC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c(C)c1C(=O)NCc1cnc(C)cn1,0.8494,0.6332
1,0.25,19,5,5,N=C(CCCSC1CC(=O)N(CCCCC(NC(=O)CNC(=O)c2cccc(I)c2)C(=O)O)C1=O)NC(=O)C(N)CCCCN,0.7906,0.5655
1,0.25,20,1,5,CCCc1c(OCCCCCCc2ccc(OCCCC(=O)O)cc2CCC(=O)O)ccc2c1OCCC2=O,0.8247,0.3109
1,0.25,20,2,5,COc1cccc(CNCC(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(C)N2CCC(CC3CC3)(NC(C)=O)C2=O)c1,0.8225,0.6191
1,0.25,20,3,5,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCCCCc2ccc(S(=O)(=O)F)cc2)c1=O,0.843,0.5313
1,0.25,20,4,5,CCn1cc(C(=O)NC(CCSC)C(=O)NCCCO)c(=O)c2cc3c(cc21)OCO3,0.8646,0.5813
1,0.25,20,5,5,O=CNc1cc(C(O)CNCCOCCOCCNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)ccc1O,0.7957,0.6206
1,0.25,21,1,5,CN1C(C(=O)NCCC(O)CO)C(c2cccc(Cl)c2)C2(C(=O)Nc3cc(Cl)c(F)cc32)C1CCCc1cccs1,0.8131,0.5977
1,0.25,21,2,5,CCCCCc1ccc(-c2cc3cn(C4CC(O)C(COC(=O)C(NC(=O)C5CCCN5C(=O)C(N)CC(N)=O)C(C)C)O4)c(=O)nc3o2)cc1,0.8554,0.6117
1,0.25,21,3,5,CCOC(=O)Cc1csc(NC(=O)CCN2C(=O)c3cccc([N+](=O)[O-])c3C2=O)n1,0.8259,0.5312
1,0.25,21,4,5,COc1ccc(Cl)cc1-c1c(SCC(O)CN2CCN(CCCO)CC2)c(O)nc2ccc(C(F)(F)F)cc12,0.8117,0.5868
1,0.25,21,5,5,O=C(O)CN1C(=O)C(NC(CCCCNCCO)C(=O)O)CCc2ccccc21,0.8242,0.6368
1,0.25,22,1,5,CC(=O)NCC1CN(c2ccc(N3CCN(CC(O)Cn4cnc([N+](=O)[O-])c4)CC3)c(F)c2)C(=O)O1,0.8075,0.6322
1,0.25,22,2,5,O=C(O)c1ccc(CCCN2C(=O)CCC2CCC(O)Cc2ccc(Cl)cc2)s1,0.8561,0.5376
1,0.25,22,3,5,COC1C=CC=C(C)C(=O)NC2=CC(=O)C(NCCCCCCNC(=O)c3ccncn3)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O)C2=O,0.7913,0.5992
1,0.25,22,4,5,CCCOCCn1c(=O)c(NCCCO)nc2ncc(-c3ccc(OC)nc3)cc21,0.8441,0.5988
1,0.25,22,5,5,O=C(Cn1cccc(O)c1=O)NCCN(CCNC(=O)Cn1cccc(O)c1=O)CCNC(=O)Cn1cccc(O)c1=O,0.7775,0.6217
1,0.25,23,1,5,CCCCC(C(=O)Nc1ccc2c(C)c(CC(=O)O)c(=O)oc2c1)n1cc(C(C)(NC(=O)c2ccsc2)C2CCC(C)CC2)nn1,0.8269,0.2753
1,0.25,23,2,5,CN(C)c1cccc2c(S(=O)(=O)NCCCCCCN3CC(O)C(O)C(CO)C3)cccc12,0.8084,0.6942
1,0.25,23,3,5,COC(=O)C(CCCNC(=N)N[N+](=O)[O-])NC(=O)c1cc(-c2nc3ccc([N+](=O)[O-])cc3[nH]2)ccc1O,0.8381,0.5837
1,0.25,23,4,5,Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(CC(O)CO)cnc21,0.7859,0.5172
1,0.25,23,5,5,O=C(CN1C(=O)C(CC(=O)Nc2nccs2)SC1c1ccc(Cl)cc1Cl)NCCCN1CCOCC1,0.8293,0.5854
1,0.25,24,1,5,CCC(=O)CCCCCC(NC(=O)C1CN(C)C1)c1ncc(-c2cnc3ccccc3n2)[nH]1,0.8192,0.6265
1,0.25,24,2,5,COc1ccc(CCN2C(=O)NC(=O)C(=CNCCCO)C2=O)cc1OC,0.8372,0.5404
1,0.25,24,3,5,CCC1CN(c2nc(N)c(C(=O)NCCNS(=O)(=O)C(F)(F)F)nc2Cl)CCN1C1CCN(Cc2ccc(Cl)cc2)CC1,0.8088,0.5919
1,0.25,24,4,5,NC(CO)C(=O)NCCNC(=O)c1ccc2c(c1)C(=O)c1cc(C(=O)NCCNC(=O)C(N)CO)ccc1C2=O,0.8432,0.5921
1,0.25,24,5,5,CC1C=CC(=O)C(O)C(O)CC=Cc2cc(NCCOP(=O)(O)O)cc(O)c2C(=O)OC1C,0.7745,0.621
1,0.25,25,1,5,CN1C2CCCC1CC(NC(=O)c1nn(CCCCNc3ccc([N+](=O)[O-])c4nonc34)c3ccccc13)C2,0.8071,0.6272
1,0.25,25,2,5,CCC(CC)COC(=O)C1(C(=O)O)Oc2ccc(CC(C)NCC(O)c3cccc(Cl)c3)cc2O1,0.8168,0.6153
1,0.25,25,3,5,CS(=O)(=O)OCCCCCCCn1ccc2c1C(=O)c1cnccc1C2=O,0.8131,0.6358
1,0.25,25,4,5,CCCC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCCCN1CCCNC1=O,0.8832,0.6101
1,0.25,25,5,5,COc1c(C)c2c(c(O)c1CCNS(=O)(=O)CS(=O)(=O)NCC1OC(n3cnc4c(N)nc(-c5ccccc5)nc43)C(O)C1O)C(=O)OC2,0.814,0.5333
1,0.25,26,1,5,CC(CCCCn1cnc2c1NC=NCC2O)(Cc1cccc(Br)c1)C(=O)O,0.797,0.6402
1,0.25,26,2,5,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)N2CCC(CNCC(O)COc3cccc4[nH]c(O)nc34)CC2)cc1,0.8577,0.7009
1,0.25,26,3,5,COc1ccc(OC)c(C(=O)NC(CC(N)=O)c2ccc(NCCN3CCCCC3)c([N+](=O)[O-])c2)c1,0.8659,0.6486
1,0.25,26,4,5,O=C1C(Cl)=C(NCCOCCO)C(=O)c2c(O)ccc(O)c21,0.8107,0.5634
1,0.25,26,5,5,CC(=O)NCCNC(=O)CCCc1nnc2n(CC(C)C)c(=O)c3sccc3n12,0.8025,0.5256
1,0.25,27,1,5,O=C(NCC(NS(=O)(=O)c1c(Cl)cccc1Cl)C(=O)O)C1=NOC(CCCCNc2ncc[nH]2)C1,0.8331,0.5407
1,0.25,27,2,5,COc1ccc(SCCCN2CCN(CCCn3cnc4c3c(=O)n(C)c(=O)n4C)CC2)cc1,0.8514,0.4983
1,0.25,27,3,5,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1cc(Br)ccc1OCC(F)(F)F,0.8278,0.6086
1,0.25,27,4,5,O=C(CCc1cccc([N+](=O)[O-])c1)NC(Cn1cncn1)CP(=O)(O)O,0.8067,0.5561
1,0.25,27,5,5,CC1(C)SC2C(NC(=O)C(NC(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CCO)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.8157,0.5868
1,0.25,28,1,5,CC(C)CNc1nc(C#CCCCCCC(=O)O)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12,0.8706,0.5713
1,0.25,28,2,5,CN(CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1)C(=O)CCC(=O)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,0.8182,0.589
1,0.25,28,3,5,COCCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)N2CCCCC2)c1=O,0.8747,0.6166
1,0.25,28,4,5,CCN(CCCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O)Cc1cccc(OC)c1,0.8863,0.6856
1,0.25,28,5,5,O=c1ccn(CC2OC(COP(=O)(O)CCNCCO)C(O)C2O)c(=O)[nH]1,0.7923,0.5189
1,0.25,29,1,5,COc1cc(-n2cc(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)nn2)ccc1F,0.8708,0.636
1,0.25,29,2,5,CCOCCN(CC(O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,0.8111,0.689
1,0.25,29,3,5,N=C(N)NCCCCN(CC(N)=O)C(=O)CC1C(=O)N(CCc2ccc(Cl)cc2Cl)CC(=O)N1CCc1ccc(Cl)cc1Cl,0.8326,0.5779
1,0.25,29,4,5,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)C1CN(CCO)C(=O)O1,0.8211,0.568
1,0.25,29,5,5,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O,0.8829,0.5548
1,0.25,30,1,5,CCCCCC1(CCCCC)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)=C(O)O1,0.8289,0.2515
1,0.25,30,2,5,NC(=O)n1cc(CC(=O)N2C(C(=O)NCc3cccc(Cl)c3F)CC3CC32)c2cc(OCCO)ccc21,0.8237,0.6157
1,0.25,30,3,5,O=C(O)CC(Cc1csc(CCCCNc2cc(N3CCCC3)ccn2)n1)c1ccc2c(c1)OCO2,0.8375,0.5267
1,0.25,30,4,5,Cc1ccc(-c2nn(CCCCOP(=O)(O)CP(=O)(O)O)c3ncnc(N)c23)cc1,0.8426,0.5885
1,0.25,30,5,5,O=C(NCC(O)CO)c1c([N+](=O)[O-])ccc(N(CCCl)CCCl)c1[N+](=O)[O-],0.7911,0.5506
1,0.25,31,1,5,COC(=O)NCCCC(O)(c1cccc(Cl)c1-c1cccc(C)c1)C1CCCN(C(=O)C2CC(N)C(O)C2)C1,0.8338,0.7365
1,0.25,31,2,5,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,0.8342,0.6078
1,0.25,31,3,5,CS(=O)(=O)Nc1cc(C(O)CNCCCCCCCCCN2CCC(OC(=O)Nc3ccccc3-c3cc(O)cc(F)c3)CC2)ccc1O,0.8661,0.2824
1,0.25,31,4,5,COc1cccc(C2OC(CC(=O)NC(CC(C)C)C(=O)O)C(=O)N(CC(C)(C)CO)c3ccc(Cl)cc32)c1OC,0.8593,0.6143
1,0.25,31,5,5,O=NN(CCCl)C(=O)NCCOC(CCNC(=O)c1ccccc1C(=O)O)n1cc(F)c(=O)[nH]c1=O,0.8337,0.5785
1,0.25,32,1,5,CCc1nc2ccc(C(=O)NCCCN3CCCC3=O)cn2c1N(CC)Cc1cccc(Br)c1,0.8702,0.3168
1,0.25,32,2,5,CC(C)(c1ncc(-c2ccc(F)cc2)o1)N1CCN(CC(O)CC(Cc2nnco2)C(=O)NC2CCOCC2O)C(C(=O)NCC(F)(F)F)C1,0.8136,0.6253
1,0.25,32,3,5,NC(=NC(=O)c1nc(Cl)c(N)nc1N)NCCCCc1cccc(OCCO)c1,0.8477,0.5424
1,0.25,32,4,5,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1OCc1ccc([N+](=O)[O-])cc1,0.8435,0.564
