round,pick_idx,smiles,mu,std,UCB,True f
0,1,CC(COCC(F)(F)F)NC(=O)c1ccc(-c2ccco2)[nH]c1=O,0.2348126471042633,0.924825131893158,1.5427128076553345,0.42397838718984443
0,2,CNc1cc2c(nn1)CCN(C(=O)c1cc(C)no1)C2,0.20798933506011963,0.9382346272468567,1.534853458404541,0.5057519999902418
0,3,Nc1nc(N)c2nc(-c3ccco3)c(N)nc2n1,0.12855476140975952,0.9750347137451172,1.5074620246887207,0.683149853369989
0,4,O=C(c1cc2ncc(Br)cn2n1)N1CCc2[nH]c(=O)sc2CC1,0.12849393486976624,0.9680361747741699,1.4975037574768066,0.4789347566616025
0,5,NC1=NCCCN1,0.04955640062689781,0.9957540035247803,1.4577652215957642,0.0232161870488026
1,1,CNC(=O)c1cnc(N)n2nc(-c3ccco3)nc12,0.30549129843711853,0.9335759282112122,1.6257669925689697,0.7203294535577252
1,2,Cc1cc2nc(N)nc(N)c2c(=O)[nH]1,0.22327908873558044,0.9617422223091125,1.5833879709243774,0.6526648264502222
1,3,O=C(CSc1nnc(-c2ccco2)o1)N1CCOCC1,0.25573331117630005,0.9510873556137085,1.600773811340332,0.47258527125730637
1,4,Nc1nc2nc(C(=O)NCc3c[nH]nn3)cnc2c(=O)[nH]1,0.22002990543842316,0.9664102792739868,1.586740493774414,0.6633780346834728
1,5,O=C(c1ccc(Cl)cc1Cl)N1CCc2c(nnn2-c2ncccn2)C1,0.24535761773586273,0.9375676512718201,1.57127845287323,0.27038305812069746
2,1,Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,0.4903797507286072,0.8712810277938843,1.7225570678710938,0.680586394083385
2,2,Nc1nc2ncc(C=O)nc2c(=O)[nH]1,0.3921999931335449,0.9254962801933289,1.7010493278503418,0.6513555624326306
2,3,CCCSc1nc(N)c(NC(=O)c2ccco2)c(=O)[nH]1,0.38770174980163574,0.9273391962051392,1.6991573572158813,0.6893811894809645
2,4,NC(=O)c1nnc(N)nc1N,0.3173164427280426,0.9559877514839172,1.6692872047424316,0.6066218229646817
2,5,Cc1nc(N)nc2c1nc(-c1cnn[nH]1)c(=O)n2C(C)C,0.32267141342163086,0.950727105140686,1.6672025918960571,0.6828267746069693
3,1,CS(=O)(=O)n1nc(-c2ccco2)nc1N,0.5134309530258179,0.8770446181297302,1.7537593841552734,0.6967380112984125
3,2,Nc1nc2[nH]c(N)nc2c(=O)[nH]1,0.45980560779571533,0.9116231799125671,1.7490354776382446,0.5885661912765423
3,3,CCCc1nn(C)c2c(=O)[nH]c(-c3nccnc3N)nc12,0.4092879295349121,0.9391892552375793,1.737502098083496,0.6898310425508558
3,4,N=C(N)NC(=O)c1nc(Cl)c(NCc2nnn[nH]2)nc1N,0.36805909872055054,0.9485023617744446,1.7094440460205078,0.6187250978782001
3,5,Nc1nc(-c2ccco2)c2nnn(Cc3ccc4[nH]ncc4c3)c2n1,0.4439690113067627,0.9141677618026733,1.7367974519729614,0.658276017839926
4,1,Nc1nc(-c2ccco2)c2cc[nH]c2n1,0.544571042060852,0.8775861263275146,1.7856652736663818,0.4120018781413458
4,2,CCn1cnc2c(NC(=N)N)nc(N)nc21,0.4394025504589081,0.9394494891166687,1.7679847478866577,0.6346319166612874
4,3,Nc1nncc2[nH]nnc12,0.40676796436309814,0.9491915106773376,1.7491275072097778,0.5344270434584599
4,4,CC(=O)C1=Nc2c(nc(N)[nH]c2=O)NC1(C)C,0.43089666962623596,0.9305802583694458,1.7469358444213867,0.6437656584477408
4,5,Cn1c(=O)c2nc(-c3ccco3)[nH]c2n(C)c1=S,0.48876523971557617,0.9136252999305725,1.780826449394226,0.20051770845616737
5,1,Nc1nc(N)c2[nH]c(S)nc2n1,0.4916025400161743,0.9086170792579651,1.7765811681747437,0.5885661912765423
5,2,Nc1ncnc2[nH]c(SCCC(=O)O)nc12,0.45234256982803345,0.9327852129936218,1.7715001106262207,0.6537776434939904
5,3,NC(=O)c1cccc(-c2cn3nc(-c4ccco4)nc3c(N)n2)c1,0.519024670124054,0.8787139654159546,1.7617137432098389,0.7141233478688005
5,4,CN1CC=Nc2c1nc(N)[nH]c2=O,0.46380650997161865,0.9169909358024597,1.7606275081634521,0.5281615955086776
5,5,CCn1c(-c2nonc2N)nc2ccncc21,0.4249599277973175,0.9394946098327637,1.753605842590332,0.6776147785964343
6,1,Nc1nc2[nH]cnc(N)c-2n1,0.5155490636825562,0.902992308139801,1.7925729751586914,0.616684694200321
6,2,CSc1nc2ncc(C(=O)O)c(N)n2n1,0.47171854972839355,0.9283353090286255,1.7845828533172607,0.6487758857646724
6,3,Nc1nonc1-c1nc2ccc3nonc3c2[nH]1,0.47099292278289795,0.9255416989326477,1.7799065113067627,0.6718150541065748
6,4,Nc1nc(SCC(=O)NCc2ccco2)n[nH]1,0.4734579920768738,0.9186705946922302,1.7726542949676514,0.71124611961613
6,5,Nc1nc(N)c2nnn(CC(CO)OCP(=O)(O)O)c2n1,0.4397934079170227,0.9382750988006592,1.7667148113250732,0.6669288021851822
7,1,Nc1nc2c(O)nc(N)n(Cc3ccco3)c-2n1,0.5568174719810486,0.8918576836585999,1.8180947303771973,0.6917712197085264
7,2,Cc1c(C(=O)O)nnn1-c1nonc1N,0.5059072971343994,0.92195063829422,1.8097423315048218,0.6045631725588954
7,3,CCNc1cc(-c2n[nH]c(N)n2)ccn1,0.4967625141143799,0.9272922873497009,1.8081518411636353,0.6209821506368352
7,4,Cn1cnc2c(N)nc(Cl)nc21,0.5139849185943604,0.9185339212417603,1.812988042831421,0.1975255525362961
7,5,Nc1n[nH]c(SCC(=O)Nc2c(Br)cc([N+](=O)[O-])cc2Br)n1,0.46159106492996216,0.9388865828514099,1.789377212524414,0.5272987213697367
8,1,CCc1nc(N)nc(N)c1-c1ccc2nnn(O)c2c1,0.5338342189788818,0.9061838984489441,1.8153717517852783,0.6936319083813028
