Molecule_index,Round,Top5_running_mean
1,0.0,0.570199101423382
2,0.2,0.5657034937829019
3,0.4,0.5511270666332858
4,0.6000000000000001,0.543304665503664
5,0.8,0.5388710150211686
6,1.0,0.5515615178400267
7,1.2000000000000002,0.5553293763135709
8,1.4000000000000001,0.5610575390977985
9,1.6,0.5624753566863117
10,1.8,0.5624753566863117
11,2.0,0.5624753566863117
12,2.2,0.5649312922141565
13,2.4000000000000004,0.5649312922141565
14,2.6,0.5649312922141565
15,2.8000000000000003,0.5774005926227538
16,3.0,0.5816815139327738
17,3.2,0.5856513141866238
18,3.4000000000000004,0.5867214498724421
19,3.6,0.5867214498724421
20,3.8000000000000003,0.5867214498724421
21,4.0,0.5867214498724421
22,4.2,0.5867214498724421
23,4.4,0.5867214498724421
24,4.6000000000000005,0.5867214498724421
25,4.800000000000001,0.5867214498724421
26,5.0,0.5867214498724421
27,5.2,0.5912842163601763
28,5.4,0.5912842163601763
29,5.6000000000000005,0.5927783801480347
30,5.800000000000001,0.5928273318713819
31,6.0,0.5928273318713819
32,6.2,0.5954661234261568
33,6.4,0.5988320182904849
34,6.6000000000000005,0.5988320182904849
35,6.800000000000001,0.6000972485832293
36,7.0,0.6045634390015386
37,7.2,0.6045634390015386
38,7.4,0.6096023438779499
39,7.6000000000000005,0.6096023438779499
40,7.800000000000001,0.6101249791798847
41,8.0,0.6101249791798847
42,8.200000000000001,0.6101249791798847
43,8.4,0.6101249791798847
44,8.6,0.6101249791798847
45,8.8,0.6101249791798847
46,9.0,0.6101249791798847
47,9.200000000000001,0.6101249791798847
48,9.4,0.6101249791798847
49,9.600000000000001,0.6181495212059526
50,9.8,0.6181495212059526
51,10.0,0.6181495212059526
52,10.200000000000001,0.6181495212059526
53,10.4,0.6181495212059526
54,10.600000000000001,0.6181495212059526
55,10.8,0.6181495212059526
56,11.0,0.6181495212059526
57,11.200000000000001,0.6181495212059526
58,11.4,0.6308854654954782
59,11.600000000000001,0.6308854654954782
60,11.8,0.6308854654954782
61,12.0,0.6308854654954782
62,12.200000000000001,0.6308854654954782
63,12.4,0.6321038699672434
64,12.600000000000001,0.6321038699672434
65,12.8,0.6321038699672434
66,13.0,0.6321038699672434
67,13.200000000000001,0.6321038699672434
68,13.4,0.6321038699672434
69,13.600000000000001,0.6367866072193376
70,13.8,0.6431884135480628
71,14.0,0.657962561972908
72,14.200000000000001,0.657962561972908
73,14.4,0.657962561972908
74,14.600000000000001,0.657962561972908
75,14.8,0.6594827553633379
76,15.0,0.6616654282020613
77,15.200000000000001,0.6616654282020613
78,15.4,0.6616654282020613
79,15.600000000000001,0.6616654282020613
80,15.8,0.6616654282020613
81,16.0,0.6616654282020613
82,16.2,0.6616654282020613
83,16.400000000000002,0.6616654282020613
84,16.6,0.6616654282020613
85,16.8,0.6616654282020613
86,17.0,0.663194145071086
87,17.2,0.663194145071086
88,17.400000000000002,0.663194145071086
89,17.6,0.663194145071086
90,17.8,0.663194145071086
91,18.0,0.663194145071086
92,18.2,0.663194145071086
93,18.400000000000002,0.663194145071086
94,18.6,0.663194145071086
95,18.8,0.663194145071086
96,19.0,0.663194145071086
97,19.200000000000003,0.663194145071086
98,19.400000000000002,0.663194145071086
99,19.6,0.663194145071086
100,19.8,0.663194145071086
