Molecule_index,Round,Top5_running_mean
1,0.0,0.4242362857312356
2,0.2,0.21530494293295027
3,0.4,0.14407644024385893
4,0.6000000000000001,0.2251191149962527
5,0.8,0.2852020967334653
6,1.0,0.3747465956400857
7,1.2000000000000002,0.48303122830168366
8,1.4000000000000001,0.4948741222220092
9,1.6,0.5005755101500629
10,1.8,0.5005755101500629
11,2.0,0.5150394061927718
12,2.2,0.5307596345027508
13,2.4000000000000004,0.5307596345027508
14,2.6,0.5307596345027508
15,2.8000000000000003,0.5307596345027508
16,3.0,0.5533785691220767
17,3.2,0.5533785691220767
18,3.4000000000000004,0.5533785691220767
19,3.6,0.5533785691220767
20,3.8000000000000003,0.5533785691220767
21,4.0,0.5533785691220767
22,4.2,0.5533785691220767
23,4.4,0.5533785691220767
24,4.6000000000000005,0.5663590944969981
25,4.800000000000001,0.5663590944969981
26,5.0,0.5663590944969981
27,5.2,0.5674613898203641
28,5.4,0.5674613898203641
29,5.6000000000000005,0.5800594758541123
30,5.800000000000001,0.583317104053812
31,6.0,0.6014169952574824
32,6.2,0.6026947302672759
33,6.4,0.6026947302672759
34,6.6000000000000005,0.6026947302672759
35,6.800000000000001,0.6026947302672759
36,7.0,0.6110001403683649
37,7.2,0.6110001403683649
38,7.4,0.6110001403683649
39,7.6000000000000005,0.6110001403683649
40,7.800000000000001,0.6110001403683649
41,8.0,0.6110001403683649
42,8.200000000000001,0.6123168216272754
43,8.4,0.6123168216272754
44,8.6,0.6123168216272754
45,8.8,0.6123168216272754
46,9.0,0.6123168216272754
47,9.200000000000001,0.6123168216272754
48,9.4,0.6123168216272754
49,9.600000000000001,0.6123168216272754
50,9.8,0.622251061519215
51,10.0,0.622251061519215
52,10.200000000000001,0.622251061519215
53,10.4,0.622251061519215
54,10.600000000000001,0.622251061519215
55,10.8,0.622251061519215
56,11.0,0.6330628440446494
57,11.200000000000001,0.6330628440446494
58,11.4,0.6330628440446494
59,11.600000000000001,0.6330628440446494
60,11.8,0.6330628440446494
61,12.0,0.6330628440446494
62,12.200000000000001,0.6330628440446494
63,12.4,0.6330628440446494
64,12.600000000000001,0.6330628440446494
65,12.8,0.6330628440446494
66,13.0,0.6330628440446494
67,13.200000000000001,0.6330628440446494
68,13.4,0.6330628440446494
69,13.600000000000001,0.6330628440446494
70,13.8,0.6330628440446494
71,14.0,0.6330628440446494
72,14.200000000000001,0.6330628440446494
73,14.4,0.6330628440446494
74,14.600000000000001,0.6330628440446494
75,14.8,0.6330628440446494
76,15.0,0.6330628440446494
77,15.200000000000001,0.6330628440446494
78,15.4,0.6330628440446494
79,15.600000000000001,0.6330628440446494
80,15.8,0.6330628440446494
81,16.0,0.6330628440446494
82,16.2,0.6330628440446494
83,16.400000000000002,0.6330628440446494
84,16.6,0.6330628440446494
85,16.8,0.6330628440446494
86,17.0,0.6340630394238767
87,17.2,0.6340630394238767
88,17.400000000000002,0.6340630394238767
89,17.6,0.6340630394238767
90,17.8,0.6340630394238767
91,18.0,0.6340630394238767
92,18.2,0.6340630394238767
93,18.400000000000002,0.6340630394238767
94,18.6,0.6340630394238767
95,18.8,0.6340630394238767
96,19.0,0.6340630394238767
97,19.200000000000003,0.6389509142137949
98,19.400000000000002,0.6389509142137949
99,19.6,0.6389509142137949
100,19.8,0.6389509142137949
