Trial,Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
2,153,COCCN=c1[nH]c(=NC2CC2)n2ncc(C=C3N=C(O)N=C3O)c2[nH]1,0.4981,1.054,0.2701,0.819,0.0391,0.2702,0.8467,-17.368,2.609
2,154,O=C(O)c1c(Cl)c2c(c(CCn3cnc4c3NC=NCC4O)c1Cl)CCCC2,0.5469,1.047,0.2701,0.8188,0.0397,0.2695,0.8465,-17.123,2.577
2,155,Nc1nc2nc(C(=O)NCc3c[nH]nn3)cnc2c(=O)[nH]1,0.3766,1.05,0.27,0.8187,0.0397,0.2704,0.8491,-17.096,2.577
2,156,Cn1cc(C#N)cc1-c1c2c(=O)n(CC#CCn3ccnc3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,0.5572,1.048,0.27,0.8186,0.0397,0.2706,0.8476,-17.093,2.577
2,157,C=CCC1(C(=O)O)CCc2c1[nH]c1c(F)ccc(C#N)c21,0.3898,1.047,0.2699,0.8184,0.0397,0.271,0.8477,-17.092,2.583
2,158,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(Cc4cn(C)[n+](CCO)c4)C3)C(C)C12,0.5567,1.046,0.2698,0.8184,0.0397,0.2708,0.8479,-17.09,2.585
2,159,CNC(C)C(O)=Nc1ccc2c(n1)CN(C(C)C)C(O)=N2,0.4708,1.048,0.2698,0.8183,0.0398,0.272,0.8485,-17.052,2.581
2,160,CC(C)(O)c1cn(CC(NC(=O)Cc2cccs2)B(O)O)nn1,0.5026,1.05,0.2697,0.8183,0.0398,0.2737,0.851,-17.059,2.583
2,161,NC(CCO)C(O)=NCC1CCc2c(sc3ncnc(Nc4ccc5nc(O)sc5c4)c23)C1,0.5954,1.053,0.2696,0.8181,0.0397,0.2752,0.853,-17.072,2.589
2,162,N#Cc1nc(NCc2ccc(Cl)cc2)c2c(n1)N(CCCCO)CN2,0.5543,1.055,0.2696,0.818,0.0398,0.2762,0.8589,-17.036,2.587
2,163,CC(COC1=CC(N)N(O)C(N)=N1)OCP(=O)(O)O,0.384,1.048,0.2695,0.8176,0.0399,0.2766,0.8624,-16.998,2.593
2,164,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN1CCCCC1)C8OC)OC7C6O3)C5O4,0.3883,1.047,0.2695,0.8176,0.0399,0.2764,0.863,-16.998,2.594
2,165,C=CC1(C)CC(OC(=O)CSC2CCN(C(=O)CCn3cnc4c(N5CCC(NC)C5)ncnc43)CC2)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0.5467,1.048,0.2694,0.8176,0.0401,0.2761,0.8621,-16.922,2.583
2,166,Cn1nc(CC#N)c2c(=N)n(N)cnc21,0.3014,1.043,0.2693,0.8175,0.0402,0.2764,0.8619,-16.869,2.577
2,167,Nc1ccn(CC=CCCl)c(=O)n1,0.09897,1.042,0.2693,0.8175,0.0402,0.2764,0.8613,-16.873,2.578
2,168,CCOP(=O)(OCC)OC1Cc2c(cccc2N(C)CC#CC#CC(C)(C)C)NC1=O,0.3684,1.042,0.2692,0.8175,0.0402,0.2765,0.8596,-16.869,2.578
2,169,COC1(OC)C2(Cl)C3=CCCC=C3C1(Cl)C(Cl)=C2Cl,7.831e-05,1.04,0.2692,0.8174,0.0402,0.277,0.8606,-16.879,2.581
2,170,O=C(C1CSC(c2ncccc2O)=N1)N(O)CCOCCOCCN(O)C(=O)C1CSC(c2ncccc2O)=N1,0.6091,1.039,0.2691,0.8174,0.0402,0.2744,0.8621,-16.88,2.581
2,171,CCS(=O)(=O)c1ccc(O)c(N2C(=O)C3C4C=CC(C4)C3C2=O)c1,0.5527,1.04,0.2691,0.8174,0.0402,0.2735,0.865,-16.882,2.582
2,172,NS(=O)(=O)OCC12OCC3OS(=O)(=O)OC3C1OC1(CCCCC1)O2,0.3931,1.044,0.269,0.8172,0.0402,0.2733,0.8685,-16.857,2.584
2,173,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCCCN)cc21,0.492,1.04,0.269,0.8172,0.0402,0.2724,0.8681,-16.85,2.583
2,174,CN(CCc1ccncc1)C(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,0.5367,1.044,0.2689,0.8171,0.0402,0.2723,0.8683,-16.847,2.585
2,175,CC12CSC(=N1)c1csc(n1)CNC(=O)CC(C=CCCS)OC(=O)C(CC(=O)O)NC2=O,0.5264,1.044,0.2688,0.8165,0.0402,0.2719,0.8703,-16.834,2.599
2,176,Cn1ncc(N=C(O)c2nc(C3=CCCC3)sc2N)c1C1CCC(N)C(F)CO1,0.5314,1.045,0.2688,0.8165,0.0403,0.2714,0.8729,-16.818,2.597
2,177,C=CCNC(=O)N(CC=C)C(=O)N(CC=C)C(=O)OC1CCC(C)=CC2OC(=O)C(C)=C2CCC(C)=CCCC1=C,0.1968,1.045,0.2687,0.8165,0.0404,0.271,0.8738,-16.775,2.592
2,178,CC(=O)Nc1nnc(C2=COCCO2)o1,0.3801,1.04,0.2687,0.8164,0.0403,0.2714,0.8712,-16.777,2.593
2,179,CC1(C)C2CC3OB(C(CCCCN)NC(=O)Cn4nc(CO)nc4Cc4ccccc4)OC3(C)C1C2,0.5777,1.039,0.2686,0.8164,0.0404,0.2711,0.8711,-16.769,2.593
2,180,CCOc1ccc(CC2CC2C(=O)NO)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1,0.5459,1.041,0.2686,0.816,0.0404,0.2711,0.8731,-16.758,2.602
2,181,CC1(C)N=C(N)N=C(N)N1c1cccc(N2C(N)=NC(N)=NC2(C)C)c1,0.4184,1.044,0.2685,0.8157,0.0403,0.271,0.8741,-16.774,2.614
2,182,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1ccc(C)nc1N)N(C=O)Cc1ccc(C)nc1N,0.5898,1.045,0.2685,0.8156,0.0404,0.2711,0.875,-16.718,2.608
2,183,Cc1c(C)c2c(c(C)c1O)CC(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)C(C)O2,0.2531,1.042,0.2684,0.8156,0.0404,0.2706,0.8811,-16.718,2.608
2,184,COC(=O)C1C=NNC1C(=O)N1C2CC3CCC2(CS1(=O)=O)C3(C)C,0.4983,1.039,0.2684,0.8155,0.0404,0.2705,0.8817,-16.716,2.611
2,185,CC(O)=NC(C(O)=NC(CCCNC(=N)N)C(O)=NC(C(=N)O)C(C)C)C1CCCC1,0.5205,1.04,0.2683,0.8154,0.0404,0.2707,0.8817,-16.72,2.612
2,186,CC(=O)NC1C(NC(CC2=CCCCC2)=NS(C)(=O)=O)C=C(C(=O)O)OC1C(O)C(O)CO,0.5367,1.043,0.2683,0.8154,0.0405,0.2744,0.8821,-16.699,2.61
2,187,CCCC1CCC(C)C(CCC(O)CC(O)CC(=O)O)C1COC(=O)C(C)(C)CC,0.5422,1.043,0.2682,0.8154,0.0405,0.2741,0.8832,-16.675,2.608
2,188,O=C(O)c1ccccc1CCCCc1c(C(=O)O)[nH]c(=O)[nH]c1=O,0.5448,1.041,0.2682,0.8153,0.0405,0.2762,0.8879,-16.676,2.61
2,189,CCC(C)C=CC=CC=CC(=O)C=C(O)C1=C2C=C(CC(O)CO)C(=CNCCCCC(NC(C)=O)C(=O)O)C(=O)C2(C)OC1=O,0.6739,1.045,0.2681,0.8148,0.0405,0.276,0.8898,-16.678,2.626
2,190,N#CC(=CNC(N)=S)C(N)=O,0.2313,1.044,0.2681,0.8147,0.0405,0.277,0.8998,-16.68,2.626
2,191,N#CCC1(n2cc(C(=N)O)c(=Nc3ccc(OC4CCC4)nc3)[nH]2)CCN(C(=O)OCC(F)F)CC1,0.602,1.043,0.268,0.8147,0.0405,0.2765,0.9007,-16.679,2.627
2,192,NC(=O)C1CCCN1C(=O)CC1(O)C2C3CC4C5C3C1C5C(O)(CC(=O)N1CCCC1C(N)=O)C42,0.5004,1.047,0.268,0.8146,0.0406,0.2756,0.901,-16.628,2.623
2,193,O=C1CC(c2ccco2)CC(=O)C1=CNCCN1CCNCC1,0.3966,1.042,0.2679,0.8145,0.0406,0.275,0.9026,-16.61,2.621
2,194,CC(C)CC(CC(=O)NO)C(=O)NC(CC(C)C)c1ncc[nH]1,0.4691,1.042,0.2679,0.8144,0.0407,0.2749,0.9024,-16.597,2.623
2,195,CC(C)c1nn(-c2cnccn2)c(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,0.626,1.043,0.2679,0.8143,0.0407,0.2777,0.9028,-16.582,2.625
2,196,CC1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)CC(C(F)(F)F)OC(=N)N1,0.4453,1.047,0.2678,0.8136,0.0408,0.2771,0.9057,-16.539,2.636
2,197,CC(=O)OCC1OC(SCc2nnn(-c3ccc(S(N)(=O)=O)cc3)c2C#CCO)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.4781,1.048,0.2678,0.8135,0.0407,0.277,0.9058,-16.551,2.641
2,198,CC(C)C(O)(C(=O)OCN1C(=O)C2C3C=CC(C2C1=O)C1C2C(=O)N(COC(=O)C(O)(C(C)C)C(C)O)C(=O)C2C31)C(C)O,0.4804,1.046,0.2677,0.8133,0.0409,0.277,0.9058,-16.465,2.634
2,199,CC(C)C12SSC3(C(=O)N1C)C(O)C1(C45c6ccccc6NC4N4C(=O)C6(CO)SSSSC4(C(=O)N6C)C5O)c4ccccc4NC1N3C2=O,0.5154,1.046,0.2677,0.8133,0.0409,0.2772,0.9057,-16.466,2.634
