Trial,Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
1,152,C=C(Br)COc1noc2c1CNCC2,0.01638,1.069,0.2702,0.8073,0.0433,0.193,0.8404,-16.219,2.761
1,153,CCC(=O)N1C2C3N(C(=O)CC)C1C1N(C(=O)CC)C(C(N1C(=O)CC)N3C(=O)CC)N2C(=O)CC,0.3534,1.069,0.2701,0.8072,0.0433,0.1929,0.8409,-16.221,2.761
1,154,NC(CCC(=O)O)C(=O)N1CC(O)CC1B(O)O,0.482,1.069,0.2701,0.8072,0.0433,0.1927,0.8414,-16.222,2.761
1,155,C=C(CO)C1OC(O)(C(O)C2CC3OC4(CCC5(CC=CC(C=CCCC(=O)O)O5)O4)C(C)CC3O2)C(C)CC1C,0.5755,1.068,0.27,0.8072,0.0433,0.1926,0.8448,-16.223,2.763
1,156,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCN=[N+]=[N-],0.4441,1.07,0.27,0.8072,0.0433,0.1926,0.8458,-16.226,2.764
1,157,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)c(F)c1,0.5676,1.07,0.2699,0.8071,0.0433,0.1925,0.8478,-16.216,2.763
1,158,CCOC(=O)C(=NNc1c(Br)cc(Br)cc1Br)C(C)=O,0.1727,1.069,0.2698,0.8071,0.0435,0.1926,0.8504,-16.159,2.756
1,159,NC(CCO)C(O)=NCC1CCc2c(sc3ncnc(Nc4ccc5nc(O)sc5c4)c23)C1,0.5954,1.067,0.2698,0.8069,0.0434,0.1924,0.85,-16.183,2.763
1,160,O=C(C1CSC(c2ncccc2O)=N1)N(O)CCOCCOCCN(O)C(=O)C1CSC(c2ncccc2O)=N1,0.6091,1.072,0.2697,0.8068,0.0434,0.1925,0.8539,-16.168,2.764
1,161,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(CC(O)CO)CC1,0.5512,1.071,0.2696,0.8068,0.0434,0.1928,0.8537,-16.169,2.764
1,162,FS(F)(F)(F)(F)F,0.0,1.07,0.2696,0.8066,0.0433,0.1933,0.8522,-16.192,2.773
1,163,CCC(=O)c1c(O)cc(CCCC(=O)Nc2c3sscc-3[nH]c2=O)oc1=O,0.4948,1.07,0.2695,0.8066,0.0433,0.1933,0.8522,-16.193,2.597
1,164,O=C1C=C2SC3CC2(C=C1Br)C1=C(N3)C(=O)c2[nH]cc3ccnc1c23,0.3489,1.069,0.2695,0.8066,0.0433,0.1935,0.8553,-16.191,2.598
1,165,C=C1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,0.4819,1.069,0.2694,0.8066,0.0433,0.1934,0.8551,-16.198,2.6
1,166,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(-c4cnn[nH]4)ccc3N2)c1=O,0.5292,1.067,0.2693,0.8065,0.0433,0.1934,0.8551,-16.196,2.601
1,167,CC(C)c1csc(CCc2ccn3c(=O)c(C=CC(=O)O)c(N4CCC(O)C4)nc3c2)n1,0.6288,1.07,0.2693,0.8063,0.0434,0.1935,0.8569,-16.171,2.603
1,168,CNCCC#Cc1cc(Cl)c(C2(C)CS(=O)(=O)C3(CCC3)C(=N)N2)s1,0.4327,1.071,0.2692,0.8062,0.0434,0.1939,0.857,-16.17,2.605
1,169,CN(CC=CC#CC(C)(C)C)Cc1ccc(Cl)c2ccsc12,1.255e-06,1.072,0.2692,0.8061,0.0434,0.1939,0.8548,-16.159,2.604
1,170,Cc1cccc(Sc2nc3ncnc(OC4CC(O)C(COS(N)(=O)=O)C4)c3[nH]2)c1,0.5299,1.068,0.2691,0.8061,0.0434,0.1935,0.8578,-16.169,2.608
1,171,CNC(=O)CNC(=O)CCC(=O)NCC(=O)Nc1cccc2c3c([nH]c12)C1Oc2c(O)ccc4c2C12CCN(CC1CC1)C(C4)C2(O)C3,0.6448,1.069,0.2691,0.806,0.0434,0.1938,0.8579,-16.172,2.61
1,172,N#CC1=C(O)NC(O)=C(C#N)C1c1ccc(C2C(C#N)=C(O)NC(O)=C2C#N)cc1,0.4506,1.068,0.269,0.8059,0.0435,0.194,0.862,-16.11,2.604
1,173,O=C(O)CC(NC(=O)CNC(=O)c1cncc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(I)c1O,0.5471,1.07,0.269,0.8059,0.0435,0.194,0.862,-16.113,2.605
1,174,CC1(CC#CC(O)(C(F)(F)F)C(F)(F)F)CCC(C=CC=C2CC(O)CC(O)C2)C1(C)C,0.1092,1.067,0.2689,0.8058,0.0435,0.194,0.8641,-16.104,2.605
1,175,CCC(N=C(O)C(CCCNC(=N)N)N=C(O)C(C)N=C(C)O)C(=N)O,0.4998,1.064,0.2688,0.8058,0.0435,0.194,0.8641,-16.109,2.606
1,176,COC(=O)C=CC(=O)NCC(N)C(=O)OC(C)C(N)=O,0.4014,1.068,0.2688,0.8057,0.0436,0.1935,0.8675,-16.088,2.603
1,177,NC(=O)CC(N)c1cn(C(CC(N)=O)C(=O)N2CCNCC2)nn1,0.5033,1.064,0.2687,0.8057,0.0436,0.1937,0.8692,-16.077,2.602
1,178,Nc1nc(C#CC(O)C2(O)CCCC2)cn2nc(-c3ccco3)nc12,0.5285,1.063,0.2687,0.8057,0.0436,0.1934,0.877,-16.075,2.603
1,179,NC1=NC(OCc2cncs2)c2[nH]cnc2N1,0.3754,1.064,0.2686,0.8056,0.0436,0.1934,0.8809,-16.073,2.605
1,180,Nc1nc2nc(C(=O)NCc3c[nH]nn3)cnc2c(=O)[nH]1,0.3766,1.065,0.2686,0.8056,0.0436,0.1934,0.8813,-16.075,2.606
1,181,CCc1cc(-c2nc(-c3cc(C)c(OCC(O)CNC(=O)CO)c(CC)c3)no2)cnc1N(CC)CC,0.5891,1.064,0.2685,0.8056,0.0436,0.1934,0.8788,-16.072,2.606
1,182,O=C(NC(CO)C(=O)O)c1nc(NCC(O)CO)c(C(=O)NC(CO)C(=O)O)nc1NCC(O)CO,0.4725,1.065,0.2685,0.8054,0.0437,0.1932,0.8784,-16.024,2.602
1,183,CCCN(CCC)CCNc1n[n+]([O-])c2cc3c(cc2[n+]1[O-])CCC3,0.5245,1.065,0.2684,0.8054,0.0437,0.1932,0.8761,-16.024,2.602
1,184,CCCCC(C(=O)N1CCCC1C(=O)Nc1ccc(F)c[n+]1[O-])N(O)C=O,0.6199,1.07,0.2684,0.8054,0.0437,0.1934,0.8737,-16.021,2.603
1,185,CN(CCCC(O)(P(=O)(O)O)P(=O)(O)O)Cc1no[n+]([O-])c1C(N)=O,0.4714,1.074,0.2683,0.8052,0.0437,0.1937,0.8747,-16.024,2.607
1,186,OB(O)c1cc(Br)cnc1F,0.0366,1.071,0.2683,0.8052,0.0437,0.1937,0.8755,-16.02,2.608
1,187,NC(=NCCCC(N)CNCc1ccncc1)N[N+](=O)[O-],0.5114,1.067,0.2682,0.8052,0.0437,0.1936,0.8773,-16.022,2.608
1,188,Cc1n[nH]c(C(OCC=CBr)C(O)C(O)C(OCC=CBr)C(=O)NC2c3ccccc3CC2O)n1,0.5578,1.068,0.2682,0.8051,0.0437,0.1935,0.8796,-16.025,2.61
1,189,CN(CCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1)C(=O)CCC(=O)Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,0.589,1.068,0.2681,0.8051,0.0437,0.1938,0.8804,-16.011,2.609
1,190,S=C(NNC(=S)NC1CC2C=CC1C2)NC1CC2C=CC1C2,0.02356,1.069,0.2681,0.8049,0.0437,0.1937,0.8828,-16.006,2.613
1,191,Cc1c(C)c(S(=O)(=O)N(CCCN)OCCCN)c(C)c2c1OC(C)(C)C2,0.4777,1.068,0.268,0.8049,0.0437,0.1938,0.8839,-16.007,2.613
1,192,O=[N+]([O-])c1cnc(N(CCO)CCO)s1,0.4455,1.07,0.268,0.8049,0.0437,0.1935,0.8832,-16.009,2.614
1,193,CC(=O)NCC(=O)N1CCC2(COCc3c(C)nc(N(C)C)nc32)C1,0.4885,1.069,0.2679,0.8048,0.0437,0.1933,0.8832,-16.008,2.615
1,194,CC(=O)OCC1OC(OCCC(C)C)C=C(C(O)c2ccc([N+](=O)[O-])cc2)C1=O,0.6148,1.069,0.2679,0.8048,0.0437,0.1933,0.8833,-16.019,2.618
1,195,Cc1ccc(S(=O)(=O)N2CC3N(C(=O)OC(C)C)N(C(=O)OC(C)C)CC(OC(=O)Nc4c(C)noc4C)C3(O)C2)cc1,0.5401,1.072,0.2679,0.8045,0.0437,0.1938,0.8846,-16.019,2.626
1,196,COc1cccc2c1NC(=O)C(N=C(O)C(CCC(F)(F)F)C(CCC(F)(F)F)C(=N)O)N=C2c1ccc(C(F)(F)F)cn1,0.179,1.071,0.2678,0.8043,0.0437,0.1938,0.885,-16.013,2.629
1,197,CCN(CC)S(=O)(=O)OCC12OCC3OS(=O)(=O)OC3C1OC(C)(C)O2,0.3603,1.071,0.2678,0.8041,0.0436,0.1933,0.884,-16.04,2.64
1,198,O=C(NCCO)C1C(C(=O)Nc2ncc(Br)s2)C2CCC1C21CC1,0.5239,1.068,0.2677,0.8041,0.0437,0.1932,0.884,-16.019,2.637
1,199,CCc1cc2c(cc1OS(N)(=O)=O)CCC1C2CCC2(C)C(C(C#N)C#N)CCC12,0.5649,1.069,0.2677,0.804,0.0438,0.1931,0.8845,-15.983,2.633
