Trial,Iteration,Selected SMILES,True f,UCB+nov,eta_t,novelty_mean,novelty_std,ucb_low,ucb_high,novz_low,novz_high
1,0,FC(Cl)(Cl)Cl,0.0,2.155,0.5,0.8195,0.0466,0.3145,0.6719,-13.657,3.67
1,1,C=C=C,0.0,1.886,0.4268,0.8194,0.0465,0.2723,0.6719,-13.667,3.674
1,2,[O-][Cl+]O,0.0,1.728,0.3943,0.8194,0.0465,0.2723,0.672,-13.67,3.556
1,3,S=C(S)[N-]C[N-]C(=S)S,0.000235,1.623,0.375,0.8194,0.0465,0.2723,0.672,-13.672,3.418
1,4,OCC1OC(O)C(O)C(CCCCCCCCCCCCCCCCCCCCC2C(O)C(O)OC(CO)C2O)C1O,0.4304,1.511,0.3618,0.8194,0.0465,0.2723,0.6719,-13.676,3.243
1,5,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,0.001055,1.484,0.3521,0.8184,0.046,0.2722,0.67,-13.815,3.243
1,6,NCC(N)CSP(=O)(O)O,0.2476,1.454,0.3445,0.8184,0.0459,0.2722,0.6699,-13.821,3.22
1,7,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.02078,1.425,0.3384,0.8182,0.0457,0.2722,0.6703,-13.885,3.239
1,8,CN(CCBr)CCBr,1.061e-06,1.404,0.3333,0.8181,0.0458,0.2454,0.6701,-13.86,3.105
1,9,S=C1NCCN1,0.0001245,1.363,0.3291,0.8181,0.0457,0.2453,0.6694,-13.878,3.104
1,10,c1nc[nH]n1,0.002791,1.344,0.3254,0.818,0.0457,0.2453,0.6693,-13.887,3.107
1,11,N#CCNCC#N,0.02962,1.327,0.3222,0.818,0.0457,0.2453,0.6692,-13.897,3.06
1,12,CC(=O)NC(=N)N,0.1628,1.314,0.3193,0.818,0.0456,0.2453,0.6692,-13.905,3.062
1,13,C=CC(O)C#CC#CC(O)C(C)O,0.05444,1.302,0.3168,0.8179,0.0455,0.2448,0.6697,-13.945,3.074
1,14,O=CC=O,0.0007694,1.295,0.3145,0.8179,0.0455,0.2447,0.6697,-13.943,3.074
1,15,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.0,1.275,0.3125,0.8179,0.0455,0.2454,0.6698,-13.946,3.075
1,16,C#CCOc1nc(OCC#C)nc(OCC#C)n1,0.1006,1.268,0.3106,0.8179,0.0455,0.2454,0.6698,-13.947,2.919
1,17,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NCCO,0.02711,1.257,0.3089,0.8178,0.0454,0.2454,0.6696,-13.958,2.886
1,18,[N-]=[N+]=NCC1=CC=C(CCl)SS1,0.01761,1.242,0.3074,0.8176,0.0457,0.2336,0.6698,-13.876,2.874
1,19,CCC1OC1C,7.915e-06,1.213,0.3059,0.8176,0.0457,0.2335,0.6697,-13.881,2.873
1,20,C1CCC2(CC1)OOC1(CCCCC1)OOC1(CCCCC1)OO2,0.04223,1.206,0.3046,0.8176,0.0456,0.233,0.6693,-13.897,2.877
1,21,CN1C=C(Br)N(O)N1,0.002487,1.204,0.3033,0.8175,0.0455,0.233,0.6694,-13.929,2.806
1,22,Clc1nc2c(I)c(I)c(I)c(I)c2[nH]1,0.000338,1.192,0.3021,0.8175,0.0455,0.2332,0.6692,-13.937,2.808
1,23,OCC1(CO)CC2(C1)CC(CO)(CO)C2,0.3183,1.184,0.301,0.8174,0.0454,0.2332,0.6686,-13.954,2.724
1,24,NC(=O)C1CCCN1C(=O)CC1(O)C2C3CC4C5C3C1C5C(O)(CC(=O)N1CCCC1C(N)=O)C42,0.5004,1.178,0.3,0.8174,0.0454,0.2326,0.6679,-13.962,2.726
1,25,O=S1(=O)OCCOS(=O)(=O)C1(F)Br,0.2077,1.187,0.299,0.8173,0.0453,0.2372,0.6726,-13.999,2.737
1,26,CCCc1cn(C2OC(CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)C2O[Si](C)(C)C(C)(C)C)nn1,0.4066,1.185,0.2981,0.8173,0.0453,0.2374,0.6755,-13.999,2.737
1,27,[N-]=[N+]=NCC1OC(OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,0.2422,1.19,0.2972,0.8171,0.0453,0.241,0.6754,-14.001,2.742
1,28,Nc1ncnc2c1ncn2CCOCP(=O)(O)OCCOCCOCCOCCOCCOCCO,0.4773,1.191,0.2964,0.8171,0.0452,0.2383,0.6777,-14.005,2.743
1,29,O=NN1CC=CC1,0.001052,1.178,0.2956,0.8168,0.0451,0.2373,0.6763,-14.046,2.758
1,30,CNP1(NC)=NP(NC)(NC)=NP(NC)(N2CC2)=N1,0.1819,1.163,0.2949,0.8168,0.0451,0.2376,0.6763,-14.047,2.758
1,31,NN=C1C(=NO)CCc2nonc21,0.3065,1.16,0.2942,0.8168,0.0451,0.2377,0.6767,-14.041,2.757
1,32,N=C(NN=Cc1c(F)c(F)c(F)c(F)c1F)NN=Cc1c(F)c(F)c(F)c(F)c1F,0.1967,1.163,0.2935,0.8168,0.0451,0.237,0.6781,-14.053,2.761
1,33,O=C(O)Cn1cnnn1,0.2286,1.159,0.2929,0.8167,0.045,0.2395,0.6791,-14.058,2.763
1,34,O=c1[nH]c(=O)n(COC(CO)CO)cc1F,0.4327,1.156,0.2923,0.8167,0.045,0.2391,0.6789,-14.074,2.767
1,35,CN(C)C(=NO)C(=NO)N(C)C,0.1536,1.156,0.2917,0.8164,0.0449,0.237,0.6807,-14.106,2.781
1,36,ClC=CC[N+]12CN3CN(CN(C3)C1)C2,8.467e-06,1.155,0.2911,0.8164,0.0448,0.2368,0.6815,-14.114,2.783
1,37,CC(=Cc1cc(F)c(OCCCF)cc1F)C(=O)NC1C(O)C(O)C2OCOC2C1OCCCF,0.5843,1.15,0.2906,0.8164,0.0448,0.2367,0.6817,-14.115,2.783
1,38,OC1C=CSC1O,0.004643,1.155,0.29,0.8163,0.0447,0.2386,0.6829,-14.143,2.791
1,39,CC1(C)OCC(C2OC3OC(C)(C)OC3C2OC(=S)SSC(=S)OC2C(C3COC(C)(C)O3)OC3OC(C)(C)OC32)O1,0.3237,1.148,0.2895,0.8163,0.0447,0.2389,0.6832,-14.146,2.649
1,40,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0.1466,1.15,0.289,0.8162,0.0447,0.2394,0.6831,-14.159,2.653
1,41,O=C1NC(=O)C2C3C=CC(C12)C1C2C(=O)NC(=O)C2C31,0.407,1.145,0.2886,0.8162,0.0447,0.2394,0.6831,-14.169,2.623
1,42,CC(C)CC1c2c(O)c(C=O)c(O)c(C=O)c2OC(c2c(O)c(C=O)c(O)c(C=O)c2O)C1C(C)C,0.5022,1.146,0.2881,0.8162,0.0446,0.2382,0.6878,-14.177,2.625
1,43,CC(C)COc1ncnc2[nH]cc(C=CC(=N)O)c12,0.4838,1.148,0.2877,0.8161,0.0446,0.2361,0.6933,-14.199,2.631
1,44,CC1(COC=O)C(C(=O)O)N2C(=O)C(=CC(=O)O)C2S1(=O)=O,0.4648,1.157,0.2873,0.816,0.0444,0.2359,0.6963,-14.241,2.642
1,45,C=CCn1c(S)nnc1CCC(O)CCCCC,0.03828,1.159,0.2869,0.8159,0.0444,0.2347,0.6975,-14.256,2.647
1,46,O=P1(N(CCCl)CCCl)NC(SCCS(=O)(=O)O)CCO1,0.4205,1.147,0.2865,0.8158,0.0442,0.2349,0.6994,-14.3,2.659
1,47,O=C(CS)OCCOC(=O)CS,0.03085,1.149,0.2861,0.8157,0.0442,0.228,0.7052,-14.305,2.661
1,48,C#CC(CC)ON=C1CCN(C)CC1,0.0003156,1.144,0.2857,0.8157,0.0442,0.229,0.7063,-14.315,2.664
1,49,Nc1nc(C(=NOCCSc2nnc(-c3cc(O)c(O)cn3)o2)C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4cnns4)CSC23)cs1,0.5061,1.143,0.2854,0.8156,0.0441,0.2285,0.7052,-14.33,2.668
1,50,Nc1nc(N)nc(NCCCNC2CCCCC2NCCCNc2nc(N)nc(N)n2)n1,0.4515,1.143,0.285,0.8155,0.0442,0.2278,0.7089,-14.312,2.668
1,51,Nc1nc2c(c(=O)[nH]1)NC1C(N2)OC2COP(=O)(O)OC2C1(O)O,0.3815,1.146,0.2847,0.8155,0.0441,0.2285,0.7091,-14.324,2.671
1,52,CSc1nnc2n(C)c3c(=O)n(C)c(=O)n(C)c3n12,0.2448,1.148,0.2843,0.8154,0.0441,0.2277,0.71,-14.334,2.674
1,53,CC(C)CC1NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCC[N+](C)(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)CCNC1=O,0.4551,1.15,0.284,0.8152,0.044,0.2272,0.7108,-14.349,2.682
1,54,C=C(C)C(Cc1c(OC(C)=O)c(Cc2c(OC)c(C)c(OC(C)=O)c(C(C)=O)c2OC(C)=O)c(OC(C)=O)c(C(C)=O)c1OC(C)=O)OC(C)=O,0.3407,1.142,0.2837,0.8151,0.0441,0.2271,0.715,-14.326,2.682
1,55,NC(=S)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,0.2789,1.138,0.2834,0.815,0.0441,0.2269,0.7159,-14.326,2.684
1,56,COC1(OC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C1C=CC=CC12,8.121e-05,1.137,0.2831,0.8149,0.044,0.2258,0.718,-14.352,2.692
1,57,C=C1CC(CC=C(C)CC2CC(=C)C(=O)O2)OC1=O,0.044,1.134,0.2828,0.8149,0.044,0.2254,0.717,-14.354,2.693
1,58,OC1=NC(=Cc2cnn3c(=NC4CC4)[nH]c(=NCCC(F)(F)F)[nH]c23)C(O)=N1,0.4964,1.126,0.2825,0.8148,0.0439,0.226,0.7166,-14.37,2.697
1,59,Oc1coccc1=S,0.001555,1.12,0.2823,0.8146,0.0443,0.2301,0.7171,-14.238,2.678
1,60,CC1(C#N)C(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC1(C#N)c1cnc2c(=N)nc[nH]n12,0.4148,1.117,0.282,0.8146,0.0443,0.2304,0.7169,-14.261,2.684
1,61,CC(=O)NC1C(NC(CC2=CCCCC2)=NS(C)(=O)=O)C=C(C(=O)O)OC1C(O)C(O)CO,0.5367,1.116,0.2818,0.8145,0.0443,0.2298,0.7246,-14.251,2.685
