Threshold,NumCircles
0.1,185
0.15000000000000002,183
0.20000000000000004,179
0.25000000000000006,175
0.30000000000000004,166
0.3500000000000001,161
0.40000000000000013,150
0.45000000000000007,145
0.5000000000000001,129
0.5500000000000002,115
0.6000000000000002,98
0.6500000000000001,78
0.7000000000000002,44
0.7500000000000002,16
0.8000000000000002,7
0.8500000000000002,3
0.9000000000000002,1
