Threshold,NumCircles
0.1,4
0.15000000000000002,4
0.20000000000000004,4
0.25000000000000006,4
0.30000000000000004,4
0.3500000000000001,4
0.40000000000000013,4
0.45000000000000007,4
0.5000000000000001,4
0.5500000000000002,4
0.6000000000000002,4
0.6500000000000001,4
0.7000000000000002,3
0.7500000000000002,3
0.8000000000000002,2
0.8500000000000002,1
0.9000000000000002,1
