Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f
1,1.0,17,2,5,CC(C)CN(C(=O)c1ccc2c(c1)OCCO2)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,1.446,0.5622
1,1.0,17,3,5,COc1ccc2cc(CCN3C(=O)c4ccccc4C3=O)c(O)nc2c1,1.446,0.5136
1,1.0,17,4,5,N=C(N)N1CCCC(NC(=O)CNC(=O)C(CCNC(=O)c2cnnc3ccccc23)NS(=O)(=O)Cc2ccccc2)C1O,1.431,0.6058
1,1.0,17,5,5,O=C(O)CCC(=O)N1c2ccccc2N=C2CC(c3ccc(F)cc3)CC(O)=C2C1c1ccc([N+](=O)[O-])o1,1.426,0.3773
1,1.0,18,1,5,O=C(Nc1ccc(CC(NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1cc(F)c(F)cc1F,1.444,0.6434
1,1.0,18,2,5,CNC(C)C(O)=NC1C(=O)N(Cc2c(OC)cnc3ccccc23)c2ccccc2N(C(=O)CS(C)(=O)=O)C1C,1.441,0.5571
1,1.0,18,3,5,NC(=O)c1nsc(C(=O)N(c2ccccc2)C(C(=O)NCC2CCCO2)c2ccc3ncccc3c2)c1N,1.435,0.6243
1,1.0,18,4,5,CCCCSc1nc(O)c(C2OC(=O)c3c2ccc(OC)c3OC)c(=O)n1-c1ccccc1,1.417,0.5715
1,1.0,18,5,5,CC(=O)NC1=CC(=O)c2ccc(-c3[nH]c(C(=O)OCCOP(=O)(O)O)cc4c5ccccc5nc3-4)nc2C1=O,1.421,0.5359
1,1.0,19,1,5,NC(Cc1ccccc1)C(=O)NC1CCC(=O)N(CC(=O)Nc2cccc(Cl)c2)C1=O,1.445,0.6123
1,1.0,19,2,5,CCC(C(=O)NC(CC(=O)O)C(=O)CSCc1ccccc1)n1ccnc(Nc2ccc3sc(C)nc3c2)c1=O,1.442,0.5908
1,1.0,19,3,5,CC(C)(C)NC(=O)C1CCCN1CC(O)C1Cc2ccc(cc2)OCCCOc2cc3ccccc3cc2C(=O)NC(CC(N)=O)C(=O)N1,1.421,0.6469
1,1.0,19,4,5,COc1cc2c(cc1OC)C(=O)N1C=C(c3ccc4ncccc4c3)CC1C(S(=O)(=O)O)N2,1.406,0.5715
1,1.0,19,5,5,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1NCC1CC1,1.42,0.5893
1,1.0,20,1,5,CSCCC(NC(=O)CN1C(=O)C(N(C)C(=O)C(N)CS)N=C(c2ccccc2)c2ccccc21)C(=O)O,1.444,0.6369
1,1.0,20,2,5,CCC1(c2ccccc2)C(=O)NC(=O)N(C2CCOc3ccc(Cl)cc3C2=O)C1=O,1.434,0.5873
1,1.0,20,3,5,COc1cc(C(CC(=O)Nc2cccc(C(C)=O)c2)N2Cc3ccccc3C2=O)cc(OC)c1OC,1.44,0.5446
1,1.0,20,4,5,NC1CCC=CCCC(C(=O)NCc2ccccc2CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC1=O,1.424,0.6388
1,1.0,20,5,5,O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2nc3ccccc3o2)CC1,1.4,0.654
1,1.0,21,1,5,O=C(O)CCNC(=O)c1nc(-c2cccnc2)c2c(=O)n(Cc3ccccc3)ccc2c1O,1.441,0.5936
1,1.0,21,2,5,CCC(C)C(NC(=O)C1Cc2c([nH]c3ccccc23)C2c3ccccc3C(=O)N12)C(=O)N1CCCC1C(=O)O,1.437,0.6091
1,1.0,21,3,5,O=C1C2CC=CCC2C(=O)N1c1ccc(OCC(O)Cn2nnc3ccccc32)cc1,1.424,0.6371
1,1.0,21,4,5,Cc1noc(C)c1NC(=O)N(C)CC1Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C(=O)N(C(C)CO)CC1C,1.436,0.6041
1,1.0,21,5,5,CCn1ncc2cc3nc(c21)CCCOC(O)C(c1ccccc1)NC(=O)N3,1.417,0.6001
1,1.0,22,1,5,CCC(Nc1c(Nc2cccc(C(=O)N3CCC(CO)C3)c2O)c(=O)c1=O)c1ccccc1,1.443,0.6305
1,1.0,22,2,5,N=C(N)c1csc(CNC(=O)CN2C(=O)c3ccccc3C(CC(=O)O)c3ccccc32)c1,1.44,0.6355
1,1.0,22,3,5,CC(=NO)C(=O)NC(C(=O)N1CCC2Oc3ccc(cc3)C=CNC(=O)C(Cc3ccccc3)NC(=O)C21)C(C)C,1.438,0.6231
1,1.0,22,4,5,CN(C)CCCn1c(NC(=O)c2ccc3cc4n(c3n2)CCCNC4=O)nc2ccccc21,1.427,0.5951
1,1.0,22,5,5,COc1c(C)c2c(c(O)c1CCNS(=O)(=O)CS(=O)(=O)NCC1OC(n3cnc4c(N)nc(-c5ccccc5)nc43)C(O)C1O)C(=O)OC2,1.399,0.5333
1,1.0,23,1,5,Cc1nc(-c2ccc(N3C(=O)C(=O)C(C(=O)C(C)C)C3c3ccccc3OCCO)cc2)no1,1.442,0.5983
1,1.0,23,2,5,CNC(=O)NC(=N)NCCCC1NC(=O)C(Cc2ccccc2)NC(=O)CC(C(=O)O)NC(=O)CC(C(=O)O)NC(=O)C(Cc2ccccc2)N(C)C1=O,1.438,0.5812
1,1.0,23,3,5,O=S(=O)(c1ccccc1)N1CCC(c2nc(O)c3nnn(Cc4cccc(Cl)c4)c3n2)CC1,1.432,0.5951
1,1.0,23,4,5,Cc1cccc(NC(=O)CNC(=O)CN2C(=O)NC3(CCc4ccccc43)C2=O)c1C,1.437,0.5984
1,1.0,23,5,5,Nc1nc(OCc2ccccc2)c2ncn(C3CC(OC(=O)CCC(NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)O)C(CO)O3)c2n1,1.425,0.5901
1,1.0,24,1,5,NC(=O)C(=O)c1c(C2CC2)c(Cc2ccccc2-c2ccccc2)n2cccc(OCCCC(=O)O)c12,1.443,0.562
1,1.0,24,2,5,CC(C)(C)c1cc(CC2NC(=O)C(NC(=O)C(N)Cc3ccccc3)CCCCNC(=O)CNC2=O)ccc1O,1.443,0.6342
1,1.0,24,3,5,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1-c1cn(-c2ccc(Oc3ccccc3)cc2)nn1,1.44,0.6056
1,1.0,24,4,5,CC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)Cn1ncc(=O)n(CC(=O)O)c1=O)C(C)C)C(=O)c1nc2ccccc2o1,1.418,0.5391
1,1.0,24,5,5,CCCN1C(=O)COc2ccc(-c3nnc(O)c4ccccc34)cc21,1.425,0.4413
1,1.0,25,1,5,COc1ccc(CC(=O)Nc2nc3n(n2)C(c2ccccc2)CC(=O)N3)cc1OC,1.444,0.5476
1,1.0,25,2,5,CC1NC(=O)C(CC2(O)c3ccccc3N3C(=O)C(C(C)C)NC32)n2c1nc1ccccc1c2=O,1.44,0.5545
1,1.0,25,3,5,CCN1C(C(=O)NC(Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc(Cl)c(Cl)c2)Cc2cc3c(cc2S1(=O)=O)OCCO3,1.43,0.5815
1,1.0,25,4,5,Cn1ccnc1SC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2CC1,1.436,0.5649
1,1.0,25,5,5,O=Cc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,1.408,0.3378
1,1.0,26,1,5,CC(C)(O)C(=O)NC(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCCC1c1nc2cc(F)c(F)cc2[nH]1,1.443,0.6109
1,1.0,26,2,5,CCCCC(C)CC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)c1ccccc1,1.436,0.5826
1,1.0,26,3,5,O=C1NC(CS)C(=O)N(Cc2ccc3ccccc3n2)C1Cc1ccc([N+](=O)[O-])cc1,1.432,0.63
1,1.0,26,4,5,O=C(O)COc1ccc(Cl)cc1C1c2scnc2CCN1C(=O)OCc1nc2ccccc2o1,1.433,0.5484
1,1.0,26,5,5,O=C(O)c1cc(NC(=O)c2ccc3c(c2)C(=O)N(CC2CCCO2)C3=O)cc(C(=O)O)c1,1.41,0.6105
1,1.0,27,1,5,NCCCCC1C(=O)NC(Cc2ccccc2)C(=O)NC(CC(=O)O)C(=O)N1C(=O)C(N)Cc1ccc(O)cc1,1.444,0.6286
1,1.0,27,2,5,Cc1cccn2c(=O)c3cc(S(=O)(=O)c4ccccc4)c(=N)n(CC4CCCO4)c3nc12,1.439,0.6006
1,1.0,27,3,5,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)C(C)(O)C1O)Oc1cccc2ccccc12,1.427,0.5409
1,1.0,27,4,5,CC(C)(C)OC(=O)CC1CC=CCC(CC(=O)NCCO)C(=O)NCC(c2ccccc2)OC1=O,1.429,0.6023
1,1.0,27,5,5,Cn1c(Cc2nc3cc(C(N)=O)ccc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21,1.407,0.5251
1,1.0,28,1,5,O=C1NC(=O)C(CC(=O)N2CCN(c3cccc(CNC(=O)c4nc5ccccc5c(=O)[nH]4)c3)CC2)N1,1.445,0.605
1,1.0,28,2,5,CCN1C(=O)N(CC(=O)NC(CC(=O)O)c2ccccc2)C(=O)C1(C)c1ccc(C(=N)N)cc1,1.441,0.6335
1,1.0,28,3,5,CC1=NC(C)=C(C(=O)OCCN2C(=O)c3ccccc3S2(=O)=O)C(c2cccc([N+](=O)[O-])c2)C1=C(O)OCC1CCCCO1,1.439,0.6248
1,1.0,28,4,5,CC(C)Oc1cc(Nc2ncc(-c3ccc4ccccc4n3)c(NC3CC(CO)C(O)C3O)n2)ccn1,1.411,0.5863
1,1.0,28,5,5,CSCC1N=C(C2=C(O)C=CC2)C(C(C)C2C(=O)N(C)c3ccccc32)NC1=O,1.415,0.5133
1,1.0,29,1,5,Nc1ccc(CNC(=O)NCC(=O)N2CCOC(CN3C(=O)c4ccccc4C3=O)C2)cc1,1.445,0.64
1,1.0,29,2,5,CC1(C)SSCC(NC(=O)C2Cc3ccc(O)cc3CN2)C(=O)NC(Cc2ccccc2)C(=O)NC1C(=O)O,1.443,0.5597
1,1.0,29,3,5,CC(C)Cn1c(=O)n(C)c(=O)c2nc(S(=O)(=O)CCCO)c(Cc3cccc4ccccc34)nc21,1.427,0.6066
1,1.0,29,4,5,O=c1cc(C(CC2CC2)CC2CC2)oc(O)c1C(c1cccc(NS(=O)(=O)c2ccccc2)c1)C1CC1,1.436,0.2601
1,1.0,29,5,5,CC(=O)NC1C(O)CC(Oc2ccc(-n3cc(COC(=O)Nc4ccccc4[N+](=O)[O-])nn3)cc2C(F)F)(C(=O)O)OC1C(O)C(O)CO,1.416,0.5615
1,1.0,30,1,5,CN(C(=O)CSc1nc2cc(C(=O)O)ccc2c(=O)n1Cc1ccccc1)C1CCS(=O)(=O)C1,1.446,0.6166
1,1.0,30,2,5,CSCCC(NCc1cccc(NC(=O)CC2COc3ncccc3O2)c1-c1ccccc1C)C(=O)O,1.438,0.614
1,1.0,30,3,5,CC1(C)SC2C(NC(=O)C(NC(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CCO)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,1.422,0.5868
1,1.0,30,4,5,COc1ccccc1C1NC(C)(C(=O)N2CCCC2C(=O)NCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C2C(=O)NC(=O)C12,1.42,0.5956
1,1.0,30,5,5,Cc1nc(-c2ccccc2O)cc(N2CC(c3nc4ccccc4n3C)C2)n1,1.423,0.2529
1,1.0,31,1,5,CN(Cc1ccccc1)S(=O)(=O)NC(CNC(=O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O,1.447,0.5811
1,1.0,31,2,5,Cc1ccc(C(=O)COC(=O)c2ccccc2N2C(=O)C3C4CCC(C4)C3C2=O)cc1C,1.438,0.5275
1,1.0,31,3,5,CCc1cn(C2OC(CNC(=O)C3c4ccccc4Oc4c(OC)cccc43)C(O)C2F)c(=O)[nH]c1=O,1.434,0.5757
1,1.0,31,4,5,O=C(CCCCCC(NC(=O)c1ccc2ccccc2n1)C(=O)Nc1cccc2cccnc12)NO,1.431,0.6565
1,1.0,31,5,5,O=c1nc(OCC2COCCO2)cc2n1CCc1cc(CCC(O)c3cccnc3)ccc1-2,1.392,0.6685
1,1.0,32,1,5,C=C1C(O)C(CO)OC1n1ccc(NC(=O)OC(C)C(NC(=O)C(N)Cc2ccccc2)C(=O)O)nc1=O,1.448,0.5183
1,1.0,32,2,5,O=C(Cc1ccc(-n2c(=O)c3ccccc3n(Cc3cccc([N+](=O)[O-])c3)c2=O)cc1)NCC1CCCO1,1.443,0.6189
1,1.0,32,3,5,CC(C)(C)OC(=O)Nc1cnccc1C(=O)NC1N=C(c2ccccc2)c2cc(N)cc3c2N(CC3)C1=O,1.437,0.5726
1,1.0,32,4,5,N=C(N)NCCCC1NC(=O)c2ccccc2SSc2ccccc2NC(=O)C(CC(=O)O)NC(=O)CNC1=O,1.426,0.5858
1,1.0,32,5,5,COc1ccc2nccc(C(O)CN3CCC(NCc4cc5cccnc5[nH]4)CC3)c2n1,1.399,0.7052
1,1.0,33,1,5,Cc1nc(N)ccc1CNC(=O)CN1C(=O)C(NCC(=O)O)CSc2ccccc21,1.444,0.5764
1,1.0,33,2,5,CCOCC1COc2cc(C(O)C3CCCN(Cc4ccccc4)C3=O)ccc2O1,1.439,0.3058
