Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f
1,0.6,0,1,5,Cc1cc(-c2n[nH]c3ccc(C(O)=NC4CCCC(O)(C(F)(F)c5ccccc5)C4)cc23)ccn1,0.9579,0.4212
1,0.6,0,2,5,COc1cccc(-c2ccc(CC(CC(=O)NO)C(=O)NC3c4ccccc4CC3O)cc2)c1,0.9373,0.6638
1,0.6,0,3,5,CCOC(=O)C(Cc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,0.932,0.64
1,0.6,0,4,5,COCCNC(=O)c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2,0.9162,0.586
1,0.6,0,5,5,CCN(CC)C(=O)CSc1ncccc1-c1nc2ccccc2[nH]1,0.9015,0.1527
1,0.6,1,1,5,O=C(CC(Cc1ccc2c(c1)OCO2)C(=O)NC1c2ccccc2CC1O)NO,1.01,0.6123
1,0.6,1,2,5,COc1ccc2[nH]cc(C(=O)C(=O)NC(Cc3ccccc3)C(=O)O)c2c1,1.002,0.5623
1,0.6,1,3,5,CC(C)(N)CC(=O)NC1CCc2ccccc2N(Cc2ccc(-c3ccccc3C(=O)NCCCO)cc2)C1=O,0.9801,0.6946
1,0.6,1,4,5,COc1ccc(C(=O)O)c(NS(=O)(=O)c2cccc(-c3cnn(Cc4ccccc4)c3)c2)c1,0.987,0.5756
1,0.6,1,5,5,COc1cccc(F)c1CC1(O)CCCC(N=C(O)c2ccc3[nH]nc(-c4ccc(OC(C)C)cc4)c3c2)C1,0.9342,0.2627
1,0.6,2,1,5,COc1cccc(NC(=O)NC2CCc3ccccc3N(CC(=O)O)C2=O)c1,1.04,0.598
1,0.6,2,2,5,CNc1ccc(S(=O)(=O)NCC(O)CC(Cc2ccccc2)C(=O)NC2c3ccccc3CC2O)cc1,1.022,0.6476
1,0.6,2,3,5,CCCc1cc(COC)c(C(=O)O)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1.017,0.6052
1,0.6,2,4,5,CCOCCCNC(=O)C(c1ccccc1)N(Cc1ccc2c(c1)OCO2)C(=O)c1ccccc1O,1.013,0.6703
1,0.6,2,5,5,CNC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C,0.9753,0.5478
1,0.6,3,1,5,O=C(O)CC(NS(=O)(=O)c1ccc2ccccc2c1)C(=O)NCCc1ccccc1,1.058,0.6005
1,0.6,3,2,5,CN1C(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)CCc2ccccc21,1.047,0.5752
1,0.6,3,3,5,CC1=C(C(=O)OCc2ccccc2)C(c2ccc3c(c2)OCO3)NC(=O)N1CCCC(=O)O,1.032,0.6131
1,0.6,3,4,5,Cc1cc(O)ccc1-c1ccc(CCC(=O)Nc2ccccc2C(=O)O)cc1,1.027,0.5734
1,0.6,3,5,5,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4c5ccccc5CC4O)ncc23)ccn1,0.982,0.5743
1,0.6,4,1,5,O=C(O)CCCNC(=O)c1ncc2c(cc(-c3ccccc3)c(=O)n2Cc2ccccc2)c1O,1.063,0.6224
1,0.6,4,2,5,CNC(=O)C(Cc1ccc(OC)cc1)NS(=O)(=O)C(CCc1ccccc1)CC(=O)NO,1.057,0.5933
1,0.6,4,3,5,Cc1cc(C(=O)NCC(=O)NC2CCCc3ccccc32)cc(C)c1OCc1ccccc1,1.051,0.2358
1,0.6,4,4,5,O=C(Cn1nnc(-c2ccc3c(c2)OCO3)n1)Nc1ccccc1C(=O)O,1.011,0.5269
