Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f
1,0.8,0,1,5,CCN(CC)C(=O)C1CCC(N=C(O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)CN1Cc1c(F)cccc1OC,1.13,0.4965
1,0.8,0,2,5,COc1ccc2[nH]cc(C(=O)C(=O)NC(Cc3ccccc3)C(=O)O)c2c1,1.124,0.5623
1,0.8,0,3,5,O=C(CC(Cc1ccc2c(c1)OCO2)C(=O)NC1c2ccccc2CC1O)NO,1.104,0.6123
1,0.8,0,4,5,CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3OC)c2c1,1.111,0.3273
1,0.8,0,5,5,O=C(CSc1ncccn1)N(Cc1cccnc1)C(CCc1ccccc1)c1nc2ccccc2[nH]1,1.088,0.4681
1,0.8,1,1,5,COc1cccc(-c2ccc(CC(CC(=O)NO)C(=O)NC3c4ccccc4CC3O)cc2)c1,1.161,0.6638
1,0.8,1,2,5,CC1=C(C(=O)OCc2ccccc2)C(c2ccc3c(c2)OCO3)NC(=O)N1CCCC(=O)O,1.152,0.6131
1,0.8,1,3,5,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nc5ccccc5[nH]4)ncc23)ccn1,1.13,0.514
1,0.8,1,4,5,CCC(C)C(NC(=O)C(Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O)C(=O)NCC1CCC(C(=O)O)CC1,1.143,0.604
1,0.8,1,5,5,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,1.135,0.4907
1,0.8,2,1,5,CCOC(=O)C(Cc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,1.198,0.64
1,0.8,2,2,5,COc1ccc(S(=O)(=O)N(Cc2ccc3c(c2)OCO3)C(CCNC(=O)CCc2nc3ccccc3[nH]2)C(=O)NO)cc1,1.189,0.6404
1,0.8,2,3,5,O=C(NC1CCCCN(CCCc2ccccc2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1,1.169,0.4228
