Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f
1,0.2,7,1,5,CC(C)C(N)C(=O)OC(CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)CN1CCN(Cc2cccnc2)CC1C(=O)NC(C)(C)C,0.7201,0.6573
1,0.2,7,2,5,CCC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(OC)cc1,0.703,0.6683
1,0.2,7,3,5,COc1ccc(CNC(C(=O)NC(C(=O)NCc2nc3ccccc3[nH]2)C(C)C)C(O)C(N)Cc2ccccc2)cc1,0.7042,0.5855
1,0.2,7,4,5,COc1ccc(C2C(C(=O)O)C(c3ccc4c(c3)OCO4)CN2CC(=O)N(C)Cc2ccccc2)cc1,0.6819,0.683
1,0.2,7,5,5,CCOC(=O)CNC(=O)Nc1cccc(CC2CC(Cc3ccccc3)N(CC(O)CC(Cc3ccccc3)C(=O)NC3c4ccccc4CC3O)C2=O)c1,0.6937,0.6247
1,0.2,8,1,5,O=C(NC1c2ccccc2CC1O)C(Cc1ccccc1)CC(O)CN1C(=O)C(Cc2cccnc2)CC1Cc1ccccc1,0.7404,0.6751
1,0.2,8,2,5,CCCNC(=O)c1cccc(C(=O)NC(Cc2ccccc2)C(O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1,0.7381,0.6526
1,0.2,8,3,5,COc1ccc(C2C(C(=O)O)C(c3ccc4c(c3)OCO4)CN2C(=O)Nc2ccccc2)cc1,0.7249,0.5805
1,0.2,8,4,5,COC(=O)C(Cc1nc2ccccc2[nH]1)NC(=O)c1cc(-c2ccc(OC)cc2)oc1C,0.674,0.533
1,0.2,8,5,5,CC(C)C(NC(=O)C(Cc1ccccc1)CC(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)C(=O)Nc1ccc2ccccc2n1,0.6815,0.3975
1,0.2,9,1,5,NC(=O)c1cccc(CC2CC(Cc3ccccc3)N(CC(O)CC(Cc3ccccc3)C(=O)NC3c4ccccc4CC3O)C2=O)c1,0.7503,0.6974
1,0.2,9,2,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3cccc(NC(C)=O)c3)C(=O)O2)cc1,0.7429,0.6356
1,0.2,9,3,5,CCc1cccc(CC)c1NC(=O)CN1CC(c2ccc3c(c2)OCO3)C(C(=O)O)C1c1ccc(OC)cc1,0.7021,0.5381
1,0.2,9,4,5,NC(=O)c1cccc(CC2CC(Cc3ccccc3)N(CC(O)CC(Cc3ccccc3)C(=O)NC3c4ccccc4CC3O)C2=O)c1,0.7503,0.6974
1,0.2,9,5,5,NC(=O)c1cccc(CC2CC(Cc3ccccc3)N(CC(O)CC(Cc3ccccc3)C(=O)NC3c4ccccc4CC3O)C2=O)c1,0.7503,0.6974
1,0.2,10,1,5,NC(=O)c1cccc(CC2CC(Cc3ccccc3)N(CC(O)CC(Cc3ccc(OCCO)cc3)C(=O)NC3c4ccccc4CC3O)C2=O)c1,0.7612,0.6946
1,0.2,10,2,5,COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)cc1,0.7314,0.5536
1,0.2,10,3,5,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)C1CN(c2cccc(N)c2)C(=O)O1)S(=O)(=O)c1ccc2c(c1)OCO2,0.7073,0.6258
1,0.2,10,4,5,O=C(NC1c2ccccc2CC1O)C(Cc1ccccc1)CC(O)CN1C(=O)C(Cc2ccccc2)CC1Cc1ccccc1,0.7456,0.5808
1,0.2,10,5,5,O=C(NC1c2ccccc2CC1O)C(Cc1ccccc1)CC(O)CN1C(=O)C(Cc2ccccc2)CC1Cc1ccccc1,0.7456,0.5808
1,0.2,11,1,5,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[S+]([O-])CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0.7446,0.7042
1,0.2,11,2,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3ccccc3)C(=O)O2)cc1,0.7398,0.6475
1,0.2,11,3,5,CCOCCCNC(=O)C(c1ccccc1)N(Cc1ccc2c(c1)OCO2)C(=O)c1ccccc1O,0.6852,0.6703
1,0.2,11,4,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3ccccc3)C(=O)O2)cc1,0.7398,0.6475
1,0.2,11,5,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3ccccc3)C(=O)O2)cc1,0.7398,0.6475
1,0.2,12,1,5,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[S+](=N)([O-])CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0.771,0.6932
1,0.2,12,2,5,COc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2C(=O)NO)cc1,0.722,0.5721
1,0.2,12,3,5,O=C(Cc1ccc2c(c1)OCO2)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C1CN(c2ccccc2)C(=O)O1,0.7032,0.6454
1,0.2,12,4,5,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[S+](=N)([O-])CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0.771,0.6932
1,0.2,12,5,5,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[S+](=N)([O-])CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0.771,0.6932
1,0.2,13,1,5,COc1ccc(CNC(C(=O)NC2c3ccccc3CC2O)C(O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccc(OC)c(O)c2)C(C)(C)C)cc1,0.7385,0.6072
1,0.2,13,2,5,CC(C)CNC(=O)C1CN(C(C)(C)c2cc3cnccc3o2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2OCC1O,0.7233,0.6995
1,0.2,13,3,5,O=C(NC(Cc1ccc(OCCc2ccccc2)cc1)C(=O)NO)c1ccccc1,0.7197,0.6105
1,0.2,13,4,5,CN(Cc1ccccc1)C(=O)N1Cc2c(nc3ccccc3c2O)C1c1ccc2c(c1)OCO2,0.7008,0.3891
1,0.2,13,5,5,CCOCCCNC(=O)C(c1ccc(OC)cc1)N(Cc1cccs1)C(=O)c1ccccc1O,0.6994,0.6412
1,0.2,14,1,5,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(OCC(=O)N2CCOCC2)cc1)C(=O)NC1c2ccccc2CC1O,0.7294,0.6662
1,0.2,14,2,5,COc1cccc(C(=O)NC(Cc2ccccc2)C(=O)NC(C)c2ccccc2)c1,0.7193,0.247
1,0.2,14,3,5,CCOc1ccc(NC(=O)NCC(C(=O)NO)N(Cc2ccc3c(c2)OCO3)S(=O)(=O)c2ccc(OC)cc2)cc1,0.7037,0.5768
1,0.2,14,4,5,N#Cc1ccccc1-n1ccc(CN2CCN(CC(O)CC(Cc3cccnc3)C(=O)NC3c4ccccc4OCC3O)C(C(=O)NCC(F)(F)F)C2)c1,0.7136,0.6991
1,0.2,14,5,5,CCCCCNC(=O)C(c1ccc(OC)cc1)n1c(=O)c(-c2ccccc2)nc2ccccc21,0.7048,0.3498
1,0.2,15,1,5,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(OCCN2CCCCC2)cc1)C(=O)NC1c2ccccc2CC1O,0.7502,0.501
1,0.2,15,2,5,CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(CC(O)CC(Cc2cc3cnccc3s2)C(=O)NC2c3ccccc3OCC2O)C(C(=O)NCC(F)(F)F)C1,0.7263,0.401
1,0.2,15,3,5,COc1ccc(NC(=O)C(Cc2ccc(OCC(=O)NO)cc2)NCCCc2ccccc2)cc1,0.7268,0.6626
1,0.2,15,4,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2cccc(-c3ccccc3OC)c2)NC(=O)OC2COC3OCCC23)cc1,0.7029,0.6289
1,0.2,15,5,5,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(OCCN2CCCCC2)cc1)C(=O)NC1c2ccccc2CC1O,0.7502,0.501
1,0.2,16,1,5,COc1ccc(NC(=O)C2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)C(N)Cc2ccccc2)cc1,0.7354,0.6184
1,0.2,16,2,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC2CC3OCC(O)C3C2)cc1,0.7352,0.6297
1,0.2,16,3,5,CN=[S+]([O-])(CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,0.7165,0.6424
1,0.2,16,4,5,O=C(CCc1ccc(S(=O)(=O)NCCc2ccccc2)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.7004,0.673
1,0.2,16,5,5,CCN(C(=O)c1ccc(OCC2CN(C)c3ccccc3O2)cc1)c1cccc(CC(=O)O)c1,0.686,0.5543
1,0.2,17,1,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)OC2COC3OCCC23)cc1,0.7347,0.6237
1,0.2,17,2,5,COC(=O)NC(C(=O)NN(CCCC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)Cc1ccc(CN2CCOCC2)cc1)C(C)(C)C,0.718,0.703
1,0.2,17,3,5,O=S(=O)(NC(Cc1ccccc1)C(O)CN1CCN(Cc2ccc3c(c2)OCO3)CC1)c1ccc(F)cc1,0.7306,0.7157
1,0.2,17,4,5,CC(C)CC(CC(=O)NO)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NCCc1ccc(O)cc1,0.6937,0.6392
1,0.2,17,5,5,O=C(O)CCC1CC(=O)N(CC(=O)NCc2ccc(Nc3nc4ccccc4[nH]3)cc2)c2ccccc21,0.6818,0.647
1,0.2,18,1,5,COC(=O)NC(C(=O)NN(Cc1cccc(-c2ccccn2)c1)CC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)C(C)(C)C,0.7537,0.6564
1,0.2,18,2,5,COc1ccc(S(=O)(=O)NCCC(NC(CCc2ccccc2)C(=O)NCc2ccc(C(=O)O)cc2)C(=O)O)cc1,0.7391,0.6487
1,0.2,18,3,5,CN(c1ccc(C(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1)S(=O)(=O)c1ccccc1,0.7239,0.571
1,0.2,18,4,5,COc1ccc(NC(=O)N(C)CC2Oc3ccc(NC(=O)Cc4ccccc4)cc3CC(=O)N(C(C)CO)CC2C)cc1,0.7283,0.6426
1,0.2,18,5,5,CCN(CC)Cc1cc(CNCC(O)C(Cc2ccccc2)NC(=O)c2ccc(N3CCN(C)CC3)cc2)ccc1O,0.7188,0.6671
1,0.2,19,1,5,COC(=O)NC(C(=O)NN(Cc1ccc(-c2ccccc2)cc1)CC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)C(C)(C)C,0.759,0.6045
1,0.2,19,2,5,COc1ccc(S(=O)(=O)NCCC(NC(CCc2ccccc2)C(=O)N2CCOCC2)C(=O)O)cc1,0.7431,0.6639
1,0.2,19,3,5,CCN(CC)C(=O)C(Cc1ccc(O)cc1)NC(=O)c1cccc(CC(NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)c1,0.7343,0.6764
1,0.2,19,4,5,O=C(Nc1ccc(CCNCC(O)c2cccnc2)cc1)OCc1nc2ccccc2[nH]1,0.7003,0.611
1,0.2,19,5,5,CCN(CC)C(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccc3c(c2)OCO3)c2ccccc2)cc1,0.7106,0.00543
1,0.2,20,1,5,COC(=O)NC(C(=O)NN(Cc1cccc(Br)c1)CC(O)(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)C(C)(C)C,0.7443,0.6276
1,0.2,20,2,5,O=C(Nc1ccc(CC(NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1cc(F)c(F)cc1F,0.7383,0.6434
1,0.2,20,3,5,Cc1cc(COc2ccc(S(=O)(=O)NCC(C(=O)NO)N3CCN(C(=O)OCc4ccccc4)CC3)cc2)c2ccccc2n1,0.7312,0.6732
1,0.2,20,4,5,COC(=O)c1cccc(-c2ccc(CC(NC(=O)OC3CCOC3)C(O)CN(CC(C)C)S(=O)(=O)c3ccc(OC)cc3)cc2)c1,0.7237,0.6497
1,0.2,20,5,5,O=C(NCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(Cc2ccccc2)CC1,0.704,0.6676
1,0.2,21,1,5,CCCCNC(=O)Oc1ccc(CC(=O)N2CCN(Cc3ccccc3)CC2)cc1,0.7549,0.187
1,0.2,21,2,5,Cc1cc(NCc2cccnc2)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O,0.7433,0.6449
1,0.2,21,3,5,O=C(O)CC(NS(=O)(=O)c1ccc2ccccc2c1)C(=O)NCCc1ccccc1,0.7432,0.6005
1,0.2,21,4,5,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2cccc(-c3cccc(OC)c3)c2)NC(=O)OC2CCOC2)cc1,0.7394,0.6407
1,0.2,21,5,5,O=C(CCCCCN1CCN(Cc2ccc(-c3cc4c(NCc5ccccc5)ncnc4[nH]3)cc2)CC1)NO,0.7304,0.6595
1,0.2,22,1,5,COc1ccc(NC(=O)CCc2ccc(S(=O)(=O)NCCc3ccccc3)cc2)cc1OC,0.7508,0.5886
1,0.2,22,2,5,CSCC(NC(=O)Cc1ccc(C)cc1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O,0.7396,0.6427
1,0.2,22,3,5,O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCN(Cc2ccccc2)CC1,0.7343,0.6859
1,0.2,22,4,5,O=C(O)CCC(NS(=O)(=O)c1ccc2ccccc2c1)C(=O)NC(Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O,0.7406,0.5291
1,0.2,22,5,5,COC(=O)C(Cc1ccc(O)cc1)NC(=O)Cn1cnc2c(NCc3ccccc3)ncnc21,0.7382,0.566
1,0.2,23,1,5,COc1ccc(S(=O)(=O)Nc2nc(NCCCCC(=O)NO)c3ncn(Cc4ccccc4)c3n2)cc1,0.7447,0.5772
1,0.2,23,2,5,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)Nc1cccc2cccnc12,0.7401,0.6707
1,0.2,23,3,5,Cc1cc(NC(=O)CN2CCOCC2)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O,0.7391,0.6557
1,0.2,23,4,5,O=C(O)CCC(NC(=O)c1ccc(-c2cccnc2)cc1)c1nnc(CCc2ccccc2)o1,0.7285,0.6356
1,0.2,23,5,5,COc1cccc(CCOc2ccc3c(c2)C(=O)N(C(CC(C)C)C(=O)NC2CCN(Cc4ccccc4)CC2)C(Cc2ccc(O)cc2)C(=O)N3)c1,0.7333,0.2884
1,0.2,24,1,5,O=C(CCC(NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O)NCc1ccccc1,0.7476,0.6016
1,0.2,24,2,5,O=C(O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)C1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,0.7455,0.6303
1,0.2,24,3,5,O=C(CCCCCC(NC(=O)c1ccc2ccccc2n1)C(=O)Nc1cccc2cccnc12)NO,0.7344,0.6565
1,0.2,24,4,5,O=C(Nc1ccccc1C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)OCc1ccccn1,0.7355,0.5292
1,0.2,24,5,5,O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(c2nc3ccccc3o2)CC1,0.7086,0.654
1,0.2,25,1,5,CS(=O)(=O)NC(=O)C1CN(CCCC(=O)O)c2cccc(NC(=O)c3ccc(OCCCCc4ccccc4)cc3)c2O1,0.7464,0.6738
1,0.2,25,2,5,O=C(NCCc1ccccc1)c1cc(-c2ccncc2)nc2ccc(S(=O)(=O)N3CCOCC3)cc12,0.7414,0.6374
1,0.2,25,3,5,NC(Cc1ccc(O)cc1)C(=O)Nc1ccccc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,0.7404,0.6674
1,0.2,25,4,5,CSCC(NC(=O)COc1cccc(Nc2ccccc2)c1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O,0.7359,0.6512
1,0.2,25,5,5,O=C(O)CCc1cc(CCNS(=O)(=O)c2ccc(Br)cc2)cc(Cc2cccnc2)c1,0.7158,0.6501
1,0.2,26,1,5,O=C(CCCCCCOc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1)NO,0.7597,0.5303
1,0.2,26,2,5,NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC(=O)CCc1ccc(-c2ccccc2)cc1,0.7532,0.6666
1,0.2,26,3,5,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1,0.7468,0.6429
1,0.2,26,4,5,O=C(O)C(Cc1ccc2cc(OCCCCN3CCNCC3)ccc2c1)NS(=O)(=O)c1ccc(Br)cc1,0.7289,0.6848
1,0.2,26,5,5,CCN1C(C(=O)NC(Cc2ccccc2)C(=O)C(=O)NCc2ccncc2)Cc2cc3c(cc2S1(=O)=O)OCCO3,0.7286,0.5905
1,0.2,27,1,5,O=C(O)C(Cc1ccc2cc(OCCCN3CCNCC3)ccc2c1)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.762,0.6976
1,0.2,27,2,5,NC(Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2CC1C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.7613,0.635
1,0.2,27,3,5,O=C(Cc1c[nH]c2ccccc12)CC(Cc1ccccc1)C(=O)NC(CCCCCC(=O)NO)C(=O)NCc1ccccc1,0.742,0.6127
1,0.2,27,4,5,CSCCC(NC(=O)c1ccc(CS(=O)(=O)c2cccnc2)cc1-c1ccccc1)C(=O)O,0.7435,0.6338
1,0.2,27,5,5,Cc1cc(O)cc(C)c1CNC(=O)C(Cc1ccccc1)CC(O)CN1CCN(S(=O)(=O)c2ccc3c(c2)CCN3c2ncccn2)CC1C(=O)NC(C)(C)C,0.7314,0.672
1,0.2,28,1,5,NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCC(=O)Nc1ccc(O)cc1,0.7644,0.6229
1,0.2,28,2,5,Cc1cccc(C)c1N(CC(=O)NC(Cc1ccccc1)C(O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC(=O)N(C)C,0.7568,0.6526
1,0.2,28,3,5,O=C(CCCCNC1=NCCN1)Nc1ccc(CC(NC(=O)C2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1,0.7576,0.658
1,0.2,28,4,5,O=C(O)CCc1ccc(CNS(=O)(=O)c2ccc(Cl)cc2)c(CCc2cccnc2)c1,0.7465,0.6341
1,0.2,28,5,5,CN(CCOc1ccc(CC(CCCCc2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1,0.7426,0.2517
1,0.2,29,1,5,O=C(NCCc1cccc(Cl)c1)C(Cc1ccccc1)CC(O)CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.7595,0.6545
1,0.2,29,2,5,CC1CN(CCC(=O)NC(Cc2ccc(-c3ccccc3)cc2)C(=O)O)CCC1(C)c1cccc(O)c1,0.7545,0.6566
1,0.2,29,3,5,O=C(NCCCN1CCOCC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0.7526,0.686
1,0.2,29,4,5,O=C(O)CCNC(=O)c1nc(-c2cccnc2)c2c(=O)n(Cc3ccccc3)ccc2c1O,0.7424,0.5936
1,0.2,29,5,5,CC(C)COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(Cc3c[nH]c4ccccc34)C(=O)O)cc2)cc1,0.7426,0.5789
1,0.2,30,1,5,N=C(N)NCCC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,0.7625,0.665
1,0.2,30,2,5,O=C(NC1(C(=O)NC(Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCc2ccccc21)c1cc2ccccc2s1,0.7562,0.6711
1,0.2,30,3,5,COc1ccccc1-c1ccc(CC(NC(=O)Cc2cccc([N+](=O)[O-])c2)C(=O)O)cc1,0.7554,0.6317
1,0.2,30,4,5,O=[N+]([O-])c1ccc(S(=O)(=O)NC(Cc2ccccc2)C(O)CSc2ncccn2)cc1,0.7531,0.5661
1,0.2,30,5,5,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2cc3ccccc3cc2C(=O)O)cc1,0.7351,0.5769
1,0.2,31,1,5,CC(=O)N1CCc2cc(S(=O)(=O)NC(Cc3ccccc3)C(=O)Nc3ccc(Cl)cc3)ccc21,0.768,0.5758
1,0.2,31,2,5,O=C(CCc1ccc(C(=O)NCC(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)s1)NC1=NCCCN1,0.7675,0.5935
