Trial,Beta,Iteration,Selected SMILES,UCB,True f
1,0.4,27,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CCOc4cc(O)c5c(=O)c(-c6ccc(OC)cc6)coc5c4)CC3)cc21,0.8329,0.6258
1,0.4,28,CCn1cc(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)c(=O)c2ccc(C)nc21,0.8184,0.6162
1,0.4,29,CCn1cc(C(=O)N2CCN(c3cccc(C)c3C)CC2)c(=O)c2ccc(C)nc21,0.8308,0.1175
1,0.4,30,O=C(NCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)c1cnccn1,0.8237,0.6494
1,0.4,31,O=C(CSc1nnc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)s1)c1ccc(F)cc1,0.8517,0.5883
1,0.4,32,Cc1cccc(N2CCN(CC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CC2)c1,0.8447,0.662
1,0.4,33,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CN4CCN(Cc5ccccc5)CC4)CC3)c(F)cc2c1=O,0.8491,0.6709
1,0.4,34,CC(OC(=O)C(C)NC(=O)c1ccccc1)OC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.8583,0.6229
1,0.4,35,O=C(O)C1=C(COC(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)SC2CC(=O)N12,0.8592,0.597
1,0.4,36,O=C(O)c1cn(C2CC2)c2cc(N3CCN(c4ccncc4)CC3)c(F)cc2c1=O,0.8601,0.5204
1,0.4,37,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)CC[N+](=O)[O-])CC3)c(F)cc2c1=O,0.8454,0.6414
1,0.4,38,CONC(=S)NN=C1C(=O)N(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)c2ccc(Cl)cc21,0.8454,0.6113
1,0.4,39,CCCC(CCC)C(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.8478,0.5917
1,0.4,40,O=C(O)c1cn(C2CC2)c2cc(N3CCN(CC(O)CSc4ncn(Cc5ccc(Cl)c(Cl)c5)n4)CC3)c(F)cc2c1=O,0.8469,0.6333
1,0.4,41,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cn4nc(-c5cccc(O)c5)n(-c5ccccc5)c4=S)CC3)c(F)cc2c1=O,0.8554,0.5755
1,0.4,42,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc(OCc5ccccc5)cc4)CC3)c(F)cc2c1=O,0.8528,0.3958
1,0.4,43,CC(C)CC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.8385,0.5826
1,0.4,44,CCON=C1C(=O)N(CCN2CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC)CC2)c2ccc(F)cc21,0.8335,0.6243
1,0.4,45,Nc1ncc(Cn2cc(CN3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)nn2)c(N)n1,0.8436,0.5916
1,0.4,46,COc1c(N2CCN(c3nnc(-c4ccc([N+](=O)[O-])o4)s3)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.84,0.581
1,0.4,47,COc1c(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.833,0.6153
1,0.4,48,COc1c(N2CCN(Cn3c(O)c(N=NC(=N)S)c4cc(C)ccc43)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8351,0.4585
1,0.4,49,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(S(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)cc21,0.8288,0.614
1,0.4,50,Cc1cc(N2CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(Cc5ccc(C(F)(F)F)cc5)c4c3F)CC2)nc(N2CCCCC2)n1,0.8237,0.4199
1,0.4,51,CCON=C1C(=O)N(CCN2CCN(c3c(F)cc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC)CC2)c2ccccc21,0.824,0.6434
1,0.4,52,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1N1CCN(c2ccccn2)CC1,0.8226,0.6498
1,0.4,53,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)c([N+](=O)[O-])cc2c1=O,0.8276,0.6474
1,0.4,54,O=C(O)c1cn(C2CC2)c2cc(N3CCN(c4nnc(SCc5ccc([N+](=O)[O-])cc5)s4)CC3)c(F)cc2c1=O,0.8324,0.6012
1,0.4,55,CCCCCCCCn1c(CN2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)nc2ccccc21,0.8314,0.2813
1,0.4,56,CC(C)c1cc(C(C)C)c(S(=O)(=O)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2)c(C(C)C)c1,0.8211,0.308
1,0.4,57,NC(Cc1ccccc1)C(=O)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.8182,0.627
1,0.4,58,NCC(=O)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.8345,0.5793
1,0.4,59,O=C(O)c1cn(C2CC2)c2c(Cl)c(N3CCC(NCC(O)CSc4ncn(Cc5ccc(Cl)c(Cl)c5)n4)C3)c(F)cc2c1=O,0.8311,0.4954
1,0.4,60,CCn1cc(C(=O)O)c(=O)c2cc(F)c(NC(=O)C3CCC(COc4ccccc4)CC3)c(F)c21,0.8262,0.5666
1,0.4,61,NCC(F)=C1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.8254,0.585
1,0.4,62,CC1(CNC2CC2)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1=NOCc1ccccc1,0.8244,0.6245
1,0.4,63,Nc1ccc(C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)CC2N)cc1,0.8385,0.604
1,0.4,64,O=C(O)c1cn(C2CC2)c2nc(N3CCC(O)(c4ccc(Cl)cc4)CC3)c([N+](=O)[O-])cc2c1=O,0.8445,0.6361
1,0.4,65,O=C(O)c1cn(C2CC2)c2nc(-c3ccncc3)c(F)cc2c1=O,0.8472,0.5428
1,0.4,66,CNC1CC(=NOC)CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,0.8452,0.5481
1,0.4,67,CCNCC1(c2ccccc2)CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,0.8384,0.4344
1,0.4,68,COc1c(N2CCCC(N(C)CCN3C(=O)C(=NNC(N)=S)c4cc(F)ccc43)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8329,0.6387
1,0.4,69,COc1c(N2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.828,0.2858
1,0.4,70,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(CN4C(=O)C(=NNC(=S)NO)c5cc(F)ccc54)C(C)C3)c(F)c21,0.8336,0.5836
1,0.4,71,COc1ccc(Cn2cc(C(=O)O)c(=O)c3cc4c(nc32)N2CCCC2CO4)c(OC)c1,0.8302,0.6123
1,0.4,72,NC1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1c1ccc(Cl)c(Cl)c1,0.8245,0.5876
1,0.4,73,COC(=O)c1cc(Cn2cc(C(=O)O)c(=O)c3cc(I)ccc32)ccc1OC,0.8231,0.5428
1,0.4,74,CN1CC2CCC1CN2c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.8199,0.4865
1,0.4,75,CCN(CC)C(=O)C1CCCN(c2c(F)c([N+](=O)[O-])c3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,0.811,0.5588
1,0.4,76,Cc1c(N2CCC(C)CC2)c([N+](=O)[O-])cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8145,0.6019
1,0.4,77,Nc1cc2c(=O)c(C(=O)O)cn(C3CC3)c2cc1NC1CC1,0.8135,0.5881
1,0.4,78,Cc1c(N2CCC(O)CC2)c(N)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8171,0.6118
1,0.4,79,CCC1CCN(c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)CC1N,0.8228,0.6124
1,0.4,80,Nc1c(F)c(N2CCC(N)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0.83,0.5651
1,0.4,81,NC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C(F)(F)F)C1,0.8297,0.5766
1,0.4,82,NCC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0.8321,0.5965
1,0.4,83,CCOc1c(N2CCC(C)(CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8346,0.5909
1,0.4,84,Cc1cc(-c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)ccn1,0.8246,0.3319
1,0.4,85,Cc1c(F)c(N2CCC(C)(CN)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0.8165,0.5844
1,0.4,86,Cc1c(N2CCSCC2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8167,0.1772
1,0.4,87,CC1COc2c(N3CCC(CNC4CC4)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.8137,0.5689
1,0.4,88,CC1COc2c(N3CCN(C(=O)c4ccco4)CC3)c(F)c([N+](=O)[O-])c3c(=O)c(C(=O)O)cn1c23,0.8181,0.5809
1,0.4,89,CON=C(N)C1CN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)CC1=NOC,0.8104,0.5227
1,0.4,90,CCON=C1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCC1(C)N,0.8109,0.5626
1,0.4,91,CCON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2nc(N)c(F)cc2F)CC1(C)CNC1CC1,0.8143,0.5406
1,0.4,92,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CCCCC4)c3c2F)C1,0.8094,0.4061
1,0.4,93,COc1cccc(Cn2c(N3CCCC(N)C3)nc3c4cc(C(=O)O)ccc4n(C)c(=O)c32)c1,0.8058,0.6519
1,0.4,94,Cn1c(=O)n(Cc2ccc(C(=O)O)c(F)c2)c(=O)c2c1nc(N1CCCC(N)C1)n2Cc1ccccc1Cl,0.8387,0.6092
1,0.4,95,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2cc(F)ccc2Cl)c2cc(C(=O)O)ccc21,0.8332,0.6325
1,0.4,96,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2Cl)c2c(C(=O)O)cccc21,0.8265,0.6386
1,0.4,97,COC(=O)c1ccc2c3nc(N4CCCC(N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1,0.842,0.632
1,0.4,98,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2F)c2cc(C(=O)O)ccc21,0.8385,0.6477
1,0.4,99,Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCCC(N)C3)cc(C(=O)O)nc21,0.8373,0.6073
1,0.4,100,Cn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2Cl)c2ccc(CC(=O)O)cc21,0.835,0.6451
1,0.4,101,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2nccs2)C1,0.8233,0.5713
1,0.4,102,CCN(CC)C(=O)C1CCCN(c2cc3c(cc2[N+](=O)[O-])c(=O)c(C(=O)O)c2sc4ccccc4n23)C1,0.823,0.6201
1,0.4,103,Cn1cc(C(=O)O)c(=O)c2cc(N)c(N3CCN(c4cnc5ccccc5n4)CC3)cc21,0.8276,0.647
1,0.4,104,CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(N)c(N3CCN(c4nc5ccccc5s4)CC3)cc21,0.8451,0.6439
1,0.4,105,CCc1[nH]c2nc(Sc3ccc4[nH]cc(C(=O)O)c(=O)c4c3)nc(N3CCC(N)C3)c2c1Cl,0.8286,0.5624
1,0.4,106,CC(C)(CF)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21,0.8323,0.5692
1,0.4,107,COc1c(N2CCC(CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(-c3ccc(O)cc3)c12,0.8279,0.6363
1,0.4,108,CC#CCn1c(N2CCCC(N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,0.8285,0.5701
1,0.4,109,COc1cccc(C(=O)Cn2c(=O)c3c(nc(N4CCCC(N)C4)n3CC=C(C)C)n(C)c2=O)c1OC,0.8319,0.5532
1,0.4,110,CN1CCC2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(O)cc3)CC21,0.8259,0.6311
1,0.4,111,O=C(O)c1cn(-c2ccc(F)cc2)c2nc(N3CCC(O)C3)c(F)cc2c1=O,0.8293,0.6211
1,0.4,112,Nc1c(F)ccc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CCC(N)C4)nc32)c1F,0.8337,0.5701
1,0.4,113,CC1CNCCN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2-c1ccc(O)cc1,0.8294,0.615
1,0.4,114,CN1CCN(c2cc3c(cc2N)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0.8302,0.6522
1,0.4,115,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCC(n4c(=O)[nH]c5cc(Cl)ccc54)CC3)c([N+](=O)[O-])cc2c1=O,0.8435,0.5787
1,0.4,116,CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(c5ccc(F)cc5)CC4)c(c32)S1,0.8409,0.2368
1,0.4,117,Cc1cn(C2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F)C2)c(=O)[nH]c1=O,0.8302,0.6571
1,0.4,118,CCC(C)(CC)CC(c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCCC(n2cc(C)c(=O)[nH]c2=O)C1,0.8446,0.2026
1,0.4,119,O=C(O)c1cn(-c2ccc([N+](=O)[O-])cc2)c2cc(N3CCCC3)c(F)cc2c1=O,0.8251,0.6536
1,0.4,120,O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccc(C(=O)O)c3)cc21,0.8245,0.532
1,0.4,121,CCn1cc(C(=O)O)c(=O)c2c(N)nc(N3CCNCC3)nc21,0.8235,0.519
1,0.4,122,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ncc(Cl)s2)C1,0.8223,0.5537
1,0.4,123,CC#CCn1c(N2CCCC(N)C2)cc(=O)n(Cc2ccc3cc(OC)ccc3n2)c1=O,0.8224,0.6052
1,0.4,124,CC#CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1cccc3c1OCCO3)c(=O)n2C,0.8325,0.5358
1,0.4,125,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1cc3ccccc3cn1)c(=O)n2C,0.8263,0.5945
1,0.4,126,Cn1c2nccc-2c(N2CCCC(N)C2)n(Cc2cccc(F)c2)c1=O,0.8281,0.2991
1,0.4,127,COc1cc2nc(N3CCC(Nc4ccc(C(=O)O)cn4)CC3)nc(N)c2cc1OC,0.8243,0.6191
1,0.4,128,COc1ccc(OC)c(C(=O)NC(CC(N)=O)c2ccc(N3CCC(N4CCCC4)CC3)c([N+](=O)[O-])c2)c1,0.8281,0.6634
1,0.4,129,O=C(O)c1ccccc1C(=O)c1ccc(N2CCCC2)c([N+](=O)[O-])c1,0.8425,0.6733
1,0.4,130,COc1ccc(OC)c(C(=O)NC(CC(N)=O)c2ccc(NCCN3CCCCC3)c([N+](=O)[O-])c2)c1,0.8455,0.6486
1,0.4,131,COC(=O)CCN(C(=O)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1)c1ccccn1,0.8487,0.6534
1,0.4,132,O=C(NCc1ccccn1)c1ccc(N2CCCC2)c([N+](=O)[O-])c1,0.8522,0.5953
1,0.4,133,COc1cccc(NC(=O)CN(C)C(=O)c2ccc(N3CCOCC3)c([N+](=O)[O-])c2)c1,0.853,0.6171
1,0.4,134,O=C(OCn1nnc2ccccc2c1=O)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,0.8608,0.5683
1,0.4,135,NC(=O)CC(NC(=O)c1ccc(Br)cc1)c1ccc(N2CCCCCC2)c([N+](=O)[O-])c1,0.8559,0.6474
1,0.4,136,NC(=O)CC(NC(=O)Cc1cccc2ccccc12)c1ccc(N2CCCCCCC2)c([N+](=O)[O-])c1,0.8629,0.6083
1,0.4,137,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(N2CCC(N3CCCC3)CC2)c([N+](=O)[O-])c1,0.8571,0.6853
1,0.4,138,CCOC(=O)C1CCN(c2ncc(NS(=O)(=O)c3ccccc3)cc2C(=O)O)CC1,0.8601,0.6189
1,0.4,139,NC(=O)c1ccc(N2CCC(C(N)=O)CC2)c([N+](=O)[O-])c1,0.8642,0.5641
1,0.4,140,CCOC(=O)C1CCN(c2ncnc(Oc3ccc(C(=O)CC(=O)OC)cc3)c2[N+](=O)[O-])CC1,0.8611,0.624
1,0.4,141,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Cn4cnc([N+](=O)[O-])c4)CC3)c(F)c2)C(=O)O1,0.8637,0.5998
1,0.4,142,O=C(COC(=O)c1cnc(O)nc1O)Nc1cccc(S(=O)(=O)N2CCCCC2)c1,0.8642,0.5809
1,0.4,143,O=C(O)CNC(=O)c1ncc(-c2cccc(C(=O)N3CCCC3)c2)cc1O,0.8682,0.6533
1,0.4,144,CCOC(=O)c1cccc(NC(=O)NC(=O)N2CCN(C(=O)CN3C(=O)C(=O)c4cc([N+](=O)[O-])ccc43)CC2)c1,0.8721,0.6208
1,0.4,145,NC(=O)c1ccc(SCC(=O)OCC(=O)N2CCN(C(=O)c3ccco3)CC2)c([N+](=O)[O-])c1,0.8775,0.604
1,0.4,146,O=C(OCC(=O)N1CCCCC1)c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O,0.8773,0.6182
1,0.4,147,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(CN3CCCCC3)nc(-c3ccccc3)n2)CC1,0.8799,0.6425
1,0.4,148,O=C(O)c1ccc(S(=O)(=O)N2CCN(C(=O)Cn3c(=O)oc4ccc(Cl)cc43)C(CN3CCCC3)C2)cc1O,0.8845,0.6588
1,0.4,149,COCCNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)N2CCCCC2)c1=O,0.8872,0.6166
1,0.4,150,O=C(O)c1nn(CC(=O)N2CCCCCC2)c(=O)c2ccccc12,0.892,0.6633
1,0.4,151,COc1cccc(NC(=O)C(=O)c2cn(CC(=O)N3CCCC3)c3ccccc23)c1,0.8995,0.5534
1,0.4,152,NC(=O)c1cnc(-c2ccccc2)nc1CCNC(=O)CN1CCCC1,0.8942,0.602
1,0.4,153,O=C(O)Cn1cc(C=C2SC(=O)N(CC(=O)N3CCCCCC3)C2=O)c2ccccc21,0.8947,0.644
1,0.4,154,O=C(O)c1ccc2c(c1)c(C1CCCCC1)c(-c1ccccc1)n2CC(=O)N1CCS(=O)(=O)CC1,0.8982,0.7112
1,0.4,155,O=C(CN1C(=O)C(=NNC(=O)c2cc([N+](=O)[O-])ccc2O)c2ccccc21)NC1CCCCC1,0.903,0.628
1,0.4,156,CC(C)N1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1,0.9032,0.4573
1,0.4,157,COc1cc(C(=O)O)cc(-c2nc3nc(N4CCCC(C(=O)N5CCCC5)C4)ccc3[nH]2)n1,0.8915,0.6146
1,0.4,158,COc1ccc(C(=O)Nc2cccc(C(=O)O)c2)cc1S(=O)(=O)N1CCCC1,0.8935,0.6347
1,0.4,159,Cn1c(N)c(C(=O)COC(=O)c2ccc(Cl)c(S(=O)(=O)N3CCCCC3)c2)c(=O)n(C)c1=O,0.8969,0.5382
1,0.4,160,COc1ccc(-c2cc3c(=O)n(CC(=O)N4CCCC4)ncn3n2)cc1,0.8935,0.5276
1,0.4,161,O=C(O)c1cc(NC(=O)c2ccc3c(c2)C(=O)N(CC2CCCO2)C3=O)cc(C(=O)O)c1,0.8925,0.6105
1,0.4,162,CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2cccc(C(=O)O)c2)N=C(C2CCCCCC2)c2ccccc21,0.895,0.4559
1,0.4,163,Cn1c(=O)c(C(=O)NCCC(=O)N2CCCCC2)c(O)c2ccccc21,0.8891,0.6259
1,0.4,164,CC(=O)NCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCCCC3)cnc21,0.8849,0.5719
1,0.4,165,Cc1cccc(C(=O)Nc2ccc(N3CCC(N4CCCCC4)CC3)c(C(=O)O)c2)c1,0.8848,0.4312
1,0.4,166,CCOC(=O)C1CCCN(C(=O)Cn2ncc3c4ccccc4n(C)c3c2=O)C1,0.8881,0.6191
1,0.4,167,CCOC(=O)C1CCCN(C(=O)c2cccc(N3C(=O)c4ccccc4C3=O)c2)C1,0.8883,0.6229
1,0.4,168,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OCCN)cc(-c3ccccc3)n2)CC1,0.8891,0.6367
1,0.4,169,CCOC(=O)C1CCCN(C(=O)c2ccc3c(c2)sc2nc(-c4cccc(OC)c4)cn23)C1,0.8901,0.3611
1,0.4,170,COC(=O)COc1ccc(C=C2SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1Br,0.8881,0.5914
1,0.4,171,Nc1nn(CC(=O)N2CCCC2)c2nc(-c3ccccc3)cc(C(F)(F)F)c12,0.8886,0.4393
1,0.4,172,CCC1CCCCN1C(=O)COC(=O)CSc1ccc(C(N)=O)cc1[N+](=O)[O-],0.8886,0.5925
1,0.4,173,CCc1cc(=O)oc2cc(OCC(=O)N3CCC(C(N)=O)CC3)ccc12,0.8874,0.6161
1,0.4,174,O=C(NC(CCC(=O)N1CCOCC1)C(=O)O)c1ccc2ccccc2c1,0.888,0.6708
1,0.4,175,COc1ccc(NC(=O)CCC(=O)N2CCOCC2)c([N+](=O)[O-])c1,0.9003,0.6041
1,0.4,176,CCc1cc(=O)oc2cc(C)cc(OCC(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)c12,0.8935,0.6904
1,0.4,177,Cc1cc(C)cc(CC(=O)N2CCN(c3ccc(C(=O)NC(C(N)=O)C(C)O)cn3)CC2)c1,0.8994,0.6279
