Molecule_index,Round,Top5_running_mean
1,0.0,0.5585753334243899
2,0.2,0.49132968929955056
3,0.4,0.5067151437304179
4,0.6000000000000001,0.38530436635993875
5,0.8,0.40249987758805067
6,1.0,0.505134302486161
7,1.2000000000000002,0.505134302486161
8,1.4000000000000001,0.534821425832134
9,1.6,0.5493671518424741
10,1.8,0.5543109773519157
11,2.0,0.5665525085728591
12,2.2,0.5725956924504114
13,2.4000000000000004,0.5939177934560609
14,2.6,0.5939177934560609
15,2.8000000000000003,0.5939177934560609
16,3.0,0.5939177934560609
17,3.2,0.6055462616423598
18,3.4000000000000004,0.608421881073471
19,3.6,0.608421881073471
20,3.8000000000000003,0.608421881073471
21,4.0,0.624850992327362
22,4.2,0.6274121706450402
23,4.4,0.628929717478647
24,4.6000000000000005,0.628929717478647
25,4.800000000000001,0.628929717478647
26,5.0,0.628929717478647
27,5.2,0.6349286393327882
28,5.4,0.6491356960925359
29,5.6000000000000005,0.6491356960925359
30,5.800000000000001,0.6491356960925359
31,6.0,0.6491356960925359
32,6.2,0.6551534678735236
33,6.4,0.6551534678735236
34,6.6000000000000005,0.6551534678735236
35,6.800000000000001,0.6551534678735236
36,7.0,0.6551534678735236
37,7.2,0.6551534678735236
38,7.4,0.6551534678735236
39,7.6000000000000005,0.6551534678735236
40,7.800000000000001,0.65746201189043
41,8.0,0.65746201189043
42,8.200000000000001,0.65746201189043
43,8.4,0.65746201189043
44,8.6,0.65746201189043
45,8.8,0.65746201189043
46,9.0,0.65746201189043
47,9.200000000000001,0.65746201189043
48,9.4,0.6575788208031288
49,9.600000000000001,0.6575788208031288
50,9.8,0.6575788208031288
51,10.0,0.6575788208031288
52,10.200000000000001,0.6575788208031288
53,10.4,0.6608175187879403
54,10.600000000000001,0.6608175187879403
55,10.8,0.6608175187879403
56,11.0,0.6608175187879403
57,11.200000000000001,0.6608175187879403
58,11.4,0.663258721857209
59,11.600000000000001,0.663258721857209
60,11.8,0.663258721857209
61,12.0,0.6686559872784043
62,12.200000000000001,0.6686559872784043
63,12.4,0.6686559872784043
64,12.600000000000001,0.6813021593376103
65,12.8,0.6813021593376103
66,13.0,0.6813021593376103
67,13.200000000000001,0.6813021593376103
68,13.4,0.6813021593376103
69,13.600000000000001,0.6813021593376103
70,13.8,0.681333110946774
71,14.0,0.6852828584064803
72,14.200000000000001,0.6852828584064803
73,14.4,0.6852828584064803
74,14.600000000000001,0.6852828584064803
75,14.8,0.6852828584064803
76,15.0,0.6852828584064803
77,15.200000000000001,0.6905605897577466
78,15.4,0.6905605897577466
79,15.600000000000001,0.6905605897577466
80,15.8,0.6905605897577466
81,16.0,0.6905605897577466
82,16.2,0.6905605897577466
83,16.400000000000002,0.6905605897577466
84,16.6,0.6905605897577466
85,16.8,0.6905605897577466
86,17.0,0.6905605897577466
87,17.2,0.6937977824398964
88,17.400000000000002,0.6937977824398964
89,17.6,0.6937977824398964
90,17.8,0.6937977824398964
91,18.0,0.6937977824398964
92,18.2,0.6937977824398964
93,18.400000000000002,0.6937977824398964
94,18.6,0.6937977824398964
95,18.8,0.6937977824398964
96,19.0,0.6937977824398964
97,19.200000000000003,0.6937977824398964
98,19.400000000000002,0.6937977824398964
99,19.6,0.6937977824398964
100,19.8,0.6937977824398964
