Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f,Method
,,30,4,5,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)c1ccc(N2CCNCC2)cn1)C(=O)NC(Cc1ccccc1)C(=O)O,0.8381,0.5856,BUCB
,,30,5,5,CCCNC(=O)Nc1cccc(-c2ccc(CC(NS(=O)(=O)c3ccccc3C(F)(F)F)C(=O)O)cc2)c1,0.8377,0.5383,BUCB
,,31,1,5,COc1cccc(OC)c1-c1ccc(CC(NC(=O)C2(S(=O)(=O)c3ccccc3)CCCNC2)C(=O)O)cc1,0.8509,0.6627,BUCB
,,31,2,5,CCCNc1cc(C(=O)NC(CCC(=O)O)C(=O)N2CCN(C(=O)OCC)CC2)nc(-c2ccccc2)n1,0.8426,0.6093,BUCB
,,31,3,5,O=C(CC(C(=O)NC(Cc1ccccc1)C(=O)NCc1ccccc1)C1CCCCC1)NO,0.8441,0.6506,BUCB
,,31,4,5,CC(=O)Nc1ccc(CC(NC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc1,0.8307,0.6745,BUCB
,,31,5,5,CCN(C(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(N)Cc1ccc(O)cc1)C(Cc1ccccc1F)C(N)=O,0.8138,0.5966,BUCB
,,32,1,5,NC(C(=O)NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(C2(CNC(=O)Cc3ccccc3)CCCCC2)CC1)c1ccccc1,0.8567,0.6714,BUCB
,,32,2,5,O=C(Nc1ccc(CC(NC(=O)C2C3CCC(CC3)N2S(=O)(=O)c2ccccc2)C(=O)O)cc1)c1ccncc1,0.856,0.6874,BUCB
,,32,3,5,CCOc1ccc(NC(=O)N2CCC(NC(=O)C(Cc3ccccc3OC)NC(C)=O)CC2)cc1,0.8438,0.6504,BUCB
,,32,4,5,CC(C)(O)C(=O)NC(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCCC1c1nc2cc(F)c(F)cc2[nH]1,0.8337,0.6109,BUCB
,,32,5,5,O=C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)NCCN1CCOCC1,0.8168,0.5854,BUCB
,,33,1,5,COc1cccc(OC)c1-c1ccc(CC(NC(=O)C2C3CCC(CC3)N2S(=O)(=O)c2ccccc2)C(=O)O)cc1,0.8587,0.6758,BUCB
,,33,2,5,CC(C)CC1(N2CCN(C(=O)C(Cc3ccc(Cl)cc3)NC(=O)CC3NCc4ccccc43)CC2)CCN(C(=O)C(C)C)CC1,0.8466,0.547,BUCB
,,33,3,5,N=C(N)NCCCC(NC(=O)C(CC1CCCCC1)NC(=O)c1ccccn1)C(=O)NC(Cc1ccccc1)C(N)=O,0.8337,0.6083,BUCB
,,33,4,5,CCN(CC)c1ncc(N(CC)C(=O)c2cccc(F)c2)c(NC(Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1,0.8258,0.5683,BUCB
,,33,5,5,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC1CSSCC(C(=O)O)NC(=O)C2(CCCC2)CCNC1=O,0.8097,0.5746,BUCB
,,34,1,5,CC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C1CCCC1NC(=O)C(N)Cc1ccc(O)cc1)C(N)=O,0.8518,0.5978,BUCB
,,34,2,5,CC1CN(CCC(=O)NC(Cc2ccc(-c3ccccc3)cc2)C(=O)O)CCC1(C)c1cccc(O)c1,0.8485,0.6566,BUCB
,,34,3,5,CCOC(=O)N1CCC(NC(=O)C(CCc2ccccc2)NC(CCNS(=O)(=O)c2ccc(OC)cc2)C(=O)O)CC1,0.847,0.6362,BUCB
,,34,4,5,O=C(NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(C2CCCCC2n2cncn2)CC1)C1Cc2ccccc2CN1,0.8178,0.6552,BUCB
,,34,5,5,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCc1nc(Cc2ccc(C(F)(F)F)cc2)no1,0.803,0.575,BUCB
,,35,1,5,CCCC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,0.8499,0.6179,BUCB
,,35,2,5,CCOC(=O)CNC(=O)Nc1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0.8494,0.6518,BUCB
,,35,3,5,COC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(NS(=O)(=O)O)cc1)c1nc2c(s1)CCCC2,0.8495,0.6013,BUCB
,,35,4,5,CCC(C)C(NC(=O)C(CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC(c2ccc(Oc3ccccc3)cc2)CC1,0.8375,0.2405,BUCB
,,35,5,5,N=C(N)c1ccc(CC(NC(=O)CNS(=O)(=O)c2ccc(C(=N)N)cc2)C(=O)O)cc1,0.823,0.5354,BUCB
,,36,1,5,CC(=O)NC(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,0.8509,0.683,BUCB
,,36,2,5,CCN(CC)CC(C)N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0.8404,0.28,BUCB
,,36,3,5,CS(=O)(=O)NCCC1(C(=O)NC(Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O)CCCC1,0.8345,0.6512,BUCB
,,36,4,5,CCC(C(=O)NC(CC(=O)O)C(=O)CNCN1CCC(Cc2ccccc2)CC1)n1ccnc(NCc2nonc2C)c1=O,0.8126,0.6314,BUCB
,,36,5,5,CNC(=O)C(Cc1ccccc1)N(C)C(=O)C(Cc1ccc2ccccc2c1)N(C)C(=O)C(Cc1c[nH]cn1)NC(=O)C(C)(C)N,0.8233,0.5966,BUCB
,,37,1,5,COc1ccccc1-c1ccc(CC(NC(=O)C2(S(=O)(=O)c3ccc(F)cc3)CCCCC2)C(=O)O)cc1,0.8527,0.6247,BUCB
,,37,2,5,O=C(NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)O)c1ccccc1,0.8373,0.6447,BUCB
,,37,3,5,COC(=O)NC(C(=O)NC(Cc1ccc(-c2ccc(OC)nc2)cc1)C(O)CC(Cc1ccccc1F)C(=O)NC1C(C)CCCC1O)C(C)(C)C,0.83,0.5286,BUCB
,,37,4,5,CCOC(=O)N1CCN(C(=O)CCC(C(=O)NO)N(Cc2ccc3c(c2)OCO3)S(=O)(=O)c2ccc(OC)cc2)CC1,0.8094,0.6191,BUCB
,,37,5,5,NC(=O)NCCNC(=O)C1CCNC(=O)NCCCCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)N1,0.8239,0.5871,BUCB
,,38,1,5,Cc1ccc(CC(NC(=O)c2ccccc2)C(=O)NCC(=O)O)cc1,0.8481,0.5759,BUCB
,,38,2,5,CNCC(=O)NC(Cc1ccc(F)cc1)c1nc(C(=O)N2CCCC(C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc3ccccc3)C(N)=O)C2)cs1,0.8377,0.5906,BUCB
,,38,3,5,CCOC(=O)C(Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)NC(=O)C1CC(NC2CCC2)CN1S(=O)(=O)c1cccc(C#N)c1,0.8271,0.6194,BUCB
,,38,4,5,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OCC(=O)N3CCCC3C(=O)NCC(F)(F)F)c3ccccc3n2)CC1,0.8186,0.6083,BUCB
,,38,5,5,CC(C)(N)CC(=O)NC(Cc1ccccc1)C(=O)NCc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.8428,0.6083,BUCB
,,39,1,5,COc1cccc(CC(NC(C)=O)C(=O)NC2CCN(S(=O)(=O)c3cccc4ccccc34)CC2)c1,0.8461,0.6934,BUCB
,,39,2,5,NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCC(=O)O)NC(=O)CCc1ccc(-c2ccccc2)cc1,0.8382,0.6666,BUCB
,,39,3,5,CCOC(=O)N1CCN(C(=O)C(CCCCO)NC(=O)c2cc(OCC(=O)N3CCCC3C(=O)NC3CCC3)n(-c3ccccc3)n2)CC1,0.8265,0.6012,BUCB
,,39,4,5,CCN1C(C(=O)NC(Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc(-c3ccccn3)s2)Cc2cc3c(cc2S1(=O)=O)OCCO3,0.8123,0.6009,BUCB
,,39,5,5,CCCC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCCCN1CCCNC1=O,0.8112,0.6101,BUCB
