Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f,Method
3,0.1,8,5,5,O=C(O)CN1CCN(CC(=O)O)CCN(CC(Cc2ccc([N+](=O)[O-])cc2)N(CC(=O)O)CC(=O)O)CC1,0.7336,0.629,BUCB+MI
3,0.1,9,1,5,CC(C)(C)OC(=O)NC(CO)C(=O)NC(C=CC(=O)O)Cc1ccc(O)cc1,0.8376,0.569,BUCB+MI
3,0.1,9,2,5,CN=C(NC)NCCCC(NC(=O)c1sccc1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,0.7937,0.5494,BUCB+MI
3,0.1,9,3,5,CCCCCCCCOc1ccc(C=CC(=O)c2ccc(C(=O)O)cc2OCC(=O)O)cc1,0.8026,0.4747,BUCB+MI
3,0.1,9,4,5,NC(CCC(=O)NC(CSCc1cccc(C(F)(F)F)c1)C(=O)NCC(=O)O)C(=O)O,0.7814,0.5672,BUCB+MI
3,0.1,9,5,5,CC#CCOc1ccc(C(=O)N(C)CC(C(=O)NO)N2CCN(S(C)(=O)=O)CC2)cc1,0.744,0.5864,BUCB+MI
3,0.1,10,1,5,O=C(O)CCC(NC(=O)Nc1ccc(COC(=O)Nc2ccc(N(CCF)CCF)cc2)cc1)C(=O)O,0.7995,0.6152,BUCB+MI
3,0.1,10,2,5,CCC(C)C(NC(=O)C(O)Cc1ccc(O)cc1)C(=O)N1C(C(=O)NCCCCN=C(N)N)CC2CCC(OS(=O)(=O)O)CC21,0.7632,0.582,BUCB+MI
3,0.1,10,3,5,CCOc1ccc(C(CC(=O)O)C(=O)O)cc1,0.7995,0.5234,BUCB+MI
3,0.1,10,4,5,CNC(=O)C(NC(=O)C(CC(C)C)C(Sc1ccc(C#N)cc1)C(=O)NO)C(C)(C)C,0.767,0.4737,BUCB+MI
3,0.1,10,5,5,CC(C)(CN)COC(=O)NCCS(=O)(=O)NC(CNC(=O)c1ccc(OCCNC2=NCCCN2)cc1)C(=O)O,0.7744,0.5718,BUCB+MI
3,0.1,11,1,5,CCCCCNC(=O)C(Cc1ccc(OC(C(=O)O)C(=O)O)cc1)NC(=O)COCC(=O)O,0.8593,0.6193,BUCB+MI
3,0.1,11,2,5,CC(C)N(CC(O)c1ccc(Cl)c(Cl)c1)C(=O)Nc1ccc(CNC(=O)C(C)(C)N)cc1,0.7557,0.5468,BUCB+MI
3,0.1,11,3,5,O=CC(CC(=O)O)NC(=O)Cc1ccc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)s1,0.7771,0.5623,BUCB+MI
3,0.1,11,4,5,N=C(N)c1ccc(C(=O)NCC(=O)N2CCN(CCC(=O)O)C(=O)C2CC(=O)O)cc1,0.7736,0.5994,BUCB+MI
3,0.1,11,5,5,CC(C)CC(NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(C(=O)N(C)c1ccc(C#CC=Cc2ccc([N+](=O)[O-])c(O)c2)cc1)C(C)C,0.7743,0.5963,BUCB+MI
3,0.1,12,1,5,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)NC(C)(C)C(=O)O)cc1,0.8073,0.6081,BUCB+MI
3,0.1,12,2,5,CC(Cc1ccc(NS(C)(=O)=O)cc1)NC(=O)C(N)CC(=O)O,0.819,0.4923,BUCB+MI
3,0.1,12,3,5,CCCCCNC(=O)C1Cc2ccc(OCC(=O)NO)cc2CN1C(=O)OC(C)(C)C,0.7653,0.5686,BUCB+MI
3,0.1,12,4,5,CCn1c2ccccc2c2cc(NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)C(O)C(O)C(O)C(O)CO)C(C)C)ccc21,0.7709,0.6057,BUCB+MI
3,0.1,12,5,5,O=C(O)CN(CCN(CC(=O)O)C(Cc1ccc(N=C=S)cc1)C(=O)O)CC(=O)O,0.7928,0.6161,BUCB+MI
3,0.1,13,1,5,CC(CCC(=O)NC(CC(=O)O)C(=O)O)Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)s1,0.8271,0.6278,BUCB+MI
3,0.1,13,2,5,CCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(CCCCN)NC(=O)c1cc(O)ccc1O)C(C)CC)C(=O)O,0.8009,0.5911,BUCB+MI
3,0.1,13,3,5,CC(C)(CO)C(O)C(=O)NCC(=O)NCc1ccc(C(F)(F)F)cc1,0.7841,0.538,BUCB+MI
3,0.1,13,4,5,CC(C(=O)NO)N(Cc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1cccc(NC(=O)OC(C)(C)C)c1,0.8129,0.5214,BUCB+MI
3,0.1,13,5,5,O=C(O)CN(CC(=O)O)c1ccc(C(=O)O)cc1,0.8065,0.5278,BUCB+MI
3,0.1,14,1,5,O=C(O)CCC(NC(=O)NC(CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O,0.8425,0.6045,BUCB+MI
3,0.1,14,2,5,CC(C)(C)C1CCC(N(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(OCC3CC3)cc2)CC1,0.7963,0.2745,BUCB+MI
3,0.1,14,3,5,COC(=O)c1ccc(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)NO)CC(C)C)cc1,0.8365,0.5624,BUCB+MI
3,0.1,14,4,5,NC(Cc1ccccc1)C(=O)NCC(O)C(=O)NCC(N)C(O)c1ccc([N+](=O)[O-])cc1,0.7786,0.612,BUCB+MI
3,0.1,14,5,5,CC(C)(C)c1ccc(S(=O)(=O)CC(=O)N=c2scc(CC(=O)O)n2O)cc1,0.7595,0.5546,BUCB+MI
3,0.1,15,1,5,CCC(NC(=O)CCc1ccc(-c2nccs2)cc1)C(=O)NC(CCC(=O)O)C(N)=O,0.8185,0.5879,BUCB+MI
3,0.1,15,2,5,CC(C)(C)OC(=O)C(C(=O)NC(C(=O)O)C(=O)O)N1C(=O)c2ccccc2C1=O,0.7872,0.4568,BUCB+MI
3,0.1,15,3,5,N#Cc1c(F)cccc1OCC(O)CNCCNC(=O)Nc1ccc(C(=O)O)cc1,0.7651,0.6402,BUCB+MI
3,0.1,15,4,5,NCC(=O)NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)O,0.8412,0.6051,BUCB+MI
3,0.1,15,5,5,COc1ccc(S(=O)(=O)NC(CCCNC(=O)OC(C)(C)C)C(=O)NO)cc1,0.8332,0.5063,BUCB+MI
3,0.1,16,1,5,CCCCC(=O)NC(Cc1cccc(C)c1)C(=O)NC(C#N)COCc1cccc(C(=O)O)c1,0.798,0.6194,BUCB+MI
3,0.1,16,2,5,CCOP(=O)(O)NC(C(=O)NC(Cc1ccc(OCC(=O)O)cc1)C(=O)NCC(=O)O)C(C)CC,0.8634,0.5356,BUCB+MI
3,0.1,16,3,5,Nc1nc(N)c2nc(CNc3ccc(S(=O)(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,0.7671,0.5167,BUCB+MI
3,0.1,16,4,5,CC1CC(C(=O)NC(CO)CCCNC(=N)N)N(C(=O)C(CCc2ccc(O)cc2)NC(=O)C(O)Cc2ccc(O)cc2)C1,0.8088,0.6563,BUCB+MI
3,0.1,16,5,5,O=C(O)CC(O)(CC(O)CCCCCn1ccc2cc(Cl)ccc21)C(=O)O,0.746,0.6809,BUCB+MI
3,0.1,17,1,5,NCCCCC(NC(=O)c1ccc(N)c(NC(=O)C(N)Cc2ccc(O)cc2)c1)C(=O)O,0.8568,0.6107,BUCB+MI
3,0.1,17,2,5,CC(C)C(O)C(=O)N1CC(OCCCc2ccccc2)CC1C(=O)NC(CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F,0.7916,0.5989,BUCB+MI
3,0.1,17,3,5,CCC(CC(=O)NC(COC(C)(C)C)C(=O)O)n1c(N)nc2cc(Cl)ccc21,0.77,0.5304,BUCB+MI
3,0.1,17,4,5,O=C(O)CCN(Cc1ccc(C(=O)O)c(C(=O)O)c1)Cc1ccc(C(=O)O)c(C(F)(F)F)c1,0.794,0.6291,BUCB+MI
3,0.1,17,5,5,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)N2CCC(CNCC(O)COc3ccc(O)cc3)CC2)cc1,0.7948,0.7142,BUCB+MI
3,0.1,18,1,5,CCCCCNC(=O)C(N)Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)cc1,0.8582,0.652,BUCB+MI
3,0.1,18,2,5,Cc1ccc(NC(=O)NC(CC(C)C)c2nc(C(=O)NC(CCCNC(=N)N)C(=O)O)c(C)o2)cc1,0.8173,0.5292,BUCB+MI
3,0.1,18,3,5,NCc1ccc(Cl)cc1CNC(=O)C1CCCN1C(=O)C(CCc1ccc(O)cc1)NCC(=O)O,0.8259,0.6583,BUCB+MI
3,0.1,18,4,5,CS(=O)(=O)N(CCCCCCC(=O)O)CCCC(O)COc1ccc(F)cc1,0.7816,0.6252,BUCB+MI
3,0.1,18,5,5,CCCN(CCC)C(=O)c1cccc(C(=O)NC(COCc2cc(F)cc(F)c2)C(O)CC(=O)NC(C(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)C(C)C)c1,0.7724,0.5911,BUCB+MI
3,0.1,19,1,5,CCCCC(CC(CCc1ccc(-c2ccc(C(=O)O)cc2)cc1)C(=O)NC(C(=O)NC)C(C)(C)C)C(=O)O,0.8691,0.5289,BUCB+MI
3,0.1,19,2,5,O=C(CCCc1nc2ccccc2c(=O)[nH]1)NC(CCCCNC(=O)Nc1ccc(Cl)cc1)C(=O)O,0.8299,0.6367,BUCB+MI
3,0.1,19,3,5,NC(=O)NCCNCC(O)COc1ccc(O)cc1,0.806,0.5578,BUCB+MI
3,0.1,19,4,5,CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)OCC(=O)N(CCC#N)c3ccc(F)cc3)c2)CC1,0.7811,0.6109,BUCB+MI
3,0.1,19,5,5,CC(NC(=O)C(NC(=O)C(CCC(=O)O)NCCc1ccc(Cl)c(Cl)c1)C(C)O)C(=O)NC(C(=O)O)C(C)C,0.8216,0.5506,BUCB+MI
3,0.1,20,1,5,O=C(O)CC(NC(=O)NNC(=O)CCCCNc1ccccn1)c1ccc(OC(F)(F)F)cc1,0.8115,0.5818,BUCB+MI
3,0.1,20,2,5,CCCCCCCC(N)C(O)C(=O)N(C)C(CC[S+](C)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.8515,0.6215,BUCB+MI
3,0.1,20,3,5,CC(C)C1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C(C(=O)O)C1,0.8046,0.6484,BUCB+MI
3,0.1,20,4,5,O=C(CCCCn1ccc(=O)[nH]c1=O)Nc1ccc(O)c(C(=O)O)c1,0.7977,0.6013,BUCB+MI
3,0.1,20,5,5,CCN(Cc1ccccc1)C(=O)c1nn(-c2ccc(F)cc2)c(OCC(O)CC(O)CC(=O)O)c1C(C)C,0.7925,0.6384,BUCB+MI
3,0.1,21,1,5,Cc1ccc(S(=O)(=O)N(CC(C)C)C(CCCCNC(=O)CNc2ccccc2)C(=O)O)cc1,0.8369,0.6602,BUCB+MI
3,0.1,21,2,5,O=C(O)CC(NC(=O)CCC(=O)Nc1ccc2c(c1)CNCC2)c1ccc(F)cc1,0.8191,0.6172,BUCB+MI
3,0.1,21,3,5,CC(=O)NC(CCCCN)C(=O)N(C)CC(=O)NC(Cc1ccc(O)cc1)C(=O)N(C)C(CC(=O)O)C(N)=O,0.8444,0.5652,BUCB+MI
3,0.1,21,4,5,O=C(C=Cc1ccc(O)c(O)c1)NC(CS)C(=O)NCCc1ccc(O)c(O)c1,0.7877,0.6201,BUCB+MI
3,0.1,21,5,5,CC(=O)NC1C(O)CC(Oc2ccc(-n3cc(CNS(=O)(=O)c4ccc(Cl)cc4)nn3)cc2C(F)F)(C(=O)O)OC1C(O)C(O)CO,0.7726,0.55,BUCB+MI
3,0.1,22,1,5,Cc1c(CC(=O)NC(CCO)C(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,0.8351,0.6374,BUCB+MI
3,0.1,22,2,5,CC(CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCC(O)c1ccc(O)c(O)c1,0.8324,0.6741,BUCB+MI
3,0.1,22,3,5,CCCCNC(=O)N(CC(C)C)CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)OCc1ccccc1,0.8249,0.6221,BUCB+MI
3,0.1,22,4,5,CC(Cc1ccc(O)cc1)(NC(=O)C1CCCN1C(=O)CCCc1ccc(O)cc1)C(=O)NCCCN,0.8377,0.6896,BUCB+MI
3,0.1,22,5,5,CC(NC(=O)NS(=O)(=O)c1ccc(F)cc1)C(=O)NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,0.8411,0.5163,BUCB+MI
3,0.1,23,1,5,CCCc1c(OCCCS(=O)(=O)c2ccc(C(=O)CCC(=O)O)cc2)ccc(C(C)=O)c1O,0.8346,0.6173,BUCB+MI
3,0.1,23,2,5,O=C(CCCCNC1=NCCN1)Nc1ccc(CC(NC(=O)C2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1,0.8486,0.658,BUCB+MI
3,0.1,23,3,5,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)c1cccn1Cc1ccc(F)cc1)C(=O)O,0.8256,0.5765,BUCB+MI
3,0.1,23,4,5,CCCC(O)C(CNCc1ccc(C)cc1C)NC(=O)CNC(=O)c1cc(C(F)(F)F)ccc1NC(=O)N1CCCC1,0.809,0.6326,BUCB+MI
3,0.1,23,5,5,CC(C)CC1C(=O)N(CC(O)C(=O)O)C(=O)C1c1ccc(O)cc1,0.7902,0.5836,BUCB+MI
3,0.1,24,1,5,Cc1ccc(CCNS(=O)(=O)c2ccc3c(c2)CCN3C(=O)CCC(=O)O)cc1,0.8384,0.6024,BUCB+MI
3,0.1,24,2,5,CCC(c1ccc(O)cc1)C(CCCCn1cc(C(=O)O)c(=O)[nH]1)c1ccc(O)cc1,0.828,0.6869,BUCB+MI
3,0.1,24,3,5,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c1)NO,0.8437,0.5725,BUCB+MI
3,0.1,24,4,5,CC(C)CC(NC(=O)C=Cc1ccc(OP(=O)(O)O)cc1)C(=O)N1CCCC1C(=O)NC(COCc1ccccc1)COC(N)=O,0.8467,0.6259,BUCB+MI
3,0.1,24,5,5,CCCCCCCNC(=O)CC(NS(=O)(=O)c1ccc(NC(C)=O)cc1)C(C)C,0.8402,0.5772,BUCB+MI
3,0.1,25,1,5,CN(C)S(=O)(=O)c1ccc(CNC(=O)c2nc(-c3ccc(F)cc3)n(CCC(O)CC(O)CC(=O)O)c2C2CC2)cc1,0.8463,0.6585,BUCB+MI
3,0.1,25,2,5,NCCCCCC(=O)Nc1ccc(C(=O)O)c(-c2ccc(O)cc2)c1,0.876,0.684,BUCB+MI
3,0.1,25,3,5,CCCCC(NC(=O)OC1C(=O)N(C(=O)Nc2ccc(C(F)(F)F)cc2)CC1(C)C)C(=O)C(=O)NC(C)c1ccccc1,0.8254,0.4649,BUCB+MI
3,0.1,25,4,5,CCCC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCCCN1CCCNC1=O,0.8466,0.6101,BUCB+MI
3,0.1,25,5,5,CC(C)(Cc1cccc(CC(=O)NCc2ccc(O)cc2Cl)c1)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,0.81,0.6203,BUCB+MI
3,0.1,26,1,5,CS(=O)(=O)NC(COC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)Cc1ccc(O)cc1,0.8436,0.5824,BUCB+MI
3,0.1,26,2,5,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(NC(=O)CCC(=O)O)cccn12,0.8262,0.6134,BUCB+MI
3,0.1,26,3,5,Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1C(=O)NCCCCC(NC(=O)c1ccc(F)cc1)C(=O)O,0.8603,0.6552,BUCB+MI
3,0.1,26,4,5,CCCCCCCCC(=O)Nc1ccc(S(=O)(=O)N2CCC(CNCC(O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1,0.8801,0.7091,BUCB+MI
3,0.1,26,5,5,O=C(O)CCCC(O)C(C=CCCCc1ccccc1)Sc1ccc(C(=O)O)cc1,0.8415,0.6037,BUCB+MI
3,0.1,27,1,5,O=C(O)CC(NC(=O)C(CCCCNS(=O)(=O)c1ccc(O)c(C(=O)O)c1)c1ccccc1)C(=O)CSCc1ccccc1Cl,0.8536,0.6481,BUCB+MI
3,0.1,27,2,5,CC(C)Cc1ccc(CC(=O)Nc2ccc(CCCC(=O)O)cc2)cc1,0.8661,0.249,BUCB+MI
3,0.1,27,3,5,CCCCCCC(O)c1ccc(N2C(=O)CCC2CCCc2ccc(C(=O)O)s2)cc1,0.8232,0.2997,BUCB+MI
3,0.1,27,4,5,NCCCNCCCCNCCCNC(=O)CCC(=O)N1CC(=Cc2ccc(O)c(O)c2)C(=O)C(=Cc2ccc(O)c(O)c2)C1,0.8015,0.6446,BUCB+MI
3,0.1,27,5,5,CCC(C)Sc1sc(C(=O)NC(CCC(N)=O)C(=O)O)c(-c2ccc(Cl)cc2)c1C#N,0.8203,0.5258,BUCB+MI
3,0.1,28,1,5,CN(C)CCCCCC(=O)Nc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(CC(=O)O)C(=O)COC(=O)c2c(Cl)cccc2Cl)c1=O,0.8353,0.5797,BUCB+MI
3,0.1,28,2,5,CC(C)CC(NC(Cc1ccccc1)NP(=O)(O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,0.8781,0.5829,BUCB+MI
3,0.1,28,3,5,O=C(O)CC(NC(=O)C1CCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccc(OCF)cc1,0.8355,0.5881,BUCB+MI
3,0.1,28,4,5,O=C(NCCCCCCNC(=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1,0.8381,0.6647,BUCB+MI
3,0.1,28,5,5,Cc1ccc(S(=O)(=O)N2CCC(C(N)(CCCCB(O)O)C(=O)O)CC2)cc1,0.8041,0.6455,BUCB+MI
3,0.1,29,1,5,NCCCCNC(=O)C1CN(C(=O)C(N)CC(N)=O)CC1C(=O)NCCc1ccc2ccccc2c1,0.8222,0.6171,BUCB+MI
3,0.1,29,2,5,CC1(C)SC2C(NC(=O)C(NC(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CCO)cc4)[nH]c3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.8137,0.5868,BUCB+MI
3,0.1,29,3,5,CCOC(=O)CCCCCCCNC(=O)N1c2c(O)nc(N)nc2NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0.8353,0.5977,BUCB+MI
3,0.1,29,4,5,CC(C)c1c(S(=O)(=O)N2CCN(C)CC2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,0.8379,0.6964,BUCB+MI
3,0.1,29,5,5,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCNC(=O)C(C#N)=Cc1ccc(O)c(O)c1,0.8514,0.6175,BUCB+MI
3,0.1,30,1,5,CC(C)CN(C(CO)CCCCNC(=O)C(Cc1ccccc1Cl)NC(=O)c1ccncc1)S(=O)(=O)c1ccc(N)cc1,0.846,0.6718,BUCB+MI
