Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB,True f,Method
,,2,5,5,COc1cccc(CNC(=O)c2cc(S(=O)(=O)N3CCCC3)cn2C)c1,0.758,0.492,BUCB
,,3,1,5,COc1ccc(S(=O)(=O)N2CCCC(C(=O)NCc3ccc(F)cc3)C2)cc1,0.8057,0.4524,BUCB
,,3,2,5,COc1ccc(C(=O)NCC(=O)OCC(=O)Nc2cc([N+](=O)[O-])ccc2F)cc1,0.7826,0.5459,BUCB
,,3,3,5,COc1ccc(-c2cc(C(C)=O)c(C)n2CCC(=O)NC2CCCCC2)cc1,0.7648,0.1377,BUCB
,,3,4,5,CC(=O)c1ccc(S(=O)(=O)NCC2CN(c3ccc(N4CCOCC4)c(F)c3)C(=O)O2)cc1,0.7565,0.6018,BUCB
,,3,5,5,COC(=O)c1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccco2)cc1,0.751,0.6396,BUCB
,,4,1,5,COc1ccc(OC)c(C=NNC(=O)CNC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,0.7876,0.5801,BUCB
,,4,2,5,CC(=O)c1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccncc2)cc1,0.781,0.6633,BUCB
,,4,3,5,COc1ccccc1NC(=O)N1CCN(c2ccc(N3CC(CNC(C)=O)OC3=O)cc2F)CC1,0.7621,0.6199,BUCB
,,4,4,5,COc1cccc(CNC(=O)COC(=O)c2ccc(S(C)(=O)=O)c([N+](=O)[O-])c2)c1,0.7461,0.5468,BUCB
,,4,5,5,COc1ccc(CN(CC(=O)NCC2CCCO2)C(=O)CNS(=O)(=O)c2ccccc2)cc1,0.7502,0.6156,BUCB
,,5,1,5,COc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NCC2CCCO2)c2ccc(OC)c(OC)c2)cc1,0.7956,0.6304,BUCB
,,5,2,5,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)COC(=O)CNC(=O)c1ccccc1,0.7781,0.5991,BUCB
,,5,3,5,O=C(CN(Cc1ccco1)C(=O)CNS(=O)(=O)c1ccc(Cl)cc1)NC1CCCCC1,0.7685,0.6126,BUCB
,,5,4,5,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)Cn4cnc([N+](=O)[O-])c4)CC3)c(F)c2)C(=O)O1,0.7464,0.5998,BUCB
,,5,5,5,COc1ccc(OC)c(S(=O)(=O)NC2CCCCN(CC(=O)NCc3ccc(C(=N)N)cc3)C2=O)c1,0.764,0.6404,BUCB
,,6,1,5,COc1ccccc1N(CC(=O)NCC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(C)cc1,0.7987,0.5964,BUCB
,,6,2,5,COc1cccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccco2)c1,0.7946,0.6417,BUCB
,,6,3,5,COc1ccc(CC(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)cc1,0.7749,0.6002,BUCB
,,6,4,5,CC(=O)NCC(=O)c1ccc(N2CC(CNC(C)=O)OC2=O)cc1,0.7583,0.5266,BUCB
,,6,5,5,O=C(NCC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1)c1ccc(Cl)cc1,0.7629,0.5983,BUCB
,,7,1,5,COc1ccc(CNC(=O)COC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)cc1,0.795,0.5988,BUCB
,,7,2,5,Cc1cc(C)cc(N(CC(=O)NC2CCCC2)C(=O)CNC(=O)c2ccco2)c1,0.788,0.6081,BUCB
,,7,3,5,CN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)NCC2CCCO2)cc1,0.791,0.4428,BUCB
,,7,4,5,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)C4CC(c5cccc([N+](=O)[O-])c5)=NO4)CC3)c(F)c2)C(=O)O1,0.7533,0.6476,BUCB
,,7,5,5,CCOC(=O)CN(C(=O)CNC(=O)c1cccs1)C(C(=O)NC1CCCC1)c1cccnc1,0.7617,0.608,BUCB
,,8,1,5,Cc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccncc2)cc1C,0.7993,0.6487,BUCB
,,8,2,5,COc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CCNC(=O)c1ccc([N+](=O)[O-])cc1,0.7828,0.6015,BUCB
,,8,3,5,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)C=Cc4cccnc4)CC3)c(F)c2)C(=O)O1,0.7831,0.6392,BUCB
,,8,4,5,COc1cccc(CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)c2ccc(Cl)cc2)c1,0.7816,0.5557,BUCB
,,8,5,5,O=C(CN(Cc1cccs1)C(=O)CNS(=O)(=O)c1ccccc1)NC1CCCC1,0.7857,0.6056,BUCB
,,9,1,5,CCOc1ccccc1C(C(=O)NC1CCCC1)N(Cc1ccco1)C(=O)CNC(=O)c1ccco1,0.7974,0.6398,BUCB
,,9,2,5,COc1ccc(NC(=O)CCCNC(=O)c2ccc(Cl)cc2)cc1S(=O)(=O)N1CCOCC1,0.7886,0.6034,BUCB
,,9,3,5,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)C=Cc4ccncc4)CC3)c(F)c2)C(=O)O1,0.7802,0.6392,BUCB
,,9,4,5,COc1cccc(CC(=O)OCC(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)c1,0.777,0.5561,BUCB
,,9,5,5,CCC(C(=O)NC1CCCCC1)N(CC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(OC)cc1,0.7701,0.5963,BUCB
,,10,1,5,CC(C)CCN(C(=O)CNC(=O)c1ccco1)C(C(=O)NC1CCCCC1)c1cccnc1,0.8004,0.6385,BUCB
,,10,2,5,COc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCCN3CCCC(C)C3)cc2)cc1,0.7884,0.6578,BUCB
,,10,3,5,CC(=O)NCC1CN(c2ccc(N3CCN(C(=O)C4CC(c5ccccc5)=NO4)CC3)c(F)c2)C(=O)O1,0.7817,0.6515,BUCB
,,10,4,5,COc1cccc(NC(=O)CN(C)C(C)C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,0.7892,0.5966,BUCB
,,10,5,5,COc1ccc(S(=O)(=O)N2CCCOC2CNC(=O)C(=O)NCCc2ccco2)cc1OC,0.7722,0.5755,BUCB
,,11,1,5,COc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NCC2CCCO2)c2ccccc2)cc1OC,0.7988,0.642,BUCB
,,11,2,5,COc1ccc(CCNC(=O)COC(=O)c2cc(S(=O)(=O)N3CCCC3)ccc2O)cc1,0.7913,0.6293,BUCB
,,11,3,5,O=C(NCC(=O)N(CCN1CCOCC1)C(C(=O)NC1CCCC1)c1cccnc1)c1cccs1,0.7896,0.6575,BUCB
,,11,4,5,CC(=O)NCC1CN(c2ccc(N(C)C3CCN(C(=O)C=Cc4ccco4)CC3)c(F)c2)C(=O)O1,0.7765,0.6543,BUCB
,,11,5,5,CCc1cccc(OCCOC(=O)CNS(=O)(=O)c2ccc(NC(C)=O)cc2)c1,0.7675,0.5732,BUCB
,,12,1,5,CCC(C(=O)NCc1ccco1)N(C(=O)CNS(=O)(=O)c1ccccc1)C1CCCCC1,0.8056,0.6201,BUCB
,,12,2,5,CCN(CC)CCNC(=O)c1ccc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2C)cc1,0.7966,0.6706,BUCB
,,12,3,5,CC(=O)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2cccs2)cc1,0.7972,0.4693,BUCB
,,12,4,5,COc1cccc(-c2cc(CN3CCN(c4ccc(N5CC(CNC(C)=O)OC5=O)cc4F)CC3)on2)c1,0.7749,0.6526,BUCB
,,12,5,5,COc1ccc(S(=O)(=O)NCCC(NC(CCc2ccccc2)C(=O)N2CCOCC2)C(=O)O)cc1,0.7917,0.6639,BUCB
,,13,1,5,CCOC(=O)N1CCC(NC(=O)C(CCc2ccccc2)NC(CCNS(=O)(=O)c2ccc(OC)cc2)C(=O)O)CC1,0.8256,0.6362,BUCB
,,13,2,5,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc(OCC(=O)N3CCOCC3)cc2)cc1,0.8093,0.6281,BUCB
,,13,3,5,O=C(NCC(=O)N(c1ccc2c(c1)OCO2)C(C(=O)NC1CCCC1)c1ccncc1)c1ccco1,0.8023,0.6413,BUCB
,,13,4,5,CC(=O)NCC1CN(c2ccc(N3CCN(CC(=N)NO)CC3)c(F)c2)C(=O)O1,0.7748,0.5749,BUCB
,,13,5,5,O=C(NCCC1CCCCN1S(=O)(=O)c1cccs1)C(=O)NCc1ccccc1,0.786,0.6212,BUCB
,,14,1,5,COc1cccc(CNC(=O)NCC(NC(=O)C2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)c1,0.8173,0.6121,BUCB
,,14,2,5,CCOCCCNC(=O)c1ccc(N2CCOCC2)c(NS(=O)(=O)c2ccc(OC)cc2)c1,0.8156,0.6488,BUCB
,,14,3,5,CCC(C)NS(=O)(=O)c1ccc(NC(=O)C2CCN(C(=O)c3ccco3)CC2)cc1,0.8132,0.6083,BUCB
,,14,4,5,CC(=O)NCC1CN(c2ccc(N3CC=C(c4oncc4C(=O)N(C)C)CC3)c(F)c2)C(=O)O1,0.7774,0.5785,BUCB
,,14,5,5,N=C(N)c1ccc(CNC(=O)C2CCCN2C(=O)C(CC2CCCCC2)NS(=O)(=O)Cc2ccccc2)cc1,0.7993,0.651,BUCB
,,15,1,5,CC(C)C(NS(=O)(=O)Cc1ccccc1)C(=O)N1CCCC1C(=O)NCc1ccc(C(=N)N)cc1,0.8269,0.6093,BUCB
,,15,2,5,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCCCN3CCCC3=O)c2)cc1,0.8181,0.6516,BUCB
,,15,3,5,O=C(NCC(NS(=O)(=O)c1cccs1)C(=O)O)c1ccc(N2CCCC(NC3=NCCCN3)C2)cc1,0.8069,0.5895,BUCB
,,15,4,5,CCOC(=O)N(CC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1)C(=O)CC,0.7785,0.587,BUCB
,,15,5,5,O=C(NCCN1CCN(C(=O)c2cccc([N+](=O)[O-])c2)CC1)C(=O)NCc1ccco1,0.794,0.6404,BUCB
,,16,1,5,CCc1ccc(NC(=O)C(=O)NCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,0.843,0.6988,BUCB
,,16,2,5,O=C(NCCC1CCCCN1S(=O)(=O)c1ccccc1)C(=O)NCc1ccco1,0.8285,0.6296,BUCB
,,16,3,5,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cn1cc(CCC(=O)N2CCOCC2)c2ccc(C(=O)NCC3CCCC3)cc21,0.8044,0.5753,BUCB
,,16,4,5,CCC1OCC(=O)C1NC(=O)C(CC1(C)CCCC1)NC(=O)c1ccc(NS(=O)(=O)c2ccncc2)cc1,0.8022,0.6416,BUCB
,,16,5,5,O=C(CNC(=O)c1cccc(F)c1)OCC(=O)N1CCN(C(=O)c2ccco2)CC1,0.8159,0.5943,BUCB
,,17,1,5,CCOC(=O)C1CCCN(C(=O)c2ccc(S(=O)(=O)Nc3ccccc3OC)cc2)C1,0.8366,0.613,BUCB
,,17,2,5,CCOc1ccc(NS(=O)(=O)c2cc(C(=O)NCCN3CCOCC3)ccc2C)cc1,0.8313,0.6366,BUCB
,,17,3,5,CC(=O)N1CCN(C(=O)C(CCCNC(=N)N)NS(=O)(=O)c2cccc3ccccc23)CC1,0.8151,0.652,BUCB
,,17,4,5,CCc1ccc(N(C(=O)CCC(=O)Nc2cc(C)on2)C(C(=O)NC2CCCC2)c2ccco2)cc1,0.8066,0.6055,BUCB
,,17,5,5,CC(=O)NCC1CN(c2ccc(N3CCC4(CC3)C(O)CCC4NC(=O)OC(C)(C)C)c(F)c2)C(=O)O1,0.7804,0.6118,BUCB
,,18,1,5,N=C(N)c1cccc(OCCNC(=O)c2ccc(C(=O)N3CCCC3)cc2)c1,0.8304,0.6104,BUCB
,,18,2,5,COc1cccc(CC(NC(C)=O)C(=O)NC2CCN(S(=O)(=O)c3cccc4ccccc34)CC2)c1,0.8242,0.6934,BUCB
,,18,3,5,CCOC(=O)N1CCN(C(=O)CCC(C(=O)NO)N(Cc2ccc3c(c2)OCO3)S(=O)(=O)c2ccc(OC)cc2)CC1,0.8209,0.6191,BUCB
,,18,4,5,CS(=O)(=O)NCCNC(=O)CN1CN(c2ccccc2)C2(CCN(C(=O)c3ccc(C4CCCCC4)cc3)CC2)C1=O,0.8217,0.6818,BUCB
,,18,5,5,NS(=O)(=O)c1ccc(CCNC(=O)CCNC(=O)c2ccco2)cc1,0.8078,0.5392,BUCB
,,19,1,5,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)NCCc2nccc3ccccc23)CC1,0.8453,0.6317,BUCB
,,19,2,5,COc1ccc(N(CC(=O)Nc2ccccc2C(=O)N2CCCC2)S(C)(=O)=O)cc1,0.8417,0.609,BUCB
,,19,3,5,CCCC(=O)NC(C(=O)NCCS(N)(=O)=O)c1nc2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2s1,0.8349,0.6269,BUCB
,,19,4,5,CCOc1ccc(NS(=O)(=O)c2ccc(C(=O)NCC3(N(C)C)CCCCC3)cc2)cc1,0.8234,0.6388,BUCB
,,19,5,5,O=C(NCCN1CCOCC1)c1ccc(N2CCC(NC(=O)N3CCN(C(=O)c4cccs4)CC3)CC2)cc1,0.8171,0.6746,BUCB
,,20,1,5,CC(NC(=O)C(=O)NCCN1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1)c1ccccc1,0.849,0.6855,BUCB
,,20,2,5,CCOc1ccc(NC(=O)N2CCC(NC(=O)C(Cc3ccccc3OC)NC(C)=O)CC2)cc1,0.8382,0.6504,BUCB
,,20,3,5,CC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)NCC2CCCCO2)CC1,0.8317,0.5987,BUCB
,,20,4,5,CCN(CC)CCNC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1,0.8188,0.6197,BUCB
,,20,5,5,CCC1CCCCN1CCCNC(=O)CNC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2ccccc12,0.8284,0.638,BUCB
,,21,1,5,O=C(NCCCN1CCOCC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,0.8479,0.6962,BUCB
,,21,2,5,Cc1cc(COc2ccc(S(=O)(=O)NCC(C(=O)NO)N3CCN(C(=O)C(C)C)CC3)cc2)c2ccccc2n1,0.8367,0.6253,BUCB
,,21,3,5,COc1ccc(CC(NC(C)=O)C(=O)NC2CCN(c3ncccc3[N+](=O)[O-])CC2)cc1,0.8336,0.6455,BUCB
,,21,4,5,NC(=O)c1cccc2cn(-c3ccc(C(=O)NCCN4CCCC4)cc3)nc12,0.8315,0.6572,BUCB
,,21,5,5,CSc1ccc(S(=O)(=O)CC2CCCCC2NC(=O)CNC(=O)c2cc(C(F)(F)F)ccc2NC(=O)N2CCOCC2)cc1,0.8233,0.6363,BUCB
,,22,1,5,CCN(CC)S(=O)(=O)c1ccc(N2CCCCC2)c(NC(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)c1,0.8551,0.6048,BUCB
,,22,2,5,CCc1ccc(NC(=O)C(Cc2ccccc2)NC(=O)C2CCN(C(=O)C(N)CC(C)C)CC2)cc1,0.8543,0.6759,BUCB
,,22,3,5,COc1cccc(NS(=O)(=O)c2ccc3ncc(C(=O)NCCN4CCOCC4)c(O)c3c2)c1,0.8374,0.6355,BUCB
,,22,4,5,CC(=O)NCC(=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1,0.8441,0.6563,BUCB
,,22,5,5,O=C(NCCCOc1ccc(S(=O)(=O)C2(C(=O)NO)CCOCC2)cc1)c1ccc(OC(F)(F)F)cc1,0.8325,0.6115,BUCB
,,23,1,5,CC(=O)NCCCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1,0.8576,0.5712,BUCB
,,23,2,5,NS(=O)(=O)c1ccc(C(=O)NCC(=O)NC(Cc2ccccc2)C(=O)O)cc1,0.8525,0.5552,BUCB
,,23,3,5,O=C(Nc1cc([N+](=O)[O-])ccc1C(=O)NCCN1CCOCC1)c1ccccc1,0.8529,0.6642,BUCB
,,23,4,5,CCCCc1ccc(CN2CCCCC(NC(=O)C(Cc3ccc(OP(=O)(O)O)cc3)NC(C)=O)C2=O)cc1,0.8421,0.6609,BUCB
,,23,5,5,NCCC(=O)NC(Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(C2(CNC(=O)c3ccco3)CCCCC2)CC1,0.8186,0.6322,BUCB
,,24,1,5,CC(=O)NC(Cc1ccccc1C)C(=O)NC1CCN(C(=O)c2cccc(C)c2)CC1,0.8618,0.5399,BUCB
,,24,2,5,CCCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CCC)CC3)c3ccccc23)cc1,0.8576,0.3776,BUCB
,,24,3,5,O=C(NCCN1CCOCC1)c1ccc(F)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,0.8537,0.6479,BUCB
,,24,4,5,CS(=O)(=O)NCCC1(C(=O)NC(Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O)CCCC1,0.8468,0.6512,BUCB
,,24,5,5,CCC(C)C(NC(=O)C(CC1CCCCC1)NC(=O)c1ccno1)C(=O)N1CCC(c2ccc(Oc3ccccc3)cc2)CC1,0.8465,0.2405,BUCB
,,25,1,5,CC1(C)Oc2ccc(C(=O)N3CCCC3)cc2N(CC(=O)NCc2ccccc2)C1=O,0.8507,0.5175,BUCB
,,25,2,5,COc1ccc(C(CC(=O)NCCN2CCOCC2)NS(=O)(=O)c2ccc(Cl)cc2)cc1,0.8481,0.6366,BUCB
,,25,3,5,CCNC(=O)C1CCCN1C(=O)C(Cc1ccc2ccccc2c1)NC(C)=O,0.8449,0.5095,BUCB
,,25,4,5,COC(=O)c1ccccc1N1CCN(CCCCNC(=O)c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3)cc2)CC1,0.8423,0.5136,BUCB
,,25,5,5,CCN(CC)S(=O)(=O)C1(C(=O)NC(Cc2ccc(-c3ccccc3OC)cc2)C(=O)O)CCCC1,0.8439,0.6701,BUCB
,,26,1,5,O=C(NCCCN1CCOCC1)C(=O)C(Cc1ccccc1)NC(=O)C1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,0.8497,0.686,BUCB
,,26,2,5,CCOC(=O)N1CCN(C(=O)c2ccc(N(Cc3ccc(Cl)cc3)S(C)(=O)=O)cc2)CC1,0.8425,0.6266,BUCB
,,26,3,5,COc1ccc(CC(NC(=O)C2(NC(=O)C(SC(C)=O)C(C)C)CCCC2)C(=O)OCc2cccnc2)cc1,0.8257,0.6091,BUCB
,,26,4,5,CC1CN(CCNC(=O)c2ccc(NC(=O)N3Cc4cccnc4C3)cc2)CC(C)O1,0.8228,0.5956,BUCB
,,26,5,5,O=C(NCC1(N2CCOCC2)CCCCC1)c1ccc(Cl)c(S(=O)(=O)NCc2ccco2)c1,0.8234,0.6088,BUCB
,,27,1,5,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)NCCN2CCOCC2)cc1,0.8482,0.5941,BUCB
,,27,2,5,N=C(N)NCCC(=O)N1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CC1,0.8475,0.665,BUCB
,,27,3,5,CCN(CC)c1ccc2cc(C(=O)NC3(C(=O)NC(Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,0.8352,0.3861,BUCB
,,27,4,5,CS(=O)(=O)c1cccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)c1,0.8327,0.6789,BUCB
,,27,5,5,CC(=O)NC(Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCCCN1CCCC1=O,0.8281,0.6107,BUCB
,,28,1,5,COc1ccc(NC(=O)N2CCN(C(=O)C(Cc3ccc(F)cc3)NC(C)=O)CC2)cc1,0.8512,0.6641,BUCB
,,28,2,5,O=C(NCCN1CCOCC1)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,0.8402,0.6062,BUCB
,,28,3,5,O=C(O)C(Cc1ccc(N2CCCC2=O)cc1)NC(=O)C1CCC(=O)N1Cc1ccccc1,0.8445,0.6686,BUCB
,,28,4,5,CN(C(=O)CN(CC(=O)NCCN1CCCC1)c1cc(Cl)ccc1Oc1ccc(Cl)cc1)N1CCN(S(C)(=O)=O)CC1,0.8341,0.6246,BUCB
,,28,5,5,O=C(NCC(NS(=O)(=O)c1cccnc1)C(=O)O)c1ccc2c(c1)C(=O)N(CCC1CCNCC1)C2,0.8225,0.6136,BUCB
,,29,1,5,CCOC(=O)Oc1ccc(CC(NC(=O)OCc2ccccc2)C(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cc1,0.8545,0.6155,BUCB
,,29,2,5,O=C(NCC(NS(=O)(=O)c1ccccc1)C(=O)O)c1ccc(N2CCNCC2)cc1,0.8504,0.576,BUCB
,,29,3,5,O=C(NCCCN1CCOCC1)C(=O)NCC1OCCN1S(=O)(=O)c1ccc(Br)cc1,0.8355,0.5671,BUCB
,,29,4,5,CCCc1ccc(S(=O)(=O)NC(Cc2ccc(C(=N)NN)c(F)c2)C(=O)N(C)C2CCCC2)cc1,0.8379,0.631,BUCB
,,29,5,5,O=C(NCCCOc1cccc(CN2CCCCC2)c1)Nc1ccc([N+](=O)[O-])cc1,0.8295,0.6622,BUCB
,,30,1,5,COc1cccc(S(=O)(=O)NCc2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)cc2)c1,0.8558,0.5458,BUCB
,,30,2,5,CC(C)CCN(C)C(CC(C)C)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)NCCN1CCCCC1,0.8507,0.3287,BUCB
,,30,3,5,COc1ccccc1-c1ccc(CC(NC(=O)C2(C(=O)N3CCOCC3)CCCO2)C(=O)O)cc1,0.848,0.6807,BUCB
,,30,4,5,CC(=O)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)NC3=NCCCCC3)cc2)c1,0.8282,0.6025,BUCB
,,30,5,5,O=C(CC1SC(C2CCCCC2)N(CC(=O)NCCCN2CCOCC2)C1=O)NCc1cccc2ccccc12,0.823,0.6189,BUCB
,,31,1,5,CCOc1ccc(S(=O)(=O)Nc2cccc(C(=O)NCCCN3CCCC3=O)c2)cc1,0.8524,0.6528,BUCB
,,31,2,5,CS(=O)(=O)N1CCCC1C(=O)NC(Cc1ccc(OC(=O)N2CCCC2)cc1)C(=O)O,0.8409,0.6266,BUCB
,,31,3,5,NC(=O)CC(NC(=O)c1ccccc1)c1ccc(NCCN2CCOCC2)c([N+](=O)[O-])c1,0.8437,0.6558,BUCB
,,31,4,5,CC(C)(C)OC(=O)N1CCN(C(=O)C(Cc2ccc(OS(=O)(=O)c3cccc4cccnc34)cc2)NS(C)(=O)=O)CC1,0.842,0.6118,BUCB
,,31,5,5,CCCC(NC(=O)C1CC(S(=O)(=O)c2ccc(N3CCOCC3)cc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,0.8229,0.6023,BUCB
,,32,1,5,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)N2CCC(C(=O)NC(CCC(N)=O)C(=O)O)CC2)cc1,0.8532,0.6678,BUCB
,,32,2,5,O=C(OCC(=O)N1CCOCC1)c1cccc(S(=O)(=O)Nc2ccc(F)cc2)c1,0.8489,0.6155,BUCB
,,32,3,5,COc1cccc(Cn2c(=O)[nH]c3cc(C(=O)NCCCN4CCOCC4)ccc3c2=O)c1,0.8386,0.6483,BUCB
,,32,4,5,CC(=O)NC(Cc1ccc(C(=O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,0.841,0.6961,BUCB
,,32,5,5,CCN1CCN(C(=O)CC(Cc2ccc(Cl)cc2)C(=O)N2CCN(c3ccccc3N(CC3CC3)S(C)(=O)=O)CC2)CC1,0.8307,0.6398,BUCB
,,33,1,5,COc1ccc(S(=O)(=O)N2CCC(C(=O)NCCC(=O)NCCc3cccc(F)c3)CC2)cc1,0.8482,0.6393,BUCB
,,33,2,5,O=C(CCCCNC1=NCCN1)Nc1ccc(CC(NC(=O)C2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1,0.848,0.658,BUCB
,,33,3,5,COc1cccc(N2CCCCC2)c1CNC(N)=NC(=O)c1ccc(CC(N)C(=O)O)cc1,0.8397,0.6297,BUCB
,,33,4,5,O=C(COc1cccc(C(=O)N2CCOCC2)c1)NCC(O)CN1CCc2ccccc2C1,0.8321,0.6813,BUCB
,,33,5,5,CC(=O)N1CCN(C(=O)c2cc(CSc3cnc(NC(=O)c4ccc(N(C)C)cc4)s3)ccc2[N+](=O)[O-])CC1,0.8236,0.6121,BUCB
