Trial,Beta,Round,Pick,PickTotal,Selected SMILES,UCB+MI,True f,Method
2,0.1,3,2,5,COc1cc(S(=O)(=O)NCCCN2CCOCC2)ccc1-n1cnnn1,0.6746,0.5859,BUCB+MI
2,0.1,3,3,5,O=P(O)(O)CNCc1cc(Br)cc2nc(O)c(O)nc12,0.5981,0.4684,BUCB+MI
2,0.1,3,4,5,COc1cc(CNC(=O)C2=CC(O)C(O)C(OC(C(N)=O)C3OC(n4ccc(=O)[nH]c4=O)C(O)C3OC)O2)cc(OC)c1OC,0.6088,0.4844,BUCB+MI
2,0.1,3,5,5,COCCCn1c(SCC(=O)Nc2oc(C)c3c(C)nnc(O)c23)nc2sc3c(c2c1=O)CCC3,0.6,0.4485,BUCB+MI
2,0.1,4,1,5,N=C(N)NCCCC1NC(=O)C2COCCN2C(=O)C(Cc2ccc(O)c(I)c2)NC(=O)C(CC(=O)O)NC(=O)CNC1=O,0.6246,0.5318,BUCB+MI
2,0.1,4,2,5,CCN(CC)c1nc(NCC(O)c2cc(O)cc(O)c2)nc2cc(OC)c(OC)cc12,0.6577,0.5549,BUCB+MI
2,0.1,4,3,5,COc1c(-c2cc(O)c(O)c(O)c2)oc2cc(OCCN3CCOCC3)cc(O)c2c1=O,0.7492,0.6137,BUCB+MI
2,0.1,4,4,5,CNc1nc(SC)nc2c1ncn2C1CC(OP(=O)(O)O)C(COP(=O)(O)O)O1,0.6428,0.4297,BUCB+MI
2,0.1,4,5,5,COC(=O)CCCCNC1CC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2c(OC)cccc2C4=O)OC(C)C1O,0.6818,0.5846,BUCB+MI
2,0.1,5,1,5,CCCCS(=O)(=O)NC1c2cc3c(cc2C(c2cc(OC)c(O)c(OC)c2)C2C(=O)OCC12)OCO3,0.7042,0.5835,BUCB+MI
2,0.1,5,2,5,COCCNc1cc(C(=O)O)nc2c(-c3cc(F)ccc3O)nc(N3CCOCC3)nc12,0.7509,0.5806,BUCB+MI
2,0.1,5,3,5,COc1c(C(=O)N2CCN(CCCNC(=O)c3cc(O)c(O)c(O)c3)CC2)nc(Cc2ccc(C)cc2)n(C)c1=O,0.7633,0.646,BUCB+MI
2,0.1,5,4,5,CC1C=CC(=O)C(O)C(O)CC=Cc2cc(NCCOP(=O)(O)O)cc(O)c2C(=O)OC1C,0.6901,0.621,BUCB+MI
2,0.1,5,5,5,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(OC(=O)CCCN1CCOCC1)C1C(C)(C)CCC(O)C12C,0.6545,0.5537,BUCB+MI
2,0.1,6,1,5,COC1C=CC=C(C)C(=O)NC2=CC(=O)C(NCCN3CCC3)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O)C2=O,0.718,0.5851,BUCB+MI
2,0.1,6,2,5,COc1ccc(C2CC(=O)c3c(cc(O)c(CNCCCN4CCOCC4)c3O)O2)cc1O,0.8689,0.6466,BUCB+MI
2,0.1,6,3,5,COc1cc(NC(=O)CN(c2cc(C)cc(C)c2)S(=O)(=O)c2c(C)nc(O)nc2O)cc(OC)c1,0.733,0.4853,BUCB+MI
2,0.1,6,4,5,COc1cc(CCNc2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)ccc1O,0.7725,0.5137,BUCB+MI
2,0.1,6,5,5,CC(C)c1cc(C(=O)N2CCc3onc(C(=O)NCCCCCCC(=O)NO)c3C2)c(O)cc1O,0.7047,0.5949,BUCB+MI
2,0.1,7,1,5,COC(=O)CNC(=O)CON=C1C=CC=CC2OC2CC(C)OC(=O)c2c(O)cc(O)c(Cl)c2C1,0.7376,0.5577,BUCB+MI
2,0.1,7,2,5,COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)cc1C(=O)NCCO,0.7624,0.6261,BUCB+MI
2,0.1,7,3,5,O=C1c2c(O)c(O)cc(S(=O)(=O)NCCN3CCOCC3)c2CN1Cc1ccc(F)c(Cl)c1,0.8196,0.5926,BUCB+MI
2,0.1,7,4,5,CCOC(=O)CCCNC(C)=C1C(=O)CC2(OCC)Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,0.7141,0.5113,BUCB+MI
2,0.1,7,5,5,CCC1CN2CCc3cc(O)c(OC)cc3C2CC1CC1(O)NCCc2cc(O)c(OC)cc21,0.7338,0.6701,BUCB+MI
2,0.1,8,1,5,COc1ccc(-c2nc(C[S+](O)CC(=O)NCCCN3CCCC(C)C3)c(C)o2)cc1OC,0.7805,0.5953,BUCB+MI
2,0.1,8,2,5,COc1ccc(S(=O)(=O)NC(=O)C2=C(O)C3Oc4c(O)ccc5c4C34CCN(CC3CC3)C(C5)C4(O)C2)cc1,0.7532,0.648,BUCB+MI
2,0.1,8,3,5,CCCc1cc(=O)oc2c3c(cc(OCC(=O)NCCN4CCOCC4)c12)OC(C)(C)CC3,0.7967,0.5858,BUCB+MI
2,0.1,8,4,5,COc1cc(O)c2c(c1OC)OC(c1cc(O)ccc1OC1OC(COC(C)=O)C(O)C(O)C1O)CC2=O,0.7834,0.5415,BUCB+MI
2,0.1,8,5,5,COCC(COC)(COC)N=C(O)c1noc2c(F)c3c(cc12)CC1(C(O)=NC(=O)N=C1O)C1C(C)OC(C)CN31,0.7196,0.4955,BUCB+MI
2,0.1,9,1,5,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(C(=O)NCCO)c(=O)oc3c2C)OC1(C)C,0.7816,0.5179,BUCB+MI
2,0.1,9,2,5,COc1ccc(NC(=O)CSc2nc(=O)n(CCN3CCOCC3)c3c2CCC3)c(OC)c1,0.8222,0.5678,BUCB+MI
2,0.1,9,3,5,CCCCCCOc1c(O)cc(Br)c2c1CN1CCc3cc(OC)c(O)cc3C1C2,0.7795,0.1184,BUCB+MI
2,0.1,9,4,5,COc1c(O)c(CN2CCC(c3ccccc3)CC2)c2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,0.7813,0.5974,BUCB+MI
2,0.1,9,5,5,COCCNc1nc(-c2ccc(N3CCC(O)C3)c(S(C)(=O)=O)c2)cc2ncn(C)c(=O)c12,0.7695,0.6041,BUCB+MI
2,0.1,10,1,5,C=C1C2CCC3(C=CC(=O)C(C)(CCC(=O)Nc4c(O)ccc(C(=O)O)c4O)C3C2)C1O,0.7598,0.6469,BUCB+MI
2,0.1,10,2,5,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)CC1C(=O)NCCN1CCOCC1,0.7986,0.6027,BUCB+MI
2,0.1,10,3,5,COc1ccc(C2C3=C(O)CC(C)(C)CC3=NC(C)=C2C(=O)N2CCOCC2)cc1O,0.812,0.6097,BUCB+MI
2,0.1,10,4,5,CCn1cc(C(=O)NCCCN2CCC(C)CC2)c2cc(OC)c(OC)cc2c1=O,0.8176,0.3951,BUCB+MI
2,0.1,10,5,5,COc1c(C)c2c(c(O)c1CC=C(C)CN(CCP(=O)(O)O)S(N)(=O)=O)C(=O)OC2,0.7396,0.5405,BUCB+MI
2,0.1,11,1,5,CC(C)=CCC12OCC3C(CN4CCOCC4)C(C=C4C(=O)c5c(O)cc6c(c5OC431)C=CC(C)(C)O6)C2=O,0.7761,0.6462,BUCB+MI
2,0.1,11,2,5,COc1ccc(C(=O)NCCc2ccc(O)c(O)c2)cc1C12CC3CC(CC(C3)C1)C2,0.7793,0.4998,BUCB+MI
2,0.1,11,3,5,COC(=O)C1CSCc2c(O)cc(O)c(C)c2C(=O)OCC(NC(=O)C2C(O)CCN2C(=O)OC(C)(C)C)C(=O)N1,0.7584,0.5334,BUCB+MI
2,0.1,11,4,5,COc1cccc(NS(=O)(=O)c2ccc3ncc(C(=O)NCCN4CCOCC4)c(O)c3c2)c1,0.8526,0.6355,BUCB+MI
2,0.1,11,5,5,CN1CCC2(CCN(c3nc(O)c(-c4nc5ccccc5s4)c(NC4CC(CO)C(O)C4O)n3)CC2)C1=O,0.7552,0.5965,BUCB+MI
2,0.1,12,1,5,CC1OC(Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)C(O)C(OC(=O)N2CCOCC2)C1OC(=O)N1CCOCC1,0.7963,0.5515,BUCB+MI
2,0.1,12,2,5,Cc1cc(OCc2cccnc2)c(C)c2c1CCC(C(C)C(=O)NCCN1CCOCC1)C2O,0.8251,0.5905,BUCB+MI
2,0.1,12,3,5,CN(C)C1C(O)=C(C(=O)NCNC2C(O)OC(CO)C(O)C2O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0.7729,0.5532,BUCB+MI
2,0.1,12,4,5,COc1ccccc1CCc1nc(C)c(O)c(C(=O)O)c1C(=O)O,0.7625,0.4875,BUCB+MI
2,0.1,12,5,5,O=C1C(Cl)=C(NCCCN2CCOCC2)C(=O)c2c(O)ccc(O)c21,0.8483,0.6043,BUCB+MI
2,0.1,13,1,5,CCc1cc2c(C)c(-c3ccc(C(=O)NCCN4CCOCC4)cc3)c(=O)oc2c(C=O)c1O,0.87,0.6576,BUCB+MI
2,0.1,13,2,5,COCC1OC(=O)C(=CN2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C(C(OC(C)=O)CC4(C)C(O)CCC34)C21C,0.759,0.5902,BUCB+MI
2,0.1,13,3,5,CNC(=O)C12CC1C(n1cnc3c(NCc4cc(OC)ccc4OC)nc(I)nc31)C(O)C2O,0.7712,0.538,BUCB+MI
2,0.1,13,4,5,COc1cc(O)c2c(O)c3c(c4c2c1C1(C4)C(C)=CCCC1(C)C)C(O)C1(O)CC(O)=C(C(N)=O)C(=O)C1(O)C3=O,0.7632,0.5478,BUCB+MI
2,0.1,13,5,5,CCCc1cc(O)nc(SCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N(CC)CC)n1,0.7973,0.5557,BUCB+MI
2,0.1,14,1,5,COc1cc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2CCN2CCOCC2)cc(OC)c1OC,0.8511,0.6543,BUCB+MI
2,0.1,14,2,5,CN(C)C1C(O)C2Oc3c(cc(O)c4c3C(=O)c3cc5c(c(O)c3C4=O)CCC(C)(O)C5C(=O)O)C(C)(O2)C1O,0.7776,0.5383,BUCB+MI
2,0.1,14,3,5,CC1COCCN1c1nc(-c2ccc(NC(=O)NCCO)cc2)nc2c1COC2(C)C,0.7807,0.6051,BUCB+MI
2,0.1,14,4,5,CCOc1cc(OC2CC3C(=O)N(C)CCCCC=CC4CC4(C(O)=NS(=O)(=O)C4CC4)N=C(O)C3C2)c2ccc(OC)c(Br)c2n1,0.7637,0.4132,BUCB+MI
2,0.1,14,5,5,COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(OC2OC(CO)C(O)C(=O)C2O)c1,0.7953,0.6055,BUCB+MI
2,0.1,15,1,5,COc1ccc(CNC(=O)N2C(=O)c3c(cc(O)c4c3OC3=CC(O)=C(C(C)=O)C(=O)C34C)OC2OC)cc1,0.801,0.545,BUCB+MI
2,0.1,15,2,5,COC(=O)c1cc(OC(=O)c2ccc(OC)c(O)c2)c(OC)cc1CCN1CCOCC1,0.8732,0.6216,BUCB+MI
2,0.1,15,3,5,CCC1(O)CC(OC2CC(N3CCOCC3)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1O)C(=O)c1cccc(O)c1C3=O,0.8287,0.5932,BUCB+MI
2,0.1,15,4,5,C=C(C)C1C(O)CC2(C)Oc3c(C)c4c(c(OC)c3CC2C1(C)CCC(=O)O)C(=O)OC4,0.7717,0.5189,BUCB+MI
2,0.1,15,5,5,O=C(c1ccc(-c2cc(NC3CC3)n3ncc(C=C4N=C(O)N=C4O)c3n2)s1)N1CCN(CCO)CC1,0.7558,0.6212,BUCB+MI
2,0.1,16,1,5,COC12CCC(=O)CC13CCN(C)C2Cc1ccc(C(O)=NCCc2ccc(-c4cnc(O)nc4O)cc2)c(O)c13,0.779,0.6602,BUCB+MI
2,0.1,16,2,5,COc1cc(C=C2C(=N)N3N=C(CC(=O)N4CCOCC4)SC3=NC2=O)ccc1O,0.8077,0.5644,BUCB+MI
2,0.1,16,3,5,CC1C(=O)C(C)C(Nc2ccccc2C(=O)O)C(C)C(c2cc(O)cc(O)c2)OC(=O)CC1O,0.7809,0.5633,BUCB+MI
2,0.1,16,4,5,COc1ccc2c(c1)c(CC(=O)NCCN1CCOCC1)c(C)n2C(=O)c1cc(OC)c(OC)c(OC)c1,0.8608,0.5878,BUCB+MI
2,0.1,16,5,5,COc1cc(O)c2c(c1)C(O)C1CC(C)(O)C(OC(C)=O)CC1C2=O,0.7762,0.5498,BUCB+MI
2,0.1,17,1,5,CCC1(O)c2cc3n(c(=O)c2COC(=O)C1OC(C)=O)Cc1c-3nc2ccccc2c1C1CCN(C)CC1,0.7869,0.6371,BUCB+MI
2,0.1,17,2,5,COc1ccc(-c2cc3ccc(O)c(CN4CCN(CCO)CC4)c3oc2=O)cc1OC,0.8217,0.6873,BUCB+MI
2,0.1,17,3,5,CCOC(=O)c1cnc2oc(C=NN3CC(CN4CCOCC4)OC3=O)cc2c1O,0.7968,0.5997,BUCB+MI
2,0.1,17,4,5,COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(O)C4=C(O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(=O)C1=C(O)CC(C)C2O,0.7816,0.5559,BUCB+MI
2,0.1,17,5,5,COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)Cc1cc(C(=O)O)c(O)nc1C3,0.8168,0.6873,BUCB+MI
2,0.1,18,1,5,COc1cc(-c2ccc3ncc(C(=O)C4CC4)c(N4CCN(C(=O)CN(C)C)CC4)c3c2)cc(Cl)c1O,0.8105,0.6334,BUCB+MI
2,0.1,18,2,5,CCc1cc2c(=O)c(-c3nc4ccccc4n3C)c(C)oc2c(CN2CCOCC2)c1O,0.8392,0.5098,BUCB+MI
2,0.1,18,3,5,Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OCC(O)(CO)C3O)cc(O)c1C2=O,0.7915,0.5964,BUCB+MI
2,0.1,18,4,5,Cc1ccc2c(c1)C1(C)CCC(=O)C(NC(=O)CCN3CCN(CCO)CC3)C1O2,0.7947,0.5601,BUCB+MI
2,0.1,18,5,5,COC(=O)C1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,0.8006,0.6046,BUCB+MI
2,0.1,19,1,5,COc1ccc(CCNC(=O)C2CCC(CN=c3c(N4CCCC4)c(O)c3=O)CC2)cc1OC,0.8219,0.5985,BUCB+MI
2,0.1,19,2,5,O=c1cc(-c2ccc(O)c(O)c2)oc2c(CN3CCCC(O)C3)c(O)cc(O)c12,0.8084,0.6793,BUCB+MI
2,0.1,19,3,5,COc1ccc(NC(=S)N(CCN2CCOCC2)Cc2cc3cc4c(cc3nc2O)OCCO4)cc1,0.8297,0.6636,BUCB+MI
2,0.1,19,4,5,COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)OC3C1(O)C(O)C(OC)=CC(=O)C1OC,0.7978,0.4949,BUCB+MI
2,0.1,19,5,5,CCCC(N)C(=O)OC1CC2C(C)(CO)C(O)CCC2(C)C2C(O)c3c(cc(-c4cccnc4)oc3=O)OC12C,0.7802,0.6094,BUCB+MI
2,0.1,20,1,5,CCCC(=O)OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1,0.8179,0.6028,BUCB+MI
2,0.1,20,2,5,COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CC(O)C(C)(C)C5)cc4)CC3)o2)cc1,0.8104,0.6786,BUCB+MI
2,0.1,20,3,5,O=C1c2c(O)cccc2C(=O)c2c1c(O)cc1nc(N3CCN(CCO)CC3)sc21,0.8302,0.6216,BUCB+MI
2,0.1,20,4,5,COc1ccc(C2=C(NCCN3CCOCC3)COC2=O)cc1OC,0.8677,0.3078,BUCB+MI
2,0.1,20,5,5,CC1c2ccc(NC(=O)C3CCCN3)c(O)c2C(=O)C2=C(O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,0.7974,0.5406,BUCB+MI
2,0.1,21,1,5,COc1cc(O)c2c(=O)cc(C(=O)N3CCN(Cc4ccc([N+](=O)[O-])cc4)CC3)oc2c1,0.8518,0.665,BUCB+MI
2,0.1,21,2,5,CC(C)=CCc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)C(O)C2,0.8252,0.5985,BUCB+MI
2,0.1,21,3,5,CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)cc2c1NC1CCC(CN2CCC(O)C2)CC1,0.8299,0.3029,BUCB+MI
2,0.1,21,4,5,COc1ccc(C2C3=C(CC(C)(C)CC3=O)N(CCN3CCOCC3)C3=C2C(=O)CC(C)(C)C3)cc1,0.8271,0.1144,BUCB+MI
2,0.1,21,5,5,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1NC(=O)C1CCC(C(=O)OC)C1,0.8031,0.541,BUCB+MI
2,0.1,22,1,5,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(O)cc(O)c34)nn2)CC1,0.8227,0.5509,BUCB+MI
2,0.1,22,2,5,Cn1c(=O)c(C(=O)NCC2CCN(Cc3ccccc3)CC2)c(O)c2cc(O)c(O)cc21,0.848,0.6916,BUCB+MI
2,0.1,22,3,5,COc1ccc(-c2oc3c(CC=C(C)C)c(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2O)cc1,0.8436,0.5755,BUCB+MI
2,0.1,22,4,5,COc1cc2nc(N3CCN(C(=O)C4COc5ccc(S(=O)(=O)N(C)C)cc5O4)CC3)nc(N)c2cc1OC,0.8265,0.6069,BUCB+MI
2,0.1,22,5,5,CC1(O)c2cccc(O)c2C(=O)C2C1CC1CC(=O)C(C(N)=O)=C(O)C1(O)C2O,0.8004,0.5523,BUCB+MI
2,0.1,23,1,5,COc1c(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8367,0.6153,BUCB+MI
2,0.1,23,2,5,CC(C)=CCc1cc(C(=O)Nc2cc3ccc(OC4CC(O)CCO4)c(C)c3oc2=O)ccc1O,0.8385,0.5955,BUCB+MI
2,0.1,23,3,5,COCCN(C)S(=O)(=O)c1cnc(-c2ccc3c(c2)CCC(C)N3C(=O)c2ccc(O)cc2O)c(C)c1,0.826,0.6485,BUCB+MI
2,0.1,23,4,5,CC(=O)OC1OC(C2(O)c3cccc(O)c3C(=O)c3c(O)cc(C)cc32)C(O)C(O)C1O,0.8334,0.5237,BUCB+MI
2,0.1,23,5,5,O=C(Cc1csc(N2CCOCC2)n1)NN=Cc1ccc(O)c(O)c1O,0.7991,0.5789,BUCB+MI
2,0.1,24,1,5,CCNC(=O)c1ccc(N2CCN(Cc3cc4c(c(OC)c3)OC(C)C(=O)N4)CC2)c(C)c1,0.8498,0.5678,BUCB+MI
2,0.1,24,2,5,CC(C)=CCc1cc(CCC(=O)c2c(O)cc3c(c2O)CCC(C)(C)O3)ccc1O,0.8533,0.4799,BUCB+MI
2,0.1,24,3,5,COc1ccc(Cn2cc(C(=O)O)c(=O)c3cc4c(nc32)N2CCCC2CO4)c(OC)c1,0.844,0.6123,BUCB+MI
2,0.1,24,4,5,Cn1cc(C=C2Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)N4CCN(CCO)CC4)cc3)ccnc21,0.8328,0.6572,BUCB+MI
2,0.1,24,5,5,CC1CC=CC(O)C(O)CCC(=O)Cc2cc(O)cc(O)c2C(=O)O1,0.8059,0.6141,BUCB+MI
2,0.1,25,1,5,COc1ccc(C2CC(=O)c3c(O)cc(OCC(=O)N4CCN(Cc5cccc(OC)c5OC)CC4)cc3O2)cc1O,0.8848,0.6626,BUCB+MI
2,0.1,25,2,5,CCOC(=O)c1oc2cc(O)c(CC)cc2c(=O)c1-c1ccc2c(c1)OCCO2,0.8324,0.586,BUCB+MI
2,0.1,25,3,5,O=C(O)c1cc2c(nc1O)CC13CCN(CC4CC4)C(Cc4ccc(O)cc41)C3C2,0.8358,0.6818,BUCB+MI
2,0.1,25,4,5,CN1CCN(C(=O)c2cnc(-c3cc4ccc(O)c(C=O)c4oc3=O)s2)CC1,0.827,0.6032,BUCB+MI
2,0.1,25,5,5,CN(C(=O)CS(=O)(=O)N(C)C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,0.7986,0.5495,BUCB+MI
2,0.1,26,1,5,COc1ccc(NC(=O)c2c(C)oc3ccc(O)c(CN4CCN(C)CC4)c23)cc1Cl,0.8545,0.4972,BUCB+MI
2,0.1,26,2,5,CC(=O)NCC1CN(c2ccc(C3Cc4cc(O)c(O)cc4CN3)cc2)C(=O)O1,0.8214,0.6293,BUCB+MI
2,0.1,26,3,5,COCCOc1c2c(c(O)c3cc(CN4CCC4)ccc13)C(=O)C1=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3CC1C2,0.8624,0.5923,BUCB+MI
2,0.1,26,4,5,COc1cc2c(cc1OC)C(c1cc3cc4c(cc3nc1O)OCO4)N(C(=O)C1CC1)CC2,0.8348,0.625,BUCB+MI
2,0.1,26,5,5,O=C(NCCO)c1cc(-c2c(O)cc(O)cc2Oc2ccc([N+](=O)[O-])cc2)on1,0.824,0.5663,BUCB+MI
2,0.1,27,1,5,COc1cc(C(=O)OC2CN(C)CCC2c2c(O)cc(O)c3c(=O)cc(C)oc23)cc(OC)c1OC,0.8491,0.5798,BUCB+MI
2,0.1,27,2,5,Nc1ccc2c(c1)C(=O)C(CCN1CCC(C(=O)c3ccc(F)cc3O)CC1)CC2,0.8265,0.676,BUCB+MI
2,0.1,27,3,5,CCCOCCn1c(=O)c(NCC(=O)N2CCC(O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,0.8186,0.6238,BUCB+MI
2,0.1,27,4,5,O=C(COC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1O)NCc1ccc2c(c1)OCO2,0.8412,0.5912,BUCB+MI
2,0.1,27,5,5,O=C(O)C1CCCN1Cc1cc2nc(O)c(O)nc2cc1[N+](=O)[O-],0.8054,0.6035,BUCB+MI
2,0.1,28,1,5,Cc1ccc(OC2CCN(C(=O)c3nc4cc(O)c(O)cc4[nH]3)CC2)cc1,0.8534,0.6439,BUCB+MI
2,0.1,28,2,5,CCC(O)(C(=O)O)c1cc2n(c(=O)c1CO)Cc1cc3c(N)c4c(cc3nc1-2)OCO4,0.8052,0.571,BUCB+MI
2,0.1,28,3,5,COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(CCO)CC3)c(=O)oc12,0.8587,0.6385,BUCB+MI
2,0.1,28,4,5,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N4CC4)C(OS(C)(=O)=O)C(C)O2)C1)C(=O)c1ccccc1C3=O,0.8378,0.581,BUCB+MI
2,0.1,28,5,5,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCC1CCC(C(=O)O)CC1,0.8212,0.6505,BUCB+MI
2,0.1,29,1,5,COc1ccncc1-c1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(=O)O)o4)CC3)c2c1,0.8439,0.6681,BUCB+MI
2,0.1,29,2,5,CC1CCN(C(=O)c2cc(O)c3c(c2)C(=O)c2cccc(O)c2C3=O)CC1,0.8725,0.6454,BUCB+MI
2,0.1,29,3,5,O=C(c1cc(Cc2nnc(O)c3c2NCCC3)ccc1F)N1CCN(CCO)CC1,0.8297,0.6245,BUCB+MI
2,0.1,29,4,5,CCN(C(=O)CSc1nc2ccc(O)cc2c(=O)n1-c1ccc(OC)c(OC)c1)C1CCS(=O)(=O)C1,0.8401,0.6157,BUCB+MI
2,0.1,29,5,5,NC(CCC(=O)O)C(=O)Oc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12,0.8274,0.5627,BUCB+MI
2,0.1,30,1,5,COc1ccc(C(=O)C2CCN(C3CCN(Cc4nc(O)c5cc(C)sc5n4)C3=O)CC2)cc1,0.8471,0.6776,BUCB+MI
2,0.1,30,2,5,CCNC(=O)c1noc(-c2cc(-c3ccc(F)cc3)c(O)cc2O)c1-c1ccc(CN2CCCCC2)cc1,0.8483,0.3352,BUCB+MI
2,0.1,30,3,5,CC(=O)Cc1cc(O)cc2c1C(=O)CC(C)(Cc1cc(=O)c3c(CC(C)=O)cc(O)cc3o1)O2,0.8176,0.5399,BUCB+MI
2,0.1,30,4,5,CN1CCC23CC(=O)C(CC(=O)N4CCC(O)CC4)CC2(O)C1Cc1ccc(O)cc13,0.8249,0.6648,BUCB+MI
