Iteration,Top5_running_mean
1,0.0
2,0.0
3,0.0
4,2.7425e-08
5,8.185999999999999e-08
6,4.708186e-05
7,4.7120020000000004e-05
8,4.7120020000000004e-05
9,0.00173652002
10,0.0017613980799999999
11,0.0017613980799999999
12,0.06650135991999999
13,0.0665013687
14,0.1504413
15,0.19699640000000002
16,0.24686940000000007
17,0.28672000000000003
18,0.28672000000000003
19,0.28672000000000003
20,0.28672000000000003
21,0.30280000000000007
22,0.30280000000000007
23,0.30280000000000007
24,0.30280000000000007
25,0.30280000000000007
26,0.31406
27,0.3405
28,0.3405
29,0.38098
30,0.41859999999999997
31,0.41859999999999997
32,0.41859999999999997
33,0.41859999999999997
34,0.41859999999999997
35,0.41859999999999997
36,0.41859999999999997
37,0.44702000000000003
38,0.44702000000000003
39,0.44702000000000003
40,0.44702000000000003
41,0.4572
42,0.4572
43,0.47346000000000005
44,0.47346000000000005
45,0.47346000000000005
46,0.47346000000000005
47,0.47346000000000005
48,0.47346000000000005
49,0.47346000000000005
50,0.47346000000000005
51,0.47346000000000005
52,0.47346000000000005
53,0.47346000000000005
54,0.47346000000000005
55,0.47346000000000005
56,0.47346000000000005
57,0.47704
58,0.48502
59,0.48502
60,0.48502
61,0.48502
62,0.48502
63,0.48502
64,0.49756
65,0.49756
66,0.49756
67,0.49756
68,0.49966
69,0.49966
70,0.49966
71,0.5029199999999999
72,0.5029199999999999
73,0.5029199999999999
74,0.5029199999999999
75,0.5029199999999999
76,0.5029199999999999
77,0.51618
78,0.51618
79,0.51754
80,0.51754
81,0.51754
82,0.51754
83,0.51754
84,0.51754
85,0.51754
86,0.52586
87,0.52586
88,0.5288
89,0.53222
90,0.53752
91,0.53752
92,0.53752
93,0.53752
94,0.53752
95,0.53752
96,0.53752
97,0.53752
98,0.53752
99,0.53752
100,0.53752
101,0.53752
102,0.53752
103,0.53752
104,0.53752
105,0.54054
106,0.55822
107,0.55822
108,0.55822
109,0.55822
110,0.55822
111,0.55822
112,0.55822
113,0.55822
114,0.55822
115,0.55822
116,0.55822
117,0.55822
118,0.55822
119,0.55822
120,0.55822
121,0.5767599999999999
122,0.5767599999999999
123,0.5767599999999999
124,0.5767599999999999
125,0.5767599999999999
126,0.5767599999999999
127,0.5767599999999999
128,0.5767599999999999
129,0.5767599999999999
130,0.5767599999999999
131,0.57968
132,0.57968
133,0.57968
134,0.57968
135,0.57968
136,0.57968
137,0.57968
138,0.57968
139,0.57968
140,0.58758
141,0.60008
142,0.60008
143,0.60008
144,0.60008
145,0.60008
146,0.60008
147,0.6036400000000001
148,0.61528
149,0.6170199999999999
150,0.6170199999999999
151,0.6170199999999999
152,0.6170199999999999
153,0.6170199999999999
154,0.6170199999999999
155,0.6170199999999999
156,0.6170199999999999
157,0.6170199999999999
158,0.6170199999999999
159,0.6170199999999999
160,0.6170199999999999
161,0.6170199999999999
162,0.61802
163,0.61802
164,0.61802
165,0.61802
166,0.61802
167,0.61802
168,0.61802
169,0.61802
170,0.61802
171,0.62076
172,0.62076
173,0.62076
174,0.62076
175,0.62076
176,0.62076
177,0.62076
178,0.62076
179,0.62076
180,0.62076
181,0.62076
182,0.62076
183,0.62076
184,0.62076
185,0.62076
186,0.62076
187,0.62076
188,0.62076
189,0.62076
190,0.6337200000000001
191,0.6337200000000001
192,0.6337200000000001
193,0.6337200000000001
194,0.6337200000000001
195,0.6337200000000001
196,0.6357200000000001
197,0.6357200000000001
198,0.6357200000000001
199,0.6357200000000001
200,0.6357200000000001
