round,pick_idx,smiles,mu,std,UCB,True f,min_d_batch,min_d_hist
0,1,CCCCC(NC(=O)OC(C)CC1CCCCC1)C(=O)c1nnc(-c2ccccc2)o1,0.33582305908203125,0.9066855907440186,1.2425086498260498,0.38047817090689295,1.0,0.6442953020134228
0,2,CC(NC(=O)CCC(=O)C=Cc1ccc2c(c1)OCO2)C(=O)O,0.28999999165534973,0.9391844272613525,1.2291843891143799,0.555395705091534,0.863905325443787,0.7361111111111112
0,3,CCCCCCCCCCCCn1nnc(C(C(=O)NC(C)(C)C)c2ccccc2)n1,0.3097993731498718,0.9234706163406372,1.2332699298858643,0.23297294824022038,0.8181818181818181,0.6938775510204082
0,4,CCOC(=O)Cn1c(=O)n(CC2CCCO2)c2nc(-c3ccc(C(C)C)cc3)nc(C(N)=O)c21,0.2848353087902069,0.9428066611289978,1.2276419401168823,0.5629024994045457,0.8229166666666666,0.8160919540229885
0,5,CC(C)(C)OC(=O)NC(CC(N)=O)C(=O)O,0.27373558282852173,0.9425894618034363,1.216325044631958,0.3495663400153814,0.8440366972477065,0.7407407407407407
1,1,CC(C)CC(C(=O)NC1CCCC1)N(Cc1ccc2c(c1)OCO2)C(=O)c1snc(C(N)=O)c1N,0.3585379123687744,0.9198477864265442,1.2783856391906738,0.5593146425172288,1.0,0.7375
1,2,CC(NC(=O)CCn1nnc2ccccc2c1=O)C(=O)O,0.35696887969970703,0.9145071506500244,1.2714760303497314,0.5038847284180433,0.872093023255814,0.7166666666666667
1,3,CCCCOC(=O)NC(CN(C)C(=O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O,0.34397998452186584,0.927985429763794,1.2719653844833374,0.5977974275952437,0.8311688311688312,0.7701863354037267
1,4,Cc1cc(NC(=O)CCC(=O)N(CC(=O)NCC2CCCO2)c2ccc(C(C)C)cc2)no1,0.35425636172294617,0.922958493232727,1.2772148847579956,0.6218906087448873,0.8108108108108107,0.711864406779661
1,5,CCOC(=O)CCC(NC(=O)Cn1cnc2c(SC)nc(N)nc21)C(=O)OCC,0.2888622283935547,0.9535797238349915,1.2424418926239014,0.4719792598911971,0.8361581920903955,0.8111111111111111
2,1,COc1ccc(N(C(=O)c2snc(C(N)=O)c2N)C(CC(C)C)C(=O)NCC2CCCO2)cc1,0.48090362548828125,0.8608062863349915,1.341709852218628,0.5709370599045223,1.0,0.6213017751479291
2,2,CC(C)NC(=O)CN(C(=O)CCC(=O)Nc1nccs1)c1ccc2c(c1)OCO2,0.4688428044319153,0.8699166774749756,1.338759422302246,0.529148702116845,0.8121546961325967,0.656934306569343
2,3,CCOC(=O)CN(C(=O)Cn1nnc(-c2ccc(C)cc2)n1)C(CC)C(=O)NC1CCCC1,0.44309911131858826,0.8974489569664001,1.340548038482666,0.5654960151483022,0.7978723404255319,0.7297297297297297
2,4,NC1=NC(=O)C2N=C(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)COC2N1,0.40424805879592896,0.9218113422393799,1.326059341430664,0.5401131738216345,0.8176795580110497,0.7333333333333334
2,5,CCCc1cc(=O)oc2c3c(cc(OCC(=O)NC(C)C(=O)O)c12)OC(C)(C)CC3,0.3552035689353943,0.9378290772438049,1.2930326461791992,0.5390770281113627,0.8418079096045198,0.78
3,1,CCCCC(N)C(=O)Nc1ccc(C(=O)NC(C(=O)O)C(C)C)cc1N,0.4350179135799408,0.9100320935249329,1.3450499773025513,0.542170277890516,1.0,0.7727272727272727
3,2,Cc1ccc(-c2nc(N)sc2CC(=O)OCC(=O)NCC2CCCO2)cc1,0.4452410340309143,0.8877413272857666,1.3329823017120361,0.5508782138007304,0.8662420382165605,0.6918238993710693
3,3,CC(C)CC1C(=O)N(CC(=O)C(=O)NC(C)C(=O)O)C(=O)C1c1ccc(O)cc1,0.43376079201698303,0.909341037273407,1.3431018590927124,0.5705851064643535,0.7832167832167832,0.7686567164179104
3,4,NC(=O)CCC(NC(=O)CN(c1nc(Cl)nc2[nH]cnc12)C1CC1)C(=O)O,0.3937038481235504,0.9285085201263428,1.3222123384475708,0.5231889216376411,0.8389261744966443,0.782051282051282
3,5,CCOC(=O)CCCCCC(=O)Nc1ccc2c(c1)CC(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)Nc1ccc3c(c1)OCO3)O2,0.3964521586894989,0.9200909733772278,1.3165431022644043,0.6206391514563027,0.8444444444444444,0.7511520737327189
4,1,CC(C)C(NC(=O)c1ncc(-c2ccc(NC(=O)CCC3CCCCC3)cc2)s1)C(=O)O,0.47948530316352844,0.889462947845459,1.368948221206665,0.5522745597860999,1.0,0.736842105263158
4,2,CCOC(=O)C12CCC=C1N(Cc1ccc3c(c1)OCO3)C(=O)C(CC(=O)NCCC(C)C)C2,0.4588054418563843,0.8989886045455933,1.3577940464019775,0.6136495402881407,0.845771144278607,0.7142857142857143
4,3,CCOC(=O)CCC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O,0.4814661741256714,0.8833642601966858,1.364830493927002,0.5760738301029461,0.8082901554404145,0.7017543859649122
4,4,CCN(CC1CCCO1)C(=O)Nc1cc(C(N)=O)ccc1OC,0.4368150234222412,0.9101925492286682,1.3470075130462646,0.5845625902409067,0.8385093167701864,0.722972972972973
