,AUC,AUC,FinalTopK,FinalTopK,NumEvals
,mean,std,mean,std,first
Method,,,,,
BUCB,0.6514772858333334,0.028156896945074564,0.6898933333333334,0.013877756783188417,200
BUCB+MI,0.64838960927,0.00857644278951571,0.7081066666666667,0.00966176657414845,200
