round,pick_idx,smiles,mu,std,UCB,True f,min_d_batch,min_d_hist
0,1,O=C(NC(Cc1ccc(O)cc1)C(=O)O)c1ccccc1,0.4528045952320099,0.8508478403091431,1.3036524057388306,0.5585753334243899,1.0,0.6341463414634146
0,2,Cc1c(C(C)C)c(=O)on1C(=O)N1CCC(O)(c2ccccc2)CC1,0.3535555601119995,0.9075215458869934,1.2610771656036377,0.42408404517471127,0.823076923076923,0.6439393939393939
0,3,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)NCCNc1ccc([N+](=O)[O-])c3[nH]c4ccccc4c(=O)c13)C(=O)OC2,0.35219016671180725,0.8800084590911865,1.2321985960006714,0.5374860525921527,0.8706467661691543,0.5502645502645502
0,4,O=C1NC(=O)C2(c3ccc(Cl)cc3)CC12,0.26517489552497864,0.9482393860816956,1.2134143114089966,0.021072034248501337,0.8608695652173913,0.7553191489361702
0,5,[C-]#[N+]c1ccc(NC(c2nnc(-c3ccc(O)cc3)o2)C(C)O)c(C)c1Cl,0.2621517777442932,0.9539345502853394,1.2160863876342773,0.4712819225004985,0.8188405797101449,0.8235294117647058
1,1,Cc1ccc(C(=O)NC(C(=O)OCc2nnc(-c3ccccc3)o2)C(C)C)cc1,0.40521475672721863,0.8918565511703491,1.2970713376998901,0.534244158739053,1.0,0.7067669172932332
1,2,Oc1ccc(C2(O)CCN(CC(O)CCc3ccccc3)CC2)cc1,0.4019390940666199,0.8808689713478088,1.2828080654144287,0.24451414117947706,0.8333333333333334,0.6296296296296297
1,3,CC(=CCc1c(O)c2c(c(C)c1-c1ccccc1)COC2=O)CCC(=O)O,0.42890387773513794,0.8551512956619263,1.284055233001709,0.5725196619045763,0.7950310559006211,0.5743243243243243
1,4,Cc1ncc([N+](=O)[O-])n1CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,0.34039944410324097,0.9112576842308044,1.2516571283340454,0.5440105525521987,0.8181818181818181,0.6985294117647058
1,5,CC(=O)NC(COP(=O)(O)O)C(=O)N1CCCC1C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(N)=O)C(C)O,0.2682676315307617,0.9472700357437134,1.215537667274475,0.5589632862862608,0.8449197860962567,0.7638190954773869
2,1,CC(O)C(NCP(=O)(O)O)C(=O)NC(Cc1ccc(-c2ccccc2)cc1)C(=O)O,0.47568345069885254,0.8548969626426697,1.330580472946167,0.59869370869687,1.0,0.576271186440678
2,2,CCOC(=O)C(C(C)=O)C(c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O,0.39683014154434204,0.9039270877838135,1.3007571697235107,0.5742264719399603,0.7888198757763976,0.7196969696969697
2,3,CC(=O)NC(Cc1cc(C)ccc1C)C(=O)N1CCN(C(=O)c2ccc([N+](=O)[O-])cc2)CC1,0.35347795486450195,0.9315310120582581,1.2850089073181152,0.6651858384526371,0.8305084745762712,0.7823529411764706
2,4,CCn1c(SCC(=O)Nc2nnc(C)s2)nnc1C(C)NC(=O)c1ccccc1,0.369737446308136,0.9128676652908325,1.2826051712036133,0.48436465307573223,0.8143712574850299,0.7352941176470589
2,5,COc1c(C)c2c(c(O)c1CCNS(=O)(=O)CS(=O)(=O)NCC1OC(n3cnc4c(N)nc(-c5ccccc5)nc43)C(O)C1O)C(=O)OC2,0.32073667645454407,0.9246907234191895,1.2454273700714111,0.5332806688387347,0.8595744680851064,0.7184466019417476
3,1,CC(=O)NC(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC(C(=O)N1c2ccccc2CC1C(N)=O)C(C)C,0.48029837012290955,0.8863351941108704,1.3666335344314575,0.5469306179131421,1.0,0.6896551724137931
3,2,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(NC(C)CO)nc(-c3ccccc3)n2)CC1,0.448925256729126,0.9055444598197937,1.3544697761535645,0.6171056272177552,0.8047619047619048,0.734375
3,3,Cc1c(OC(C)C(=O)NC(Cc2ccccc2)C(=O)O)ccc2c3c(c(=O)oc12)CCC3,0.4651893675327301,0.8901149034500122,1.35530424118042,0.5868977590601323,0.7842105263157895,0.6956521739130435
3,4,Cc1ccc(C)c(NC(=O)CCC(=NNC(=O)C(N)=O)C(C)C(=O)c2ccc(O)cc2)c1,0.42218005657196045,0.9103282690048218,1.3325083255767822,0.5609068938801836,0.7903225806451613,0.7309941520467836
3,5,COC(=O)C(NP(=O)(O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)C(O)C1O)c1c[nH]c2ccccc12,0.3534972667694092,0.930671215057373,1.2841684818267822,0.5498851372785813,0.8333333333333334,0.7696629213483146
4,1,CC(O)C(NC(=O)c1ccc(N2CCN(C(=O)CCC(=O)c3ccccc3)CC2)nc1)C(N)=O,0.5052215456962585,0.8779386281967163,1.38316011428833,0.6563720282094155,1.0,0.6560509554140128
4,2,Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1C(=O)NC(CO)C(=O)O,0.46343791484832764,0.9071837067604065,1.370621681213379,0.5997036506485233,0.8095238095238095,0.7554347826086957
4,3,COc1cccc2c1C(=O)C(NCCOC(=O)C(Cc1ccc(O)cc1)NC(C)=O)=C(C)C2=O,0.4797547459602356,0.878567636013031,1.3583223819732666,0.606281442864904,0.8177083333333334,0.6779661016949152
4,4,COC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(=O)c1c(-c2ccccc2)[nH]c2ccccc12)C(C)C,0.4753182530403137,0.8907427191734314,1.3660609722137451,0.5418829697862407,0.7823834196891192,0.7093023255813953
4,5,O=C(O)CCC(C(=O)O)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,0.3918134272098541,0.9279291033744812,1.3197425603866577,0.5950275695658077,0.8288770053475936,0.7758620689655172
5,1,Cc1ccc(C(=O)NC(C)C(=O)NC(Cc2cccc(Cl)c2)C(N)=O)c([N+](=O)[O-])c1O,0.503275454044342,0.8932041525840759,1.396479606628418,0.5414736661530658,1.0,0.7267441860465116
5,2,CC(=O)NC(CC(C)C)C(=O)N1CCCC1P(=O)(O)CC(Cc1cc(-c2ccccc2)no1)C(=O)O,0.504443883895874,0.8859478235244751,1.3903917074203491,0.6296982599192296,0.8191489361702128,0.7251461988304093
5,3,Cn1c(=O)c(C(=O)NCCC(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2ccccc21,0.5042098164558411,0.8814661502838135,1.3856759071350098,0.677316726663642,0.8,0.6944444444444444
5,4,CC(=Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)NC(C(=O)O)C(C)O,0.46204227209091187,0.9097920060157776,1.3718342781066895,0.5332375729184399,0.8,0.7636363636363637
5,5,COC(=O)CCC(O)C(O)C1=C(C)C(=O)C2(O1)C(=O)NC(OC)(C(=O)c1ccccc1)C2O,0.4401855170726776,0.9142180681228638,1.3544036149978638,0.5612707834548422,0.8134715025906736,0.7905405405405406
6,1,Cn1c2ccccc2c(=O)c2cccc(C(=O)NC(CCC(N)=O)C(=O)O)c21,0.5358366966247559,0.8788297772407532,1.4146664142608643,0.5998400852802724,1.0,0.7159763313609467
6,2,COc1ccccc1N1CCN(C(=O)C(C)NC(=O)c2cccc([N+](=O)[O-])c2)CC1,0.5368571281433105,0.8686802983283997,1.4055373668670654,0.6471944861226934,0.7951807228915663,0.6867469879518072
6,3,CCOC(=O)C(Cc1ccccc1)NC(C)=C1C(=O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,0.4903569519519806,0.8949443697929382,1.3853013515472412,0.5499272772999954,0.8,0.7219251336898396
6,4,CC(O)C(NC(=O)c1cc2c([nH]c3ccccc32)c(CCC(=O)N2CCCC2C(=O)O)n1)C(=O)O,0.5151512622833252,0.8886451721191406,1.4037964344024658,0.6171379838467583,0.7528735632183908,0.7365591397849462
6,5,CC(C)S(=O)(=O)C(C(=O)NCCS(N)(=O)=O)c1nc2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc2s1,0.439267635345459,0.923728883266449,1.3629965782165527,0.6162281749932007,0.8140703517587939,0.7461139896373057
7,1,Cc1cc(COc2ccc(S(=O)(=O)NCC(C(=O)NO)N3CCN(C(=O)C(C)C)CC3)cc2)c2ccccc2n1,0.5279991030693054,0.8937123417854309,1.4217114448547363,0.6253339648940202,1.0,0.7427184466019418
7,2,CC(C)CC1C(=O)N(CC(C(=O)C(=O)NC(C)C(=O)O)c2ccccc2)C(=O)C1c1ccc(O)cc1,0.5432822704315186,0.8731529712677002,1.4164352416992188,0.5961915663045211,0.7924528301886793,0.6875
7,3,COC(=O)C(C)NC(=O)C1CCCN1C(=O)c1cc(-c2nc3ccc([N+](=O)[O-])cc3[nH]2)ccc1O,0.5058347582817078,0.8976268172264099,1.4034615755081177,0.6218310937660271,0.8181818181818181,0.7474226804123711
7,4,Cc1c(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)c(O)c2ccccc2c1O,0.4920353591442108,0.8972599506378174,1.3892953395843506,0.6019372185141488,0.806282722513089,0.7283950617283951
7,5,COc1cc(C=C(NC(=O)c2ccccc2)C(=O)N2CCOCC2)c([N+](=O)[O-])cc1OC,0.5041924715042114,0.8898643255233765,1.394056797027588,0.6412409800037614,0.8031088082901554,0.6932515337423313
8,1,N=C(N)N1CCN(c2ccc(C(=O)NCC(NS(=O)(=O)c3c(O)ccc4ccccc34)C(=O)O)cc2[N+](=O)[O-])CC1,0.5550216436386108,0.875131368637085,1.4301530122756958,0.5890296231526094,1.0,0.6802030456852792
8,2,COc1c(C(=O)NC2CCN(C(=O)CO)CC2)n(C)c2cc(C)n(CC(=O)c3ccccc3)c(=O)c12,0.5393583178520203,0.8857265114784241,1.4250848293304443,0.5877792529637674,0.8027522935779816,0.7173913043478262
8,3,Cc1nc(-c2ccc(N3C(=O)C(=O)C(C(=O)C(C)C)C3c3ccccc3CCC(=O)NC(C)C)cc2)no1,0.5086562037467957,0.901498019695282,1.4101542234420776,0.565154671382835,0.8262910798122065,0.7575757575757576
8,4,COC(=O)C(NC(=O)c1ccc(N)c(NC(=O)C(N)Cc2ccc(O)cc2)c1)C(C)O,0.5591469407081604,0.8522121906280518,1.4113590717315674,0.5361911863207418,0.806930693069307,0.6589147286821706
8,5,CC(C)CC(C(=O)N1CCOCC1)C(CN1C(=O)c2ccccc2C1=O)C(=O)NO,0.5155118703842163,0.895230770111084,1.4107426404953003,0.6072549605625626,0.7945945945945946,0.7425149700598803
9,1,Cc1ccc(NC(=O)COC(=O)C(C)NC(=O)c2ccccc2)cc1S(=O)(=O)N1CCOCC1,0.5764458775520325,0.857927680015564,1.4343736171722412,0.5817951111601366,1.0,0.6802325581395349
9,2,NC(CCC(=O)n1c(-c2ccc([N+](=O)[O-])cc2)nc2ccccc2c1=O)C(=O)O,0.5761816501617432,0.8488433957099915,1.4250249862670898,0.588687174812728,0.8324324324324324,0.6599999999999999
9,3,CC(C)CC(NC(CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)O)C(=O)N1CCN(C)CC1,0.5539786219596863,0.8746270537376404,1.4286056756973267,0.641825024567256,0.8128342245989305,0.6686390532544378
9,4,Cc1ccccc1CC(NC(=O)c1ccc(C)c(O)c1C)C(O)C(=O)N1CC(Cl)CC1C(=O)NC(C)(C)C,0.5014563798904419,0.9005809426307678,1.4020373821258545,0.6218249173466533,0.7980295566502463,0.7318435754189945
9,5,COc1cc(C=C2SC(=Nc3ccccc3)N(C(CCCNC(=N)N)C(=O)NC(C)C(N)=O)C2=O)cc(OC)c1O,0.49749720096588135,0.9054332971572876,1.402930498123169,0.5814283464783717,0.8090909090909091,0.7711442786069651
10,1,CCC(C)C(NC(=O)C(Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O)C(=O)N1CCC(C(=O)O)CC1,0.576160192489624,0.86159747838974,1.4377577304840088,0.6040742233015971,1.0,0.6923076923076923
10,2,COC(=O)C(C(=O)C(=O)Nc1ccccc1C)c1nc2ccc([N+](=O)[O-])cc2nc1O,0.5458471775054932,0.8784384727478027,1.424285650253296,0.5029143039458754,0.8284313725490196,0.6954022988505747
10,3,CC(C)CC(NC(=O)c1ccc(N2CCC(NCC(O)c3ccc(O)c(NS(C)(=O)=O)c3)CC2)cc1)C(=O)O,0.5357107520103455,0.8855348825454712,1.4212455749511719,0.6580185144913132,0.7880184331797235,0.7417840375586855
10,4,Cc1c(CCC(=O)NC(C)C(=O)O)c(=O)oc2cc3occ(-c4ccccc4)c3cc12,0.544273316860199,0.8760703802108765,1.4203436374664307,0.5948409852202604,0.7970297029702971,0.7241379310344828
10,5,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,0.5163227319717407,0.8929190039634705,1.4092416763305664,0.5961672293254034,0.8034934497816594,0.7342995169082125
11,1,COc1cccc(CNS(=O)(=O)NC(Cc2cccc(C(=N)N)c2)C(=O)N2CCN(C(C)=O)CC2)c1O,0.5750711560249329,0.864357590675354,1.4394288063049316,0.6058864394033108,1.0,0.6797752808988764
11,2,CC(C)n1c(Cc2nc3ccccc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21,0.5511495471000671,0.8823884129524231,1.4335379600524902,0.543838209973639,0.8243902439024391,0.7321428571428572
11,3,Cc1c(OCC(=O)N2CCC(C(=O)NCCCC(=O)O)CC2)ccc2c1oc(=O)c1ccccc12,0.5496656894683838,0.8812281489372253,1.430893898010254,0.6594005014690374,0.8038277511961722,0.7272727272727273
11,4,CC(NC(=O)C(C)N1C(=O)c2cccc([N+](=O)[O-])c2C1=O)c1ccccc1,0.5380375385284424,0.8787073493003845,1.4167449474334717,0.544990885684485,0.7965116279069767,0.725609756097561
11,5,Cc1cn(CC(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)c2nc3ccccc3o2)C(C)C)C(C)C)c(=O)n(CC(=O)O)c1=O,0.5234546065330505,0.8884080052375793,1.4118626117706299,0.5456557239926068,0.8025751072961373,0.7123287671232876
12,1,CSCCC(NS(=O)(=O)c1ccc(C)cc1)C(=O)N1CCC(C(=O)NC(C(=O)O)c2ccccc2)CC1,0.587604284286499,0.85747230052948,1.445076584815979,0.6833583553153915,1.0,0.676923076923077
12,2,COc1ccc(OCC(=O)NC(CC(C)C)C(=O)NC2CC(=O)OC2O)c2ccccc12,0.5574811100959778,0.8813812136650085,1.4388623237609863,0.6008059398201625,0.8121827411167513,0.7377049180327868
12,3,COC(=O)c1ccc(C(=O)N2CCc3c(C(=O)NC(C)c4ccco4)c(OC)cc(=O)n3CC2)cc1,0.5534119606018066,0.8815396428108215,1.4349515438079834,0.616805084440046,0.8,0.7
